company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 17:17:01+00:00,-8624000.0,,,6688000.0,7608000.0,-166000.0,-11287000.0,28893000.0,,28308000.0,-38650000.0,53199000.0,28308000.0,-38650000.0,53199000.0,42691000.0,33149000.0,33149000.0,23729000.0,,339000.0,,-39733000.0,-585000.0,,9368000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,Q4,2009-10-01,2009-12-31,,,,4268000.0,4282000.0,3538000.0,-274000.0,-217323000.0,8200000.0,,-12582000.0,-27710000.0,32443000.0,-12582000.0,-27710000.0,32443000.0,-8123000.0,237127000.0,237127000.0,9101000.0,-652000.0,486000.0,-19026000.0,-9170000.0,-20130000.0,,
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 17:29:44+00:00,-27740000.0,0.0,4268000.0,4282000.0,12473000.0,1012000.0,-225198000.0,30733000.0,0.0,-14270000.0,-81423000.0,113841000.0,-14270000.0,-81423000.0,113841000.0,19160000.0,295166000.0,295166000.0,31400000.0,-652000.0,618000.0,-19026000.0,-35275000.0,-44351000.0,,0.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,Q3,2009-07-01,2009-09-30,,,,,,2971000.0,594000.0,1908000.0,11733000.0,,-12343000.0,-7514000.0,38755000.0,-12343000.0,-7514000.0,38755000.0,19492000.0,26731000.0,26731000.0,7145000.0,,266000.0,,-7780000.0,-24076000.0,,
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 15:45:35+00:00,-27740000.0,,,,8935000.0,1286000.0,-7875000.0,22533000.0,,-1688000.0,-53713000.0,81398000.0,-1688000.0,-53713000.0,81398000.0,27283000.0,58039000.0,58039000.0,22299000.0,,132000.0,,-26105000.0,-24221000.0,,
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-30 17:04:46+00:00,-27740000.0,0.0,,,5964000.0,692000.0,-9783000.0,10800000.0,,10655000.0,-46199000.0,42643000.0,10655000.0,-46199000.0,42643000.0,7791000.0,31308000.0,31308000.0,15154000.0,0.0,-134000.0,0.0,-18325000.0,-145000.0,,0.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q4,2010-10-01,2010-12-31,,20000.0,-758000.0,7953000.0,500000.0,3928000.0,308000.0,11635000.0,,,15850000.0,-9978000.0,51009000.0,15850000.0,-9978000.0,51009000.0,57189000.0,26450000.0,26450000.0,9754000.0,16120000.0,,-47315000.0,-3915000.0,-270000.0,,41232000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 10:05:39+00:00,0.0,,7953000.0,500000.0,15792000.0,-482000.0,15233000.0,0.0,0.0,38867000.0,-89318000.0,160906000.0,38867000.0,-89318000.0,160906000.0,109973000.0,97030000.0,97030000.0,32851000.0,39516000.0,-2000.0,-129860000.0,-12843000.0,-649000.0,0.0,53387000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q3TTM,2009-10-01,2010-09-30,,-20000.0,758000.0,4268000.0,4282000.0,15402000.0,-1064000.0,-213725000.0,8200000.0,,10435000.0,-107050000.0,142340000.0,10435000.0,-107050000.0,142340000.0,44661000.0,307707000.0,307707000.0,32198000.0,22744000.0,484000.0,-101571000.0,-18098000.0,-20509000.0,,12155000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q3,2010-07-01,2010-09-30,,,161000.0,,,4031000.0,1522000.0,11730000.0,-13803000.0,,8807000.0,-55420000.0,42943000.0,8807000.0,-55420000.0,42943000.0,-2148000.0,27873000.0,27873000.0,-852000.0,22684000.0,-2000.0,-58898000.0,-3425000.0,-74000.0,,6905000.0
