company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2014.0,FY,,2014-04-25,2015-06-23 16:23:19+00:00,742000000.0,3811000000.0,,-597000000.0,1403000000.0,0.0,100000000.0,736000000.0,183000000.0,1015000000.0,10593000000.0,,2286000000.0,10315000000.0,1725000000.0,2392000000.0,,1343000000.0,300000000.0,386000000.0,662000000.0,,2006000000.0,,,,1162000000.0,235000000.0,,,697000000.0,19940000000.0,1613000000.0,12838000000.0,37943000000.0,19443000000.0,21210000000.0,5559000000.0,19443000000.0,19443000000.0,18500000000.0,37943000000.0,14341000000.0,12941000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2015.0,FY,,2015-04-24,2016-06-28 06:46:34+00:00,1610000000.0,5112000000.0,,-1184000000.0,4843000000.0,0.0,0.0,1335000000.0,1054000000.0,1611000000.0,40530000000.0,,28101000000.0,33752000000.0,3463000000.0,4699000000.0,,2476000000.0,774000000.0,4700000000.0,1535000000.0,,2464000000.0,,,,1737000000.0,1819000000.0,,,1454000000.0,54414000000.0,2434000000.0,14637000000.0,106685000000.0,53230000000.0,30844000000.0,9173000000.0,53230000000.0,53230000000.0,53455000000.0,106685000000.0,71142000000.0,44282000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2015.0,Q3,,2015-01-23,2015-02-27 08:12:52+00:00,37000000.0,,,,46000.0,0.0,73000.0,,,,,,,,,,,,,,,,,,,46000.0,,,,,,-37075000.0,,,46000.0,-36956000.0,46000.0,37000000.0,-36954000.0,-36954000.0,37000000.0,46000.0,,,2000.0
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2016.0,FY,,2016-04-29,2017-06-27 16:19:46+00:00,1709000000.0,5562000000.0,,-1868000000.0,2876000000.0,0.0,32227000000.0,,566000000.0,1712000000.0,41500000000.0,,26899000000.0,30109000000.0,3473000000.0,4841000000.0,0.0,2903000000.0,1383000000.0,3729000000.0,1759000000.0,,2185000000.0,0.0,0.0,,1421000000.0,1916000000.0,0.0,0.0,1931000000.0,21704000000.0,993000000.0,9758000000.0,99644000000.0,52063000000.0,23600000000.0,7165000000.0,52063000000.0,52063000000.0,47581000000.0,99644000000.0,71203000000.0,40416000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2016.0,Q3,,2016-01-29,2016-03-09 17:27:19+00:00,1437000000.0,4863000000.0,4710000000.0,-2965000000.0,2721000000.0,0.0,0.0,502000000.0,454000000.0,1481000000.0,40376000000.0,9346000000.0,27316000000.0,33681000000.0,3536000000.0,4636000000.0,,2822000000.0,1060000000.0,3802000000.0,1585000000.0,,2616000000.0,,,,1749000000.0,1859000000.0,,,1382000000.0,53781000000.0,2153000000.0,14565000000.0,102706000000.0,50816000000.0,27569000000.0,8141000000.0,50816000000.0,50816000000.0,51890000000.0,102706000000.0,70501000000.0,43749000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2016.0,Q2,,2015-10-30,2015-12-09 17:18:31+00:00,1447000000.0,5044000000.0,4537000000.0,-1471000000.0,2378000000.0,0.0,0.0,1619000000.0,675000000.0,1389000000.0,41274000000.0,9215000000.0,27731000000.0,33690000000.0,3516000000.0,4678000000.0,,2771000000.0,825000000.0,4766000000.0,1577000000.0,,2457000000.0,,,,1714000000.0,1746000000.0,,,1315000000.0,53740000000.0,2158000000.0,14851000000.0,104945000000.0,52269000000.0,28723000000.0,8126000000.0,52269000000.0,52269000000.0,52676000000.0,104945000000.0,71544000000.0,44550000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2016.0,Q1,,2015-07-31,2015-09-09 16:59:15+00:00,1321000000.0,4811000000.0,4354000000.0,-1356000000.0,2979000000.0,0.0,0.0,1490000000.0,597000000.0,1171000000.0,40657000000.0,9026000000.0,27699000000.0,33709000000.0,3404000000.0,4672000000.0,,2541000000.0,772000000.0,4701000000.0,1549000000.0,,2721000000.0,,,,1679000000.0,1657000000.0,,,1460000000.0,54165000000.0,1850000000.0,15003000000.0,104626000000.0,52809000000.0,29147000000.0,7660000000.0,52809000000.0,52809000000.0,51817000000.0,104626000000.0,70807000000.0,44157000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2017.0,FY,,2017-04-28,2018-06-22 07:04:30+00:00,1555000000.0,5591000000.0,,-2613000000.0,4967000000.0,0.0,29551000000.0,,633000000.0,1904000000.0,38515000000.0,,23407000000.0,25921000000.0,3338000000.0,4361000000.0,122000000.0,2405000000.0,1550000000.0,2978000000.0,1724000000.0,1865000000.0,2618000000.0,371000000.0,34000000.0,,1232000000.0,1515000000.0,5919000000.0,720000000.0,,23270000000.0,7520000000.0,8741000000.0,99857000000.0,50208000000.0,24873000000.0,14264000000.0,50208000000.0,50330000000.0,49527000000.0,99857000000.0,70623000000.0,35263000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2017.0,Q3,,2017-01-27,2017-03-03 17:14:33+00:00,1557000000.0,5453000000.0,5489000000.0,-2879000000.0,2768000000.0,0.0,0.0,,821000000.0,1521000000.0,41224000000.0,10436000000.0,26209000000.0,25923000000.0,3720000000.0,4947000000.0,106000000.0,2527000000.0,1484000000.0,3643000000.0,1610000000.0,1792000000.0,2547000000.0,,,,1291000000.0,1710000000.0,,,,52266000000.0,6226000000.0,8690000000.0,97578000000.0,49387000000.0,22423000000.0,12672000000.0,49387000000.0,49493000000.0,48085000000.0,97578000000.0,70208000000.0,35413000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2017.0,Q2,,2016-10-28,2016-12-05 17:17:06+00:00,1659000000.0,5661000000.0,5309000000.0,-2328000000.0,2954000000.0,0.0,0.0,,,1477000000.0,41707000000.0,10200000000.0,26739000000.0,29010000000.0,3717000000.0,4891000000.0,107000000.0,2381000000.0,1250000000.0,3754000000.0,1768000000.0,1891000000.0,3098000000.0,,,,1293000000.0,1599000000.0,,,,52514000000.0,3367000000.0,8303000000.0,98406000000.0,50186000000.0,22526000000.0,9601000000.0,50186000000.0,50293000000.0,48113000000.0,98406000000.0,70989000000.0,38512000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2017.0,Q1,,2016-07-29,2016-09-07 06:45:19+00:00,1615000000.0,5357000000.0,5103000000.0,-2024000000.0,3060000000.0,0.0,0.0,,,1205000000.0,41309000000.0,9917000000.0,26437000000.0,30124000000.0,3580000000.0,4814000000.0,68000000.0,2344000000.0,1232000000.0,3790000000.0,1770000000.0,1751000000.0,3129000000.0,,,,1311000000.0,1785000000.0,,,,52848000000.0,1947000000.0,9750000000.0,98601000000.0,50824000000.0,23498000000.0,7896000000.0,50824000000.0,50892000000.0,47709000000.0,98601000000.0,70289000000.0,39813000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2018.0,FY,,2018-04-27,2019-06-21 06:53:12+00:00,1628000000.0,5987000000.0,,-1786000000.0,3669000000.0,0.0,28127000000.0,,979000000.0,1988000000.0,39543000000.0,,21723000000.0,23699000000.0,3579000000.0,4604000000.0,102000000.0,3051000000.0,1465000000.0,1423000000.0,1425000000.0,2187000000.0,3431000000.0,,,,1078000000.0,889000000.0,,,,24379000000.0,2058000000.0,7558000000.0,91393000000.0,50720000000.0,22980000000.0,10084000000.0,50720000000.0,50822000000.0,40571000000.0,91393000000.0,63809000000.0,30487000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2018.0,Q3,,2018-01-26,2018-03-02 17:29:00+00:00,1809000000.0,5775000000.0,5489000000.0,-1382000000.0,6358000000.0,0.0,28190000000.0,,925000000.0,1645000000.0,39795000000.0,10006000000.0,22178000000.0,25918000000.0,3751000000.0,4517000000.0,106000000.0,4758000000.0,1537000000.0,1363000000.0,1524000000.0,2645000000.0,3652000000.0,0.0,0.0,,1166000000.0,964000000.0,0.0,0.0,,23426000000.0,2902000000.0,8078000000.0,95800000000.0,50234000000.0,26607000000.0,10933000000.0,50234000000.0,50340000000.0,45460000000.0,95800000000.0,64676000000.0,34527000000.0,
Medtronic PLC,MDT,549300GX3ZBSQWUXY261,1613103,2018.0,Q2,,2017-10-27,2017-12-04 16:30:39+00:00,1718000000.0,5752000000.0,5674000000.0,-2060000000.0,5529000000.0,0.0,28091000000.0,,872000000.0,1502000000.0,39077000000.0,10115000000.0,22625000000.0,25941000000.0,3638000000.0,4441000000.0,109000000.0,2194000000.0,1749000000.0,1841000000.0,1475000000.0,2246000000.0,3273000000.0,0.0,0.0,,1404000000.0,933000000.0,0.0,0.0,,25438000000.0,3131000000.0,7997000000.0,94458000000.0,51469000000.0,25162000000.0,10496000000.0,51469000000.0,51578000000.0,42880000000.0,94458000000.0,64855000000.0,32384000000.0,
