company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 16:37:47+00:00,,,,6676000.0,32196000.0,-154000.0,137783000.0,362128000.0,278607000.0,620738000.0,-360650000.0,-226238000.0,620738000.0,-360650000.0,-226482000.0,33452000.0,-459851000.0,-459851000.0,63634000.0,,-696000.0,,-755422000.0,-32180000.0,-19997000.0,,427648000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,Q4,2009-10-01,2009-12-31,,,3125000.0,,,8383000.0,-1035000.0,10756000.0,511025000.0,27731000.0,538494000.0,-547777000.0,-102327000.0,538664000.0,-547777000.0,-102327000.0,-112475000.0,-158644000.0,-158644000.0,34053000.0,,712000.0,,-811934000.0,-7578000.0,,,271023000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 17:08:51+00:00,-87422000.0,3125000.0,,10248000.0,30107000.0,-5145000.0,59199000.0,849235000.0,150033000.0,999006000.0,-508732000.0,-427586000.0,999006000.0,-508732000.0,-427586000.0,57543000.0,-642178000.0,-642178000.0,122161000.0,,624000.0,,-1186701000.0,-23496000.0,,,788263000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,Q3,2009-07-01,2009-09-30,,,,,3420000.0,6815000.0,-1299000.0,99550000.0,8376000.0,122217000.0,130593000.0,42525000.0,-21635000.0,130593000.0,42525000.0,-21635000.0,150184000.0,-149565000.0,-149565000.0,21565000.0,,-453000.0,,-124052000.0,-4753000.0,,,171783000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 16:53:45+00:00,-87422000.0,,,10248000.0,21724000.0,-4110000.0,48443000.0,338210000.0,122302000.0,460512000.0,39045000.0,-325259000.0,460342000.0,39045000.0,-325259000.0,170018000.0,-483534000.0,-483534000.0,88108000.0,,-88000.0,,-374767000.0,-15918000.0,,,517240000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,Q2,2009-04-01,2009-06-30,,,,,,7745000.0,-2609000.0,4447000.0,0.0,0.0,,-83657000.0,-118065000.0,11081000.0,-83657000.0,-118065000.0,-193250000.0,-171297000.0,-171297000.0,41040000.0,,193000.0,,-250715000.0,-4586000.0,,,171451000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 16:41:27+00:00,-87422000.0,,,6828000.0,14909000.0,-2811000.0,-51107000.0,329834000.0,85000.0,329919000.0,-3480000.0,-303624000.0,329749000.0,-3480000.0,-303624000.0,19834000.0,-333969000.0,-333969000.0,66543000.0,,365000.0,,-250715000.0,-11165000.0,,,345457000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,Q1,2009-01-01,2009-03-31,2010-05-03 16:33:34+00:00,-87422000.0,,,6828000.0,7164000.0,-202000.0,-55554000.0,318668000.0,,318668000.0,80177000.0,-185559000.0,318668000.0,80177000.0,-185559000.0,213084000.0,-162672000.0,-162672000.0,25503000.0,,172000.0,,,-6579000.0,,,174006000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q4,2010-10-01,2010-12-31,,,3568000.0,,,8205000.0,-353000.0,-29518000.0,9447000.0,,9447000.0,-169695000.0,-166103000.0,9447000.0,-169695000.0,-166103000.0,-326704000.0,-180392000.0,-180392000.0,32034000.0,,-93000.0,,-460189000.0,-14428000.0,,,305015000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:01:47+00:00,0.0,13589000.0,0.0,761000.0,30459000.0,-377000.0,-63777000.0,33434000.0,391667000.0,425057000.0,7301000.0,-635442000.0,425057000.0,7301000.0,-635442000.0,-203461000.0,-754626000.0,-754626000.0,138913000.0,0.0,-4732000.0,,-1234719000.0,-38054000.0,0.0,,1284806000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q3TTM,2009-10-01,2010-09-30,,,13146000.0,,761000.0,30637000.0,-1059000.0,-23503000.0,535012000.0,419398000.0,954104000.0,-370781000.0,-571666000.0,954274000.0,-370781000.0,-571666000.0,10768000.0,-732878000.0,-732878000.0,140932000.0,,-3927000.0,,-1586464000.0,-31204000.0,,,1250814000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q3,2010-07-01,2010-09-30,,,3451000.0,,,6758000.0,202000.0,3903000.0,6850000.0,391645000.0,398451000.0,-2414000.0,-163990000.0,398495000.0,-2414000.0,-163990000.0,232293000.0,-208957000.0,-208957000.0,30855000.0,,44000.0,,-453278000.0,-10830000.0,,,461650000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 17:16:53+00:00,,10021000.0,,761000.0,22254000.0,-24000.0,-34259000.0,23987000.0,391667000.0,415610000.0,176996000.0,-469339000.0,415610000.0,176996000.0,-469339000.0,123243000.0,-574234000.0,-574234000.0,106879000.0,,-4639000.0,,-774530000.0,-23626000.0,,,979791000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q2TTM,2009-07-01,2010-06-30,,,9695000.0,,4181000.0,30694000.0,-2560000.0,72144000.0,536538000.0,149970000.0,686246000.0,-325842000.0,-429311000.0,686372000.0,-325842000.0,-429311000.0,-71341000.0,-673486000.0,-673486000.0,131642000.0,,-4424000.0,,-1257238000.0,-25127000.0,,,960947000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q2,2010-04-01,2010-06-30,,,3339000.0,,,7912000.0,-173000.0,26100000.0,9473000.0,22000.0,9517000.0,40648000.0,-108887000.0,9473000.0,40648000.0,-108887000.0,-58939000.0,-200006000.0,-200006000.0,53768000.0,,-4303000.0,,-279230000.0,-9686000.0,22000.0,,333867000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 16:13:29+00:00,,6570000.0,,761000.0,15496000.0,-226000.0,-38162000.0,17137000.0,22000.0,17159000.0,179410000.0,-305349000.0,17115000.0,179410000.0,-305349000.0,-109050000.0,-365277000.0,-365277000.0,76024000.0,,-4683000.0,,-321252000.0,-12796000.0,,,518141000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q1TTM,2009-04-01,2010-03-31,,,6356000.0,,4181000.0,30527000.0,-4996000.0,50491000.0,538231000.0,150033000.0,687980000.0,-450147000.0,-438489000.0,687980000.0,-450147000.0,-438489000.0,-205652000.0,-644777000.0,-644777000.0,118914000.0,,72000.0,,-1228723000.0,-20027000.0,-22000.0,,798531000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:18:42+00:00,,3231000.0,,761000.0,7584000.0,-53000.0,-64262000.0,7664000.0,,7642000.0,138762000.0,-196462000.0,7642000.0,138762000.0,-196462000.0,-50111000.0,-165271000.0,-165271000.0,22256000.0,,-380000.0,,-42022000.0,-3110000.0,-22000.0,,184274000.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2011.0,Q4,2011-10-01,2011-12-31,,,6553000.0,,6700000.0,9724000.0,-132000.0,267789000.0,16120000.0,,-182980000.0,-387776000.0,503663000.0,-182980000.0,-387776000.0,503663000.0,-67225000.0,188141000.0,188141000.0,31456000.0,-94100000.0,391000.0,,-470456000.0,-9329000.0,-105000000.0,,91618000.0
