company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2007.0,FY,2007-01-01,2007-12-31,2010-02-11 11:25:35+00:00,2.49,2.49,,2.45,0.0,113900000.0,316500000.0,316500000.0,288500000.0,28000000.0,4378700000.0,5328600000.0,,-100000.0,0.0,531900000.0,4378700000.0,949900000.0,34700000.0,47000000.0,531800000.0,418100000.0,12300000.0,430400000.0,5328600000.0,115900000.0,116002000.0,117840000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 11:44:19+00:00,0.06,-0.31,,-0.31,156800000.0,33300000.0,-19300000.0,-19300000.0,-35600000.0,16300000.0,4425400000.0,5263900000.0,,4000000.0,127500000.0,542900000.0,4425400000.0,838500000.0,38800000.0,45500000.0,831200000.0,7300000.0,6700000.0,14000000.0,5263900000.0,-593300000.0,116007000.0,116007000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 11:07:47+00:00,-1.12,-1.12,0.11,-1.12,146800000.0,24300000.0,-128000000.0,-128000000.0,-130400000.0,2400000.0,1114600000.0,1316900000.0,,-400000.0,25000000.0,134800000.0,1114600000.0,202300000.0,11200000.0,11400000.0,306200000.0,-103900000.0,200000.0,-103700000.0,1316900000.0,116400000.0,115999000.0,115999000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 16:27:36+00:00,0.75,0.75,0.11,0.74,,29800000.0,92300000.0,92300000.0,87500000.0,4800000.0,1237800000.0,1516600000.0,,,0.0,160100000.0,1237800000.0,278800000.0,10800000.0,14200000.0,160100000.0,118700000.0,3400000.0,122100000.0,1516600000.0,116700000.0,116250000.0,118382000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q4,2009-10-01,2009-12-31,,0.45,0.45,,0.45,,5700000.0,56600000.0,56600000.0,52700000.0,3900000.0,985100000.0,1198300000.0,-100000.0,1600000.0,,144400000.0,985100000.0,213200000.0,16100000.0,11100000.0,145900000.0,67300000.0,-5000000.0,62300000.0,1198300000.0,117400000.0,116522000.0,116939000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 11:22:22+00:00,0.23,0.23,,0.23,,-18500000.0,36400000.0,36400000.0,27000000.0,9400000.0,3401000000.0,3961800000.0,-100000.0,,50300000.0,459800000.0,3401000000.0,560800000.0,57200000.0,24300000.0,510000000.0,50800000.0,-32900000.0,17900000.0,3961800000.0,117400000.0,116522000.0,116939000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 12:51:18+00:00,0.01,0.15,,0.15,,1500000.0,20000000.0,20000000.0,17200000.0,2800000.0,876000000.0,1027800000.0,,-1600000.0,,125900000.0,876000000.0,151800000.0,13000000.0,7000000.0,124300000.0,27500000.0,-6000000.0,21500000.0,1027800000.0,1720000000.0,116729000.0,117495000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q3YTD,2009-01-01,2009-09-30,,-0.22,-0.22,0.19,-0.22,,-24200000.0,-20200000.0,-20200000.0,-25700000.0,5500000.0,2415900000.0,2763500000.0,,-1600000.0,50300000.0,315400000.0,2415900000.0,347600000.0,41100000.0,13200000.0,364100000.0,-16500000.0,-27900000.0,-44400000.0,2763500000.0,1720000000.0,116729000.0,117495000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.37,-0.37,0.19,-0.37,,-25700000.0,-40200000.0,-40200000.0,-42900000.0,2700000.0,1539900000.0,1735700000.0,,,50300000.0,189500000.0,1539900000.0,195800000.0,28100000.0,6200000.0,239800000.0,-44000000.0,-21900000.0,-65900000.0,1735700000.0,-1795000000.0,116564000.0,116564000.0
BorgWarner Inc,BWA,549300DSFX2IE88NSX47,908255,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 11:50:17+00:00,0.02,-0.31,,-0.31,,-19100000.0,-33900000.0,-33900000.0,-35900000.0,2000000.0,800000000.0,916200000.0,,,50300000.0,115400000.0,800000000.0,116200000.0,9000000.0,5500000.0,165700000.0,-49500000.0,-3500000.0,-53000000.0,916200000.0,-1795000000.0,116564000.0,116564000.0
