company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2008.0,FY,,2008-12-31,2010-01-29 15:05:27+00:00,20501000.0,170107000.0,,-2943000.0,194623000.0,,871885000.0,77981000.0,9458000.0,36930000.0,110740000.0,56224000.0,,450504000.0,63460000.0,117021000.0,,1271000.0,35899000.0,29104000.0,346000.0,42071000.0,9496000.0,397824000.0,256746000.0,1474624000.0,1266766000.0,703890000.0,164516000.0,1266766000.0,1266766000.0,207858000.0,1474624000.0,653713000.0,43342000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2009.0,FY,,2009-12-31,2011-02-01 15:32:22+00:00,27600000.0,205400000.0,,1300000.0,221400000.0,,1024300000.0,99400000.0,7300000.0,49800000.0,110700000.0,56200000.0,,616600000.0,57600000.0,125700000.0,,,53400000.0,26000000.0,,69600000.0,21400000.0,511700000.0,334000000.0,1809700000.0,1537300000.0,847100000.0,202800000.0,1537300000.0,1537300000.0,272400000.0,1809700000.0,836900000.0,69600000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2009.0,Q3,,2009-09-30,2009-10-21 16:16:34+00:00,24968000.0,186530000.0,,1205000.0,206095000.0,,954893000.0,90697000.0,9041000.0,36317000.0,110740000.0,60111000.0,,511187000.0,56646000.0,122865000.0,,,51216000.0,33617000.0,467000.0,61950000.0,16211000.0,434164000.0,306702000.0,1637811000.0,1390262000.0,781225000.0,185599000.0,1390262000.0,1390262000.0,247549000.0,1637811000.0,733721000.0,61950000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2009.0,Q2,,2009-06-30,2009-07-23 16:07:31+00:00,26555000.0,175216000.0,34915000.0,794000.0,173421000.0,0.0,900750000.0,88215000.0,9299000.0,29315000.0,110740000.0,63992000.0,,521399000.0,59247000.0,122584000.0,,,44124000.0,,385000.0,51098000.0,13634000.0,369640000.0,207241000.0,1501282000.0,1271184000.0,638058000.0,179000000.0,1271184000.0,1271184000.0,230098000.0,1501282000.0,740640000.0,51098000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,FY,,2010-12-31,2012-02-03 19:13:36+00:00,35600000.0,246800000.0,,1600000.0,279800000.0,0.0,1316900000.0,126100000.0,8500000.0,63400000.0,116900000.0,66100000.0,,698500000.0,86800000.0,159800000.0,,,73300000.0,48700000.0,,79200000.0,23300000.0,718900000.0,630600000.0,2390400000.0,2037400000.0,1275800000.0,273800000.0,2037400000.0,2037400000.0,353000000.0,2390400000.0,954800000.0,79200000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q3,,2010-09-30,2010-10-20 17:27:05+00:00,35700000.0,207900000.0,,700000.0,382000000.0,,1287500000.0,116800000.0,7400000.0,47200000.0,116900000.0,70600000.0,,639700000.0,85000000.0,156600000.0,,,65200000.0,67600000.0,1300000.0,76200000.0,20300000.0,720100000.0,598900000.0,2351800000.0,2008300000.0,1301500000.0,267300000.0,2008300000.0,2008300000.0,343500000.0,2351800000.0,893700000.0,76200000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q2,,2010-06-30,2010-07-22 20:49:59+00:00,41600000.0,194700000.0,,700000.0,420000000.0,,1238000000.0,107600000.0,7200000.0,42100000.0,110700000.0,49800000.0,,620300000.0,74000000.0,144400000.0,,,53200000.0,52000000.0,600000.0,75400000.0,20300000.0,685700000.0,547900000.0,2243100000.0,1924400000.0,1264100000.0,243300000.0,1924400000.0,1924400000.0,318700000.0,2243100000.0,834600000.0,75400000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2010.0,Q1,,2010-03-31,2010-04-20 16:52:35+00:00,34400000.0,180200000.0,,2200000.0,313600000.0,,1170800000.0,103300000.0,7300000.0,30600000.0,110700000.0,52400000.0,,652100000.0,68500000.0,132900000.0,,,48400000.0,5500000.0,600000.0,72800000.0,20100000.0,597000000.0,429800000.0,2016600000.0,1770000000.0,1019500000.0,173800000.0,1770000000.0,1770000000.0,246600000.0,2016600000.0,864200000.0,72800000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,FY,,2011-12-31,2013-02-04 16:09:03+00:00,45800000.0,297900000.0,,900000.0,465800000.0,0.0,1742800000.0,154200000.0,6200000.0,83100000.0,116900000.0,71000000.0,,1142600000.0,112100000.0,197200000.0,,,69100000.0,37500000.0,,96900000.0,20900000.0,901900000.0,563400000.0,3063100000.0,2645600000.0,1466300000.0,320600000.0,2645600000.0,2645600000.0,417500000.0,3063100000.0,1399600000.0,96900000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q3,,2011-09-30,2011-10-19 17:09:13+00:00,43200000.0,265100000.0,,1500000.0,298200000.0,0.0,1616800000.0,143700000.0,4800000.0,60300000.0,116900000.0,75400000.0,,976700000.0,108600000.0,196000000.0,,,69100000.0,36900000.0,,92900000.0,22800000.0,750700000.0,612400000.0,2746000000.0,2369000000.0,1311900000.0,284100000.0,2369000000.0,2369000000.0,377000000.0,2746000000.0,1238100000.0,92900000.0,0.0
Intuitive Surgical Inc,ISRG,54930052SRG011710797,1035267,2011.0,Q2,,2011-06-30,2011-07-20 16:53:08+00:00,37500000.0,250300000.0,,2600000.0,382000000.0,0.0,1487400000.0,134300000.0,4000000.0,54600000.0,116900000.0,68100000.0,,828100000.0,100100000.0,194200000.0,,,77300000.0,47600000.0,,87400000.0,17000000.0,798500000.0,611900000.0,2649900000.0,2288500000.0,1365300000.0,274000000.0,2288500000.0,2288500000.0,361400000.0,2649900000.0,1090400000.0,87400000.0,0.0
