company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tyler Technologies Inc,TYL,,860731,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 15:18:33+00:00,2705000.0,0.77,0.77,0.74,17628000.0,27010000.0,27010000.0,27010000.0,150005000.0,290286000.0,11518000.0,,11159000.0,70115000.0,161523000.0,128763000.0,-146000.0,83979000.0,44784000.0,-146000.0,44638000.0,290286000.0,35100000.0,35240000.0,36624000.0
Tyler Technologies Inc,TYL,,860731,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 16:21:03+00:00,3225000.0,0.74,0.74,0.71,14845000.0,25054000.0,25054000.0,25054000.0,147401000.0,288628000.0,12910000.0,,13971000.0,69480000.0,160311000.0,128317000.0,-1742000.0,86676000.0,41641000.0,-1742000.0,39899000.0,288628000.0,34075000.0,34075000.0,34075000.0
Tyler Technologies Inc,TYL,,860731,2010.0,Q3,2010-07-01,2010-09-30,2011-10-26 17:43:03+00:00,806000.0,0.2,0.2,0.19,4540000.0,6723000.0,6723000.0,6723000.0,37128000.0,73769000.0,3434000.0,,3233000.0,17337000.0,40562000.0,33207000.0,-568000.0,21376000.0,11831000.0,-568000.0,11263000.0,73769000.0,33600000.0,34103000.0,35410000.0
Tyler Technologies Inc,TYL,,860731,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 19:03:50+00:00,807000.0,0.18,0.18,0.17,4134000.0,6249000.0,6249000.0,6249000.0,36994000.0,72600000.0,3131000.0,,3744000.0,17439000.0,40125000.0,32475000.0,-102000.0,21990000.0,10485000.0,-102000.0,10383000.0,72600000.0,34700000.0,34862000.0,36203000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q4,2011-10-01,2011-12-31,,923000.0,0.28,0.28,0.26,4805000.0,8699000.0,8699000.0,8699000.0,39811000.0,82079000.0,3248000.0,,2634000.0,21141000.0,43059000.0,39020000.0,-818000.0,24698000.0,14322000.0,-818000.0,13504000.0,82079000.0,31267000.0,31267000.0,33200000.0
Tyler Technologies Inc,TYL,,860731,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 12:27:53+00:00,3331000.0,0.88,0.88,0.83,16556000.0,27557000.0,27557000.0,27557000.0,152929000.0,309391000.0,14550000.0,,16414000.0,75650000.0,167479000.0,141912000.0,-2404000.0,95395000.0,46517000.0,-2404000.0,44113000.0,309391000.0,31267000.0,31267000.0,33200000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q3YTD,2011-01-01,2011-09-30,,2408000.0,0.6,0.6,0.57,11751000.0,18858000.0,18858000.0,18858000.0,113118000.0,227312000.0,11302000.0,,13780000.0,54509000.0,124420000.0,102892000.0,-1586000.0,70697000.0,32195000.0,-1586000.0,30609000.0,227312000.0,31097000.0,31097000.0,31097000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q3,2011-07-01,2011-09-30,2012-10-24 17:36:02+00:00,801000.0,0.24,0.24,0.23,4312000.0,7506000.0,7506000.0,7506000.0,37276000.0,77184000.0,3776000.0,,4196000.0,18755000.0,41052000.0,36132000.0,-562000.0,23752000.0,12380000.0,-562000.0,11818000.0,77184000.0,31097000.0,31097000.0,31097000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q2YTD,2011-01-01,2011-06-30,,1607000.0,0.36,0.36,0.34,7439000.0,11352000.0,11352000.0,11352000.0,75842000.0,150128000.0,7526000.0,,9584000.0,35754000.0,83368000.0,66760000.0,-1024000.0,46945000.0,19815000.0,-1024000.0,18791000.0,150128000.0,32005000.0,32005000.0,32005000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q2,2011-04-01,2011-06-30,2012-07-25 17:50:25+00:00,803000.0,0.18,0.18,0.17,3685000.0,5624000.0,5624000.0,5624000.0,38896000.0,76735000.0,3702000.0,,5035000.0,18466000.0,42598000.0,34137000.0,-524000.0,24304000.0,9833000.0,-524000.0,9309000.0,76735000.0,32005000.0,32005000.0,32005000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q1,2011-01-01,2011-03-31,2012-04-25 17:50:48+00:00,804000.0,0.18,0.18,0.17,3754000.0,5728000.0,5728000.0,5728000.0,36946000.0,73393000.0,3824000.0,,4549000.0,17288000.0,40770000.0,32623000.0,-500000.0,22641000.0,9982000.0,-500000.0,9482000.0,73393000.0,32086000.0,32086000.0,32086000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q4,2012-10-01,2012-12-31,,1093000.0,0.3,0.3,0.28,5659000.0,9376000.0,9376000.0,9376000.0,61998000.0,95368000.0,-11270000.0,,5365000.0,22763000.0,50728000.0,44640000.0,-384000.0,29221000.0,15419000.0,-384000.0,15035000.0,95368000.0,30327000.0,30327000.0,33000000.0
Tyler Technologies Inc,TYL,,860731,2012.0,FY,2012-01-01,2012-12-31,2015-02-18 11:58:43+00:00,4279000.0,1.09,1.09,1.0,20874000.0,32994000.0,32994000.0,32994000.0,195602000.0,363304000.0,,,20140000.0,86706000.0,195602000.0,167702000.0,-2709000.0,111125000.0,56577000.0,-2709000.0,53868000.0,363304000.0,30327000.0,30327000.0,33000000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q3YTD,2012-01-01,2012-09-30,,3186000.0,0.79,0.79,0.72,15215000.0,23618000.0,23618000.0,23618000.0,133604000.0,267936000.0,11270000.0,,14775000.0,63943000.0,144874000.0,123062000.0,-2325000.0,81904000.0,41158000.0,-2325000.0,38833000.0,267936000.0,30387000.0,30387000.0,32800000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q3TTM,2011-10-01,2012-09-30,,4109000.0,1.07,1.07,0.98,20020000.0,32317000.0,32317000.0,32317000.0,173415000.0,350015000.0,14518000.0,,17409000.0,85084000.0,187933000.0,162082000.0,-3143000.0,106602000.0,55480000.0,-3143000.0,52337000.0,350015000.0,30387000.0,30387000.0,32800000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q3,2012-07-01,2012-09-30,2013-10-23 21:15:48+00:00,1103000.0,0.36,0.36,0.33,6978000.0,10832000.0,10832000.0,10832000.0,45303000.0,93845000.0,3598000.0,,4273000.0,20909000.0,48901000.0,44944000.0,-849000.0,26285000.0,18659000.0,-849000.0,17810000.0,93845000.0,30387000.0,30387000.0,32800000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q2YTD,2012-01-01,2012-06-30,,2083000.0,0.43,0.43,0.39,8237000.0,12786000.0,12786000.0,12786000.0,88301000.0,174091000.0,7672000.0,,10502000.0,43034000.0,95973000.0,78118000.0,-1476000.0,55619000.0,22499000.0,-1476000.0,21023000.0,174091000.0,30171000.0,30171000.0,32300000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q2TTM,2011-07-01,2012-06-30,,3807000.0,0.95,0.95,0.88,17354000.0,28991000.0,28991000.0,28991000.0,165388000.0,333354000.0,14696000.0,,17332000.0,82930000.0,180084000.0,153270000.0,-2856000.0,104069000.0,49201000.0,-2856000.0,46345000.0,333354000.0,30171000.0,30171000.0,32300000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 17:42:53+00:00,1137000.0,0.24,0.24,0.22,4577000.0,7105000.0,7105000.0,7105000.0,46793000.0,91368000.0,3876000.0,,5408000.0,21699000.0,50669000.0,40699000.0,-773000.0,28244000.0,12455000.0,-773000.0,11682000.0,91368000.0,30171000.0,30171000.0,32300000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q1TTM,2011-04-01,2012-03-31,,3473000.0,0.89,0.89,0.83,16462000.0,27510000.0,27510000.0,27510000.0,157491000.0,318721000.0,14522000.0,,16959000.0,79697000.0,172013000.0,146708000.0,-2607000.0,100129000.0,46579000.0,-2607000.0,43972000.0,318721000.0,30015000.0,30015000.0,33400000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q1,2012-01-01,2012-03-31,2013-04-24 17:44:18+00:00,946000.0,0.19,0.19,0.17,3660000.0,5681000.0,5681000.0,5681000.0,41508000.0,82723000.0,3796000.0,,5094000.0,21335000.0,45304000.0,37419000.0,-703000.0,27375000.0,10044000.0,-703000.0,9341000.0,82723000.0,30015000.0,30015000.0,33400000.0
Tyler Technologies Inc,TYL,,860731,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 12:20:57+00:00,4517000.0,1.23,1.23,1.13,26718000.0,39101000.0,39101000.0,39101000.0,223440000.0,416643000.0,,-1309000.0,23269000.0,98289000.0,223440000.0,193203000.0,,126075000.0,67128000.0,-1309000.0,65819000.0,416643000.0,31891000.0,31891000.0,34600000.0
Tyler Technologies Inc,TYL,,860731,2013.0,Q4,2013-10-01,2013-12-31,,1129000.0,0.6,0.33,0.3,8550000.0,10512000.0,10512000.0,10512000.0,68545000.0,110735000.0,-10577000.0,-1309000.0,6095000.0,26091000.0,57968000.0,52767000.0,919000.0,33315000.0,19452000.0,-390000.0,19062000.0,110735000.0,31891000.0,31891000.0,34600000.0
