company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Allegion PLC,ALLE,,1579241,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:04:24+00:00,0.0,43800000.0,0.0,6900000.0,-12900000.0,0.0,,-317900000.0,-17500000.0,273700000.0,-4500000.0,-317900000.0,-17500000.0,269200000.0,-59300000.0,225800000.0,230000000.0,-4200000.0,12800000.0,0.0,0.0,-316800000.0,,-19600000.0,-1100000.0,0.0,,2100000.0
Allegion PLC,ALLE,,1579241,2013.0,Q3,2013-07-01,2013-09-30,,,11300000.0,,16600000.0,35700000.0,,-400000.0,-88000000.0,19300000.0,95700000.0,2700000.0,-88000000.0,19300000.0,98400000.0,46300000.0,-68000000.0,-67600000.0,-400000.0,116300000.0,,22600000.0,-85000000.0,,-3300000.0,-2600000.0,,,
Allegion PLC,ALLE,,1579241,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-30 06:08:10+00:00,0.0,34200000.0,,4900000.0,-31200000.0,,,-123900000.0,12400000.0,156700000.0,900000.0,-123900000.0,12400000.0,157600000.0,51000000.0,35500000.0,37400000.0,-1900000.0,116300000.0,,24400000.0,-118500000.0,,-12000000.0,-5400000.0,0.0,,
Allegion PLC,ALLE,,1579241,2013.0,Q2,2013-04-01,2013-06-30,,,11200000.0,,6500000.0,-14600000.0,,-1300000.0,-54100000.0,-2800000.0,60400000.0,-1600000.0,-54100000.0,-2800000.0,58800000.0,8400000.0,62300000.0,63800000.0,-1500000.0,,,600000.0,-52800000.0,,-3400000.0,,,,
Allegion PLC,ALLE,,1579241,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-30 17:04:19+00:00,0.0,22900000.0,,-11700000.0,-66900000.0,,400000.0,-35900000.0,-6900000.0,61000000.0,-1800000.0,-35900000.0,-6900000.0,59200000.0,4700000.0,103500000.0,105000000.0,-1500000.0,,,1800000.0,-33500000.0,,-8700000.0,-2800000.0,0.0,,
Allegion PLC,ALLE,,1579241,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:04:09+00:00,0.0,11700000.0,,-18200000.0,-52300000.0,,1700000.0,18200000.0,-4100000.0,600000.0,-200000.0,18200000.0,-4100000.0,400000.0,-3700000.0,41200000.0,41200000.0,,,,1200000.0,19300000.0,,-5300000.0,-2800000.0,,,
Allegion PLC,ALLE,,1579241,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-29 06:19:09+00:00,-23000000.0,36500000.0,,-6500000.0,-22900000.0,,15400000.0,-120600000.0,-20900000.0,174800000.0,-2800000.0,-120600000.0,-20900000.0,172000000.0,24000000.0,150400000.0,161200000.0,-10800000.0,0.0,,41900000.0,-22600000.0,,-39800000.0,-63100000.0,-50300000.0,,
Allegion PLC,ALLE,,1579241,2014.0,Q3,2014-07-01,2014-09-30,,,12100000.0,,-2500000.0,29200000.0,,800000.0,-34800000.0,-12700000.0,109400000.0,-1200000.0,-34800000.0,-12700000.0,108200000.0,58200000.0,66100000.0,68100000.0,-2000000.0,,,1100000.0,-7700000.0,,-13800000.0,-7900000.0,-20000000.0,,
Allegion PLC,ALLE,,1579241,2014.0,Q2,2014-04-01,2014-06-30,,-17700000.0,12200000.0,,-600000.0,-1500000.0,,2800000.0,-82400000.0,6100000.0,65400000.0,-700000.0,-82400000.0,6100000.0,64700000.0,-12200000.0,46700000.0,54700000.0,-8000000.0,,,40600000.0,-7700000.0,,-16800000.0,-47200000.0,-30300000.0,,
Allegion PLC,ALLE,,1579241,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-30 06:18:09+00:00,-23000000.0,24400000.0,,-4000000.0,-52100000.0,,14600000.0,-85800000.0,-8200000.0,65400000.0,-1600000.0,-85800000.0,-8200000.0,63800000.0,-34200000.0,84300000.0,93100000.0,-8800000.0,,,40800000.0,-14900000.0,,-26000000.0,-55200000.0,-30300000.0,,
