company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:59:07+00:00,-572200000.0,3600000.0,,,321500000.0,,-181900000.0,170800000.0,749400000.0,,-653700000.0,-1037800000.0,2065500000.0,-653700000.0,-1037800000.0,2065500000.0,374000000.0,1831000000.0,1831000000.0,91300000.0,141700000.0,,,-20000000.0,-10642200000.0,-400400000.0,,-1695600000.0,,10577000000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 15:59:07+00:00,0.0,-15200000.0,,,378300000.0,,-360000000.0,29700000.0,570400000.0,,-1208100000.0,-1073300000.0,2206900000.0,-1208100000.0,-1073300000.0,2206900000.0,-74500000.0,1384100000.0,1384100000.0,819700000.0,-2100000.0,,,-18400000.0,-12307900000.0,-446600000.0,,-1787700000.0,,11681200000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2008.0,Q4,2008-10-01,2008-12-31,,,-10200000.0,-701800000.0,-137100000.0,98400000.0,,9900000.0,900000.0,-266400000.0,,-422600000.0,283400000.0,454500000.0,-422600000.0,283400000.0,454500000.0,315300000.0,194700000.0,194700000.0,161700000.0,-23800000.0,,,-18400000.0,-2112600000.0,-142000000.0,,-114900000.0,,2538000000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 16:05:31+00:00,0.0,-5000000.0,701800000.0,137100000.0,279900000.0,,-369900000.0,28800000.0,836800000.0,,-785500000.0,-1356700000.0,1752400000.0,-785500000.0,-1356700000.0,1752400000.0,-389800000.0,1189400000.0,1189400000.0,658000000.0,21700000.0,,,,-10195300000.0,-304600000.0,,-1672800000.0,,9143200000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q4,2009-10-01,2009-12-31,,-69000000.0,-12400000.0,-522200000.0,-158000000.0,109200000.0,,393100000.0,4400000.0,266100000.0,,255700000.0,-1514700000.0,632500000.0,255700000.0,-1514700000.0,632500000.0,-626500000.0,165900000.0,165900000.0,-23300000.0,13400000.0,,,-17300000.0,-3657900000.0,-102600000.0,104900000.0,-115800000.0,,2314800000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:02:47+00:00,-75100000.0,-67000000.0,,,416000000.0,,502300000.0,14800000.0,266100000.0,,-464500000.0,-1999700000.0,2488300000.0,-464500000.0,-1999700000.0,2488300000.0,24100000.0,1276500000.0,1276500000.0,360500000.0,44900000.0,,,-17300000.0,-11592200000.0,-362000000.0,0.0,-773000000.0,,10029600000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-29 16:05:31+00:00,-6100000.0,-54600000.0,522200000.0,158000000.0,306800000.0,,109200000.0,10400000.0,0.0,,-720200000.0,-485000000.0,1855800000.0,-720200000.0,-485000000.0,1855800000.0,650600000.0,1110600000.0,1110600000.0,383800000.0,31500000.0,,,,-7934300000.0,-259400000.0,-104900000.0,-657200000.0,,7714800000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q3TTM,2008-10-01,2009-09-30,,-6100000.0,-64800000.0,-179600000.0,20900000.0,405200000.0,,119100000.0,11300000.0,-266400000.0,,-1142800000.0,-201600000.0,2310300000.0,-1142800000.0,-201600000.0,2310300000.0,965900000.0,1305300000.0,1305300000.0,545500000.0,7700000.0,,,-18400000.0,-10046900000.0,-401400000.0,-104900000.0,-772100000.0,,10252800000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q2,2009-04-01,2009-06-30,,-6100000.0,-19000000.0,387000000.0,86400000.0,103900000.0,,-255300000.0,-400000.0,,,-142500000.0,-497700000.0,-826300000.0,-142500000.0,-497700000.0,-826300000.0,-539800000.0,346600000.0,346600000.0,-1002500000.0,32400000.0,,926700000.0,,-2883000000.0,-79700000.0,94700000.0,-269200000.0,,2471100000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 16:06:13+00:00,0.0,-16500000.0,10900000.0,36800000.0,97000000.0,,-108900000.0,3700000.0,,,-373300000.0,114800000.0,826300000.0,-373300000.0,114800000.0,826300000.0,567800000.0,437800000.0,437800000.0,416900000.0,1600000.0,,,,-2287300000.0,-88600000.0,-114800000.0,-263800000.0,,2490700000.0
