company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 09:57:43+00:00,-103157000.0,7661000.0,38091000.0,21926000.0,42628000.0,,12807000.0,87413000.0,149500000.0,3207000.0,-299391000.0,387697000.0,3207000.0,-299391000.0,387697000.0,104320000.0,259711000.0,259711000.0,-9716000.0,56972000.0,,,-25134000.0,-138471000.0,-64163000.0,-52709000.0,-125422000.0,73000.0,6327000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,FY,2008-01-01,2008-12-31,2010-02-22 09:57:43+00:00,-119777000.0,9042000.0,66696000.0,34222000.0,47887000.0,,-24484000.0,-7620000.0,120011000.0,-229086000.0,-47804000.0,335981000.0,-229086000.0,-47804000.0,335981000.0,34607000.0,283270000.0,283270000.0,3402000.0,16636000.0,,,-26952000.0,-166208000.0,-76440000.0,-226147000.0,-112634000.0,314025000.0,596000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,Q4,2008-10-01,2008-12-31,,-73639000.0,2339000.0,66696000.0,34222000.0,11190000.0,,-16778000.0,41231000.0,1078000.0,-37969000.0,105395000.0,99138000.0,-37969000.0,105395000.0,99138000.0,149786000.0,70351000.0,70351000.0,-25973000.0,1071000.0,,,-6721000.0,-11640000.0,-21154000.0,-20534000.0,-12863000.0,211934000.0,-106000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,Q3,2008-07-01,2008-09-30,,-41532000.0,2340000.0,,,12754000.0,,-20502000.0,-5193000.0,37646000.0,-171169000.0,34604000.0,97818000.0,-171169000.0,34604000.0,97818000.0,-59249000.0,66065000.0,66065000.0,21852000.0,7816000.0,,,-6714000.0,-7134000.0,-18712000.0,-205613000.0,-4304000.0,102079000.0,-97000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 12:15:48+00:00,-46138000.0,6703000.0,,,36697000.0,,-7706000.0,-48851000.0,118933000.0,-191117000.0,-153199000.0,236843000.0,-191117000.0,-153199000.0,236843000.0,-115179000.0,212919000.0,212919000.0,29375000.0,15565000.0,,,-20231000.0,-154568000.0,-55286000.0,-205613000.0,-99771000.0,102091000.0,702000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-30 17:29:15+00:00,-4606000.0,4363000.0,0.0,0.0,23943000.0,,12796000.0,-43658000.0,81287000.0,-19948000.0,-187803000.0,139025000.0,-19948000.0,-187803000.0,139025000.0,-55930000.0,146854000.0,146854000.0,7523000.0,7749000.0,,,-13517000.0,-147434000.0,-36574000.0,0.0,-95467000.0,12000.0,799000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q4,2009-10-01,2009-12-31,,114000.0,1861000.0,76207000.0,23231000.0,13969000.0,,-9256000.0,40514000.0,86091000.0,18476000.0,-9365000.0,117125000.0,18476000.0,-9365000.0,117125000.0,116980000.0,76050000.0,76050000.0,-15269000.0,4539000.0,,,-7453000.0,,-13199000.0,-7236000.0,-57465000.0,3000.0,3717000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:38:19+00:00,-3000000.0,11088000.0,76207000.0,23231000.0,54087000.0,,8687000.0,20409000.0,86091000.0,-71420000.0,-53399000.0,362489000.0,-71420000.0,-53399000.0,362489000.0,246357000.0,274412000.0,274412000.0,2493000.0,16911000.0,0.0,,-29836000.0,0.0,-56481000.0,-65868000.0,-78718000.0,222000.0,5860000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-30 12:15:48+00:00,-3114000.0,9227000.0,,,40118000.0,,17943000.0,-20105000.0,0.0,-89896000.0,-44034000.0,245364000.0,-89896000.0,-44034000.0,245364000.0,129377000.0,198362000.0,198362000.0,17762000.0,12372000.0,,,-22383000.0,0.0,-43282000.0,-58632000.0,-21253000.0,219000.0,2143000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q3TTM,2008-10-01,2009-09-30,,-76753000.0,11566000.0,66696000.0,34222000.0,51308000.0,,1165000.0,21126000.0,1078000.0,-127865000.0,61361000.0,344502000.0,-127865000.0,61361000.0,344502000.0,279163000.0,268713000.0,268713000.0,-8211000.0,13443000.0,,,-29104000.0,-11640000.0,-64436000.0,-79166000.0,-34116000.0,212153000.0,2037000.0
