company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2008.0,FY,,2008-12-31,2010-02-25 18:25:59+00:00,766000000.0,1055000000.0,7882000000.0,-985000000.0,370000000.0,1100000000.0,,2200000000.0,,77000000.0,22000000.0,131000000.0,,763000000.0,20257000000.0,637000000.0,7142000000.0,76000000.0,337000000.0,12375000000.0,319000000.0,1761000000.0,899000000.0,,77000000.0,36000000.0,1823000000.0,0.0,130000000.0,3171000000.0,1513000000.0,84000000.0,320000000.0,3862000000.0,1375000000.0,1374000000.0,21405000000.0,5077000000.0,4383000000.0,4324000000.0,5077000000.0,5396000000.0,16009000000.0,21405000000.0,4647000000.0,11685000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,FY,,2009-12-31,2011-02-25 21:53:44+00:00,619000000.0,1003000000.0,8211000000.0,-537000000.0,416000000.0,801000000.0,,2284000000.0,,92000000.0,356000000.0,135000000.0,,806000000.0,21385000000.0,615000000.0,7143000000.0,65000000.0,357000000.0,13174000000.0,319000000.0,2153000000.0,1283000000.0,,59000000.0,41000000.0,2229000000.0,127000000.0,112000000.0,2753000000.0,1173000000.0,102000000.0,105000000.0,3749000000.0,639000000.0,2157000000.0,22165000000.0,5496000000.0,4752000000.0,4182000000.0,5496000000.0,5815000000.0,16350000000.0,22165000000.0,4239000000.0,12168000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q3,,2009-09-30,2009-10-30 11:48:28+00:00,567000000.0,915000000.0,8111000000.0,-376000000.0,398000000.0,696000000.0,,2268000000.0,,89000000.0,348000000.0,135000000.0,,805000000.0,20988000000.0,622000000.0,7250000000.0,57000000.0,361000000.0,12877000000.0,319000000.0,2203000000.0,839000000.0,,186000000.0,33000000.0,1894000000.0,175000000.0,140000000.0,3284000000.0,1524000000.0,97000000.0,151000000.0,3726000000.0,620000000.0,1685000000.0,21944000000.0,5618000000.0,4299000000.0,3793000000.0,5618000000.0,5937000000.0,16007000000.0,21944000000.0,4768000000.0,12214000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2010.0,Q3,,2010-09-30,2010-10-29 15:00:34+00:00,733000000.0,1052000000.0,8310000000.0,-160000000.0,326000000.0,4853000000.0,,4587000000.0,,135000000.0,525000000.0,173000000.0,,756000000.0,21221000000.0,601000000.0,8839000000.0,45000000.0,338000000.0,12911000000.0,268000000.0,2468000000.0,780000000.0,,57000000.0,73000000.0,2430000000.0,387000000.0,168000000.0,3223000000.0,1378000000.0,149000000.0,32000000.0,3897000000.0,181000000.0,2251000000.0,26728000000.0,8324000000.0,9192000000.0,4345000000.0,8324000000.0,8592000000.0,18136000000.0,26728000000.0,4625000000.0,13791000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2010.0,Q2,,2010-06-30,2010-09-01 13:11:57+00:00,730000000.0,1152000000.0,8245000000.0,-439000000.0,427000000.0,4505000000.0,,4558000000.0,,76000000.0,454000000.0,137000000.0,,721000000.0,21293000000.0,602000000.0,8711000000.0,62000000.0,378000000.0,13048000000.0,268000000.0,2320000000.0,781000000.0,,54000000.0,94000000.0,2224000000.0,12000000.0,108000000.0,2881000000.0,1274000000.0,256000000.0,30000000.0,3818000000.0,466000000.0,2118000000.0,25913000000.0,7937000000.0,8599000000.0,4195000000.0,7937000000.0,8205000000.0,17708000000.0,25913000000.0,4266000000.0,13513000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2010.0,Q1,,2010-03-31,2010-05-06 08:18:31+00:00,796000000.0,1279000000.0,8256000000.0,-288000000.0,422000000.0,1724000000.0,,2314000000.0,,172000000.0,707000000.0,137000000.0,,754000000.0,21314000000.0,608000000.0,7652000000.0,65000000.0,339000000.0,13058000000.0,319000000.0,2313000000.0,1104000000.0,,56000000.0,44000000.0,3262000000.0,0.0,129000000.0,3229000000.0,1441000000.0,195000000.0,236000000.0,3866000000.0,589000000.0,3348000000.0,24935000000.0,5892000000.0,7221000000.0,5792000000.0,5892000000.0,6211000000.0,18724000000.0,24935000000.0,4656000000.0,12932000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2011.0,FY,,2011-12-31,2013-02-28 17:21:55+00:00,1150000000.0,1566000000.0,9210000000.0,-788000000.0,1494000000.0,1202000000.0,0.0,6819000000.0,,65000000.0,,207000000.0,,4114000000.0,36476000000.0,1065000000.0,17993000000.0,78000000.0,654000000.0,27266000000.0,268000000.0,3611000000.0,1313000000.0,,91000000.0,37000000.0,2968000000.0,,287000000.0,3699000000.0,1886000000.0,160000000.0,152000000.0,4797000000.0,578000000.0,2564000000.0,42648000000.0,10828000000.0,6426000000.0,5255000000.0,10828000000.0,11096000000.0,31552000000.0,42648000000.0,8956000000.0,26297000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2011.0,Q2,,2011-06-30,2011-08-08 14:37:31+00:00,1246000000.0,1420000000.0,8825000000.0,-435000000.0,1514000000.0,1269000000.0,,6780000000.0,,110000000.0,,207000000.0,,4190000000.0,35433000000.0,1078000000.0,17532000000.0,78000000.0,647000000.0,26608000000.0,268000000.0,3696000000.0,1015000000.0,,72000000.0,102000000.0,1922000000.0,0.0,175000000.0,3219000000.0,1268000000.0,344000000.0,43000000.0,4306000000.0,933000000.0,1467000000.0,40537000000.0,10651000000.0,5364000000.0,4593000000.0,10651000000.0,10919000000.0,29618000000.0,40537000000.0,8565000000.0,25025000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2011.0,Q1,,2011-03-31,2011-05-06 08:26:48+00:00,941000000.0,1327000000.0,8655000000.0,-424000000.0,1474000000.0,1245000000.0,,4642000000.0,,140000000.0,143000000.0,174000000.0,,1792000000.0,29837000000.0,963000000.0,12247000000.0,76000000.0,621000000.0,21182000000.0,268000000.0,3090000000.0,1094000000.0,,68000000.0,145000000.0,1897000000.0,0.0,224000000.0,2981000000.0,1136000000.0,523000000.0,33000000.0,4312000000.0,1383000000.0,1785000000.0,32741000000.0,8530000000.0,5747000000.0,4902000000.0,8530000000.0,8798000000.0,23943000000.0,32741000000.0,5812000000.0,19041000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2012.0,FY,,2012-12-31,2014-02-24 15:42:54+00:00,1252000000.0,1602000000.0,10106000000.0,-1940000000.0,1546000000.0,901000000.0,0.0,6942000000.0,30000000.0,90000000.0,,210000000.0,,4158000000.0,40138000000.0,925000000.0,18725000000.0,47000000.0,673000000.0,30032000000.0,18000000.0,3715000000.0,2076000000.0,,79000000.0,38000000.0,2345000000.0,,325000000.0,3404000000.0,1449000000.0,166000000.0,54000000.0,5478000000.0,1403000000.0,1525000000.0,43634000000.0,10480000000.0,5068000000.0,5625000000.0,10480000000.0,10498000000.0,33136000000.0,43634000000.0,8534000000.0,27511000000.0
