company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 18:25:59+00:00,310000000.0,3.37,3.37,1.22,442000000.0,3.34,259000000.0,1315000000.0,1022000000.0,293000000.0,1288000000.0,27000000.0,1626000000.0,5652000000.0,,,1663000000.0,,97000000.0,762000000.0,810000000.0,,,,3289000000.0,3173000000.0,472000000.0,-3000000.0,1514000000.0,1659000000.0,-378000000.0,1281000000.0,6462000000.0,382200000.0,380563000.0,383492000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 21:53:44+00:00,293000000.0,2.48,2.48,1.34,444000000.0,2.47,396000000.0,950000000.0,877000000.0,73000000.0,930000000.0,20000000.0,3234000000.0,7459000000.0,,,1702000000.0,,53000000.0,481000000.0,398000000.0,,,,4936000000.0,2921000000.0,447000000.0,-36000000.0,1218000000.0,1703000000.0,-430000000.0,1273000000.0,7857000000.0,375000000.0,373626000.0,374901000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 11:48:28+00:00,73000000.0,0.54,0.54,0.335,117000000.0,0.54,57000000.0,208000000.0,210000000.0,-2000000.0,203000000.0,5000000.0,1825000000.0,2955000000.0,,,438000000.0,,8000000.0,134000000.0,16000000.0,,,,2263000000.0,708000000.0,119000000.0,-6000000.0,324000000.0,384000000.0,-117000000.0,267000000.0,2971000000.0,375900000.0,374290000.0,375096000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q4,2009-10-01,2009-12-31,,-227000000.0,-0.67,-0.67,-1.04,-339000000.0,-0.67,-92000000.0,-269000000.0,-323000000.0,54000000.0,-254000000.0,-15000000.0,-2996000000.0,-5474000000.0,,,-1250000000.0,,-38000000.0,-298000000.0,-323000000.0,,,,-4246000000.0,-1551000000.0,-292000000.0,18000000.0,-864000000.0,-687000000.0,272000000.0,-415000000.0,-5797000000.0,,,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q3YTD,2009-01-01,2009-09-30,,227000000.0,0.67,0.67,1.04,339000000.0,0.67,92000000.0,269000000.0,323000000.0,-54000000.0,254000000.0,15000000.0,2996000000.0,5474000000.0,,,1250000000.0,,38000000.0,298000000.0,323000000.0,,,,4246000000.0,1551000000.0,292000000.0,-18000000.0,864000000.0,687000000.0,-272000000.0,415000000.0,5797000000.0,400000000.0,376384000.0,376716000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 15:00:34+00:00,73000000.0,0.05,0.05,0.345,116000000.0,0.05,25000000.0,26000000.0,51000000.0,-25000000.0,20000000.0,6000000.0,928000000.0,1658000000.0,,,385000000.0,,9000000.0,109000000.0,124000000.0,,,,1313000000.0,469000000.0,104000000.0,,298000000.0,171000000.0,-95000000.0,76000000.0,1782000000.0,400000000.0,376384000.0,376716000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q2YTD,2009-01-01,2009-06-30,,154000000.0,0.62,0.62,0.69,223000000.0,0.62,67000000.0,243000000.0,272000000.0,-29000000.0,234000000.0,9000000.0,2068000000.0,3816000000.0,,,865000000.0,,29000000.0,189000000.0,199000000.0,,,,2933000000.0,1082000000.0,188000000.0,-18000000.0,566000000.0,516000000.0,-177000000.0,339000000.0,4015000000.0,350000000.0,375881000.0,376206000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q2,2009-04-01,2009-06-30,2010-09-01 13:11:57+00:00,70000000.0,-0.02,-0.02,0.345,114000000.0,-0.02,-31000000.0,-3000000.0,29000000.0,-32000000.0,-7000000.0,4000000.0,864000000.0,1559000000.0,,,421000000.0,,-6000000.0,98000000.0,112000000.0,,,,1285000000.0,386000000.0,99000000.0,-1000000.0,282000000.0,104000000.0,-106000000.0,-2000000.0,1671000000.0,350000000.0,375881000.0,376206000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 08:18:31+00:00,84000000.0,0.64,0.64,0.345,109000000.0,0.64,98000000.0,246000000.0,243000000.0,3000000.0,241000000.0,5000000.0,1204000000.0,2257000000.0,,,444000000.0,,35000000.0,91000000.0,87000000.0,,,,1648000000.0,696000000.0,89000000.0,-17000000.0,284000000.0,412000000.0,-71000000.0,341000000.0,2344000000.0,376600000.0,375112000.0,375409000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2010.0,Q4,2010-10-01,2010-12-31,,,0.78,0.78,0.35,180000000.0,0.78,111000000.0,306000000.0,338000000.0,-32000000.0,567000000.0,4000000.0,290000000.0,1117000000.0,,-261000000.0,584000000.0,7000000.0,-19000000.0,-838000000.0,124000000.0,,-4000000.0,383000000.0,874000000.0,367000000.0,180000000.0,-1000000.0,-275000000.0,642000000.0,-200000000.0,442000000.0,1241000000.0,432300000.0,431345000.0,431569000.0
