company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2008.0,FY,2007-07-01,2008-06-30,2010-09-02 16:03:59+00:00,-4700000.0,116000000.0,239800000.0,220000000.0,49100000.0,,-158400000.0,227900000.0,300300000.0,-788300000.0,20600000.0,1003900000.0,-14900000.0,-747000000.0,537800000.0,-803200000.0,-726400000.0,1541700000.0,12100000.0,1300600000.0,847200000.0,453400000.0,95100000.0,42100000.0,,,-173100000.0,,-155800000.0,-3900000.0,-1181600000.0,132000000.0,
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,Q4,2009-04-01,2009-06-30,,-128600000.0,429300000.0,201800000.0,57000000.0,136200000.0,,451500000.0,500000.0,-24500000.0,-71300000.0,-216100000.0,746700000.0,,-57800000.0,-151700000.0,-71300000.0,-273900000.0,595000000.0,249800000.0,273200000.0,202000000.0,71200000.0,36200000.0,-2700000.0,18500000.0,,-50300000.0,,-229600000.0,5700000.0,,,-12600000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,FY,2008-07-01,2009-06-30,2011-08-26 08:14:14+00:00,-128600000.0,429300000.0,201800000.0,225800000.0,136200000.0,,-208000000.0,39200000.0,0.0,-465500000.0,-413600000.0,951200000.0,-2700000.0,-129300000.0,472700000.0,-468200000.0,-542900000.0,1423900000.0,412800000.0,1151600000.0,758200000.0,393400000.0,175200000.0,-2900000.0,,,-200400000.0,0.0,-421200000.0,-301400000.0,0.0,0.0,
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,Q3,2009-01-01,2009-03-31,,,,,52700000.0,,,386700000.0,18000000.0,-98000000.0,-135200000.0,-73100000.0,710900000.0,-400000.0,-19800000.0,-93200000.0,-135600000.0,-92900000.0,617700000.0,389200000.0,312800000.0,215000000.0,97800000.0,56500000.0,-2500000.0,-12300000.0,,-50100000.0,,-61100000.0,-2600000.0,,,300000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,Q3YTD,2008-07-01,2009-03-31,2010-05-06 08:00:49+00:00,,,,168800000.0,,,-659500000.0,38700000.0,24500000.0,-394200000.0,-197500000.0,204500000.0,-2700000.0,-71500000.0,624400000.0,-396900000.0,-269000000.0,828900000.0,163000000.0,878400000.0,556200000.0,322200000.0,139000000.0,-200000.0,-18500000.0,,-150100000.0,,-191600000.0,-307100000.0,0.0,0.0,12600000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,Q2,2008-10-01,2008-12-31,,,,,68700000.0,,,-297600000.0,2800000.0,113200000.0,-89100000.0,-61500000.0,-14400000.0,-700000.0,-19900000.0,380800000.0,-89800000.0,-81400000.0,366400000.0,195200000.0,316500000.0,169000000.0,147500000.0,45500000.0,-1000000.0,,,-50300000.0,,-73100000.0,-153800000.0,,,11600000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,Q2YTD,2008-07-01,2008-12-31,2010-02-05 16:00:50+00:00,,,,116100000.0,,,-1046200000.0,20700000.0,122500000.0,-259000000.0,-124400000.0,-506400000.0,-2300000.0,-51700000.0,717600000.0,-261300000.0,-176100000.0,211200000.0,-226200000.0,565600000.0,341200000.0,224400000.0,82500000.0,2300000.0,-6200000.0,,-100000000.0,,-130500000.0,-304500000.0,0.0,0.0,12300000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2009.0,Q1,2008-07-01,2008-09-30,2009-11-09 15:58:50+00:00,,,,47400000.0,,,-748600000.0,17900000.0,9300000.0,-169900000.0,-62900000.0,-492000000.0,-1600000.0,-31800000.0,336800000.0,-171500000.0,-94700000.0,-155200000.0,-421400000.0,249100000.0,172200000.0,76900000.0,37000000.0,3300000.0,-6200000.0,,-49700000.0,,-57400000.0,-150700000.0,,,700000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q4,2010-04-01,2010-06-30,,-12800000.0,514000000.0,158000000.0,59600000.0,158000000.0,,57600000.0,-24500000.0,,-228900000.0,21500000.0,325000000.0,200000.0,-100000.0,-900000.0,-228700000.0,21400000.0,324100000.0,116800000.0,223300000.0,193800000.0,29500000.0,14000000.0,38800000.0,,,-62800000.0,,-118200000.0,-400000.0,-180000000.0,300000.0,-5800000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,FY,2009-07-01,2010-06-30,2012-08-22 07:54:24+00:00,-32000000.0,514000000.0,158000000.0,254000000.0,158000000.0,,995000000.0,,0.0,-2011000000.0,137000000.0,1987000000.0,1284000000.0,-10000000.0,147000000.0,-727000000.0,127000000.0,2134000000.0,1534000000.0,642000000.0,587000000.0,55000000.0,151000000.0,24000000.0,,,-253000000.0,0.0,-260000000.0,-1552000000.0,-230000000.0,271000000.0,
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q3TTM,2009-04-01,2010-03-31,,-147800000.0,429300000.0,201800000.0,251400000.0,136200000.0,,1388900000.0,25000000.0,-24500000.0,-1853400000.0,-100600000.0,2408700000.0,1283800000.0,-67700000.0,-3800000.0,-569600000.0,-168300000.0,2404900000.0,1667000000.0,691900000.0,595200000.0,96700000.0,173200000.0,-17500000.0,18500000.0,,-240500000.0,,-371400000.0,-1545900000.0,-50000000.0,270700000.0,-6800000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q3,2010-01-01,2010-03-31,,12800000.0,,,68600000.0,,,555200000.0,-3400000.0,,-75400000.0,88100000.0,878200000.0,,,1100000.0,-75400000.0,88100000.0,879300000.0,892000000.0,222400000.0,224800000.0,-2400000.0,29600000.0,-8700000.0,,,-63000000.0,,-61900000.0,-300000.0,,135700000.0,1500000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q3YTD,2009-07-01,2010-03-31,2011-05-06 08:08:48+00:00,-19200000.0,,,194400000.0,,,937400000.0,24500000.0,0.0,-1782100000.0,115500000.0,1662000000.0,1283800000.0,-9900000.0,147900000.0,-498300000.0,105600000.0,1809900000.0,1417200000.0,418700000.0,393200000.0,25500000.0,137000000.0,-14800000.0,,,-190200000.0,0.0,-141800000.0,-1551600000.0,-50000000.0,270700000.0,5800000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q2TTM,2009-01-01,2009-12-31,,-160600000.0,429300000.0,201800000.0,235500000.0,136200000.0,,1220400000.0,46400000.0,-122500000.0,-1913200000.0,-261800000.0,2241400000.0,1283400000.0,-87500000.0,-98100000.0,-629800000.0,-349300000.0,2143300000.0,1164200000.0,782300000.0,585400000.0,196900000.0,200100000.0,-11300000.0,6200000.0,,-227600000.0,,-370600000.0,-1548200000.0,-50000000.0,135000000.0,-8000000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q2,2009-10-01,2009-12-31,,,,,59500000.0,,,222900000.0,-2200000.0,,-454200000.0,91600000.0,522200000.0,,,2400000.0,-454200000.0,91600000.0,524600000.0,162000000.0,234500000.0,230200000.0,4300000.0,9600000.0,11500000.0,,,-63000000.0,,-42900000.0,-350500000.0,-50000000.0,135000000.0,-500000.0
Cardinal Health Inc,CAH,CCU46N3GJMF4OK4N7U60,721371,2010.0,Q2YTD,2009-07-01,2009-12-31,2011-02-08 08:33:09+00:00,-32000000.0,,,125800000.0,,,382200000.0,27900000.0,0.0,-1706700000.0,27400000.0,783800000.0,1283800000.0,-9900000.0,146800000.0,-422900000.0,17500000.0,930600000.0,525200000.0,196300000.0,168400000.0,27900000.0,107400000.0,-6100000.0,,,-127200000.0,0.0,-79900000.0,-1551300000.0,-50000000.0,135000000.0,4300000.0
