company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TechnipFMC PLC,FTI,,1681459,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 13:31:32+00:00,,2.31,,2.26,134500000.0,303900000.0,261700000.0,42200000.0,302800000.0,1100000.0,2921900000.0,3648900000.0,29900000.0,,,40800000.0,,310600000.0,2921900000.0,727000000.0,16100000.0,6800000.0,351400000.0,375600000.0,20600000.0,396200000.0,3648900000.0,,131300000.0,133800000.0
TechnipFMC PLC,FTI,,1681459,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 10:12:08+00:00,,2.83,,2.78,152000000.0,362700000.0,354300000.0,8400000.0,361300000.0,1400000.0,3623100000.0,4550900000.0,-23000000.0,,,45300000.0,,351700000.0,3623100000.0,927800000.0,8100000.0,6600000.0,397000000.0,530800000.0,-24500000.0,506300000.0,4550900000.0,,127800000.0,129700000.0
TechnipFMC PLC,FTI,,1681459,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 10:12:27+00:00,,0.65,,0.64,45100000.0,83100000.0,92800000.0,-9700000.0,82700000.0,400000.0,888200000.0,1127600000.0,-6200000.0,,,12200000.0,,82200000.0,888200000.0,239400000.0,900000.0,,94400000.0,145000000.0,-7100000.0,137900000.0,1127600000.0,,127000000.0,129000000.0
TechnipFMC PLC,FTI,,1681459,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 11:34:46+00:00,,0.82,,0.81,40000000.0,106300000.0,98700000.0,7600000.0,105800000.0,500000.0,934300000.0,1178100000.0,500000.0,,,10800000.0,,94900000.0,934300000.0,243800000.0,-100000.0,,105700000.0,138100000.0,600000.0,138700000.0,1178100000.0,,128400000.0,130400000.0
TechnipFMC PLC,FTI,,1681459,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 12:50:58+00:00,,1.46,,1.44,155100000.0,363300000.0,362800000.0,500000.0,361800000.0,1500000.0,3434500000.0,4405400000.0,-2700000.0,,,51300000.0,,389500000.0,3434500000.0,970900000.0,11900000.0,2400000.0,440800000.0,530100000.0,-12200000.0,517900000.0,4405400000.0,,248500000.0,251400000.0
TechnipFMC PLC,FTI,,1681459,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 12:56:19+00:00,,0.74,,0.73,41600000.0,92200000.0,91800000.0,400000.0,91600000.0,600000.0,835700000.0,1088400000.0,-5700000.0,,,13100000.0,,98400000.0,835700000.0,252700000.0,2100000.0,,111500000.0,141200000.0,-7800000.0,133400000.0,1088400000.0,,123300000.0,124700000.0
TechnipFMC PLC,FTI,,1681459,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 11:48:56+00:00,,0.86,,0.84,45500000.0,106800000.0,106700000.0,100000.0,106000000.0,800000.0,856200000.0,1103800000.0,9400000.0,,,10700000.0,,91800000.0,856200000.0,247600000.0,2300000.0,,102500000.0,145100000.0,7100000.0,152200000.0,1103800000.0,,123800000.0,125500000.0
TechnipFMC PLC,FTI,,1681459,2010.0,Q4,2010-10-01,2010-12-31,,,0.42,,0.41,32800000.0,100300000.0,101000000.0,-700000.0,99300000.0,1000000.0,828400000.0,1102800000.0,-300000.0,,,18900000.0,,119100000.0,828400000.0,274400000.0,8800000.0,6500000.0,138000000.0,136400000.0,-2600000.0,133800000.0,1102800000.0,,243000000.0,245300000.0
TechnipFMC PLC,FTI,,1681459,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 15:35:20+00:00,,1.55,,1.53,159600000.0,377900000.0,378300000.0,-400000.0,375500000.0,2400000.0,3074000000.0,4125600000.0,-4900000.0,,,68000000.0,,432000000.0,3074000000.0,1051600000.0,11100000.0,2300000.0,500000000.0,551600000.0,-13700000.0,537900000.0,4125600000.0,,243000000.0,245300000.0
TechnipFMC PLC,FTI,,1681459,2010.0,Q3YTD,2010-01-01,2010-09-30,,,1.13,,1.12,126800000.0,277600000.0,277300000.0,300000.0,276200000.0,1400000.0,2245600000.0,3022800000.0,-4600000.0,,,49100000.0,,312900000.0,2245600000.0,777200000.0,2300000.0,-4200000.0,362000000.0,415200000.0,-11100000.0,404100000.0,3022800000.0,,241500000.0,243600000.0
