company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2010.0,FY,2009-04-01,2010-03-31,2012-06-04 15:34:33+00:00,1469000.0,-0.52,-0.52,-0.52,671000.0,-19024000.0,-19024000.0,-19024000.0,22529000.0,85713000.0,-39000.0,25954000.0,60837000.0,22529000.0,63184000.0,6762000.0,88260000.0,-25076000.0,6723000.0,-18353000.0,85713000.0,36600000.0,36875000.0,36875000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,Q4,2011-01-01,2011-03-31,,361000.0,-0.16,-0.05,-0.05,243000.0,-1772000.0,-1772000.0,-1772000.0,5848000.0,28529000.0,-126000.0,6843000.0,16888000.0,5848000.0,22681000.0,8000.0,24092000.0,-1411000.0,-118000.0,-1529000.0,28529000.0,36700000.0,37167000.0,37167000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,FY,2010-04-01,2011-03-31,2013-05-28 16:33:09+00:00,1395000.0,-0.32,-0.32,-0.32,892000.0,-11755000.0,-11755000.0,-11755000.0,21977000.0,101151000.0,-143000.0,26677000.0,62287000.0,21977000.0,79174000.0,465000.0,90359000.0,-11185000.0,322000.0,-10863000.0,101151000.0,36700000.0,37167000.0,37167000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,Q3YTD,2010-04-01,2010-12-31,,1034000.0,-0.16,-0.27,-0.27,649000.0,-9983000.0,-9983000.0,-9983000.0,16129000.0,72622000.0,-17000.0,19834000.0,45399000.0,16129000.0,56493000.0,457000.0,66267000.0,-9774000.0,440000.0,-9334000.0,72622000.0,,37195000.0,37195000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,Q3,2010-10-01,2010-12-31,2012-02-08 16:05:47+00:00,295000.0,,-0.02,-0.02,164000.0,-802000.0,-802000.0,-802000.0,5437000.0,27244000.0,30000.0,6592000.0,15592000.0,5437000.0,21807000.0,4000.0,22479000.0,-672000.0,34000.0,-638000.0,27244000.0,,37195000.0,37195000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,Q2YTD,2010-04-01,2010-09-30,,739000.0,-0.16,-0.25,-0.25,485000.0,-9181000.0,-9181000.0,-9181000.0,10692000.0,45378000.0,-47000.0,13242000.0,29807000.0,10692000.0,34686000.0,453000.0,43788000.0,-9102000.0,406000.0,-8696000.0,45378000.0,,37156000.0,37156000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,Q2,2010-07-01,2010-09-30,2011-11-07 16:58:31+00:00,372000.0,,-0.09,-0.09,242000.0,-3201000.0,-3201000.0,-3201000.0,5408000.0,23376000.0,-128000.0,6589000.0,14054000.0,5408000.0,17968000.0,216000.0,21015000.0,-3047000.0,88000.0,-2959000.0,23376000.0,,37156000.0,37156000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,Q1,2010-04-01,2010-06-30,2011-08-05 16:52:32+00:00,367000.0,-0.16,-0.16,-0.16,243000.0,-5980000.0,-5980000.0,-5980000.0,5284000.0,22002000.0,81000.0,6653000.0,15753000.0,5284000.0,16718000.0,237000.0,22773000.0,-6055000.0,318000.0,-5737000.0,22002000.0,37086000.0,37400000.0,37400000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q4,2012-01-01,2012-03-31,,352000.0,0.06,0.06,0.07,361000.0,2567000.0,2567000.0,2567000.0,6786000.0,37344000.0,-15000.0,7236000.0,20028000.0,6786000.0,30558000.0,1000.0,27616000.0,2942000.0,-14000.0,2928000.0,37344000.0,37400000.0,38374000.0,40172000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,FY,2011-04-01,2012-03-31,2014-05-28 15:17:02+00:00,1478000.0,0.04,0.04,0.04,1048000.0,1495000.0,1495000.0,1495000.0,24507000.0,126375000.0,9000.0,27159000.0,71711000.0,24507000.0,101868000.0,1014000.0,100348000.0,1520000.0,1023000.0,2543000.0,126375000.0,37400000.0,38374000.0,40172000.0
