company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2011.0,FY,,2011-03-31,2012-06-04 15:34:33+00:00,6283000.0,15376000.0,14078000.0,745000.0,,5831000.0,0.0,379595000.0,1982000.0,,38946000.0,1632000.0,,7505000.0,6273000.0,,4010000.0,,,492000.0,1544000.0,-274770000.0,,54481000.0,131588000.0,104743000.0,84737000.0,22343000.0,104743000.0,104743000.0,26845000.0,131588000.0,40578000.0,4502000.0,0.0,-827000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,FY,,2012-03-31,2013-05-28 16:33:09+00:00,6910000.0,20458000.0,12480000.0,-1765000.0,,5990000.0,0.0,402164000.0,3025000.0,,36846000.0,,,11142000.0,6378000.0,,4799000.0,,148000.0,400000.0,1716000.0,-273275000.0,,71233000.0,153911000.0,126297000.0,110539000.0,22415000.0,126297000.0,126297000.0,27614000.0,153911000.0,36994000.0,5199000.0,0.0,-827000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q3,,2011-12-31,2012-02-08 16:05:47+00:00,5206000.0,17303000.0,10768000.0,-3036000.0,,5092000.0,0.0,397483000.0,1886000.0,,35772000.0,459000.0,,9688000.0,6413000.0,,4565000.0,,,423000.0,1417000.0,-275842000.0,,64482000.0,140626000.0,117778000.0,97982000.0,17860000.0,117778000.0,117778000.0,22848000.0,140626000.0,36231000.0,4988000.0,0.0,-827000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q2,,2011-09-30,2011-11-07 16:58:31+00:00,4457000.0,15490000.0,9158000.0,-829000.0,,5338000.0,0.0,391818000.0,1819000.0,,37562000.0,847000.0,,9211000.0,6273000.0,,4332000.0,,,445000.0,1407000.0,-278763000.0,,55482000.0,131610000.0,111399000.0,86928000.0,15434000.0,111399000.0,111399000.0,20211000.0,131610000.0,38409000.0,4777000.0,0.0,-827000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2012.0,Q1,,2011-06-30,2011-08-05 16:52:32+00:00,4964000.0,14541000.0,8700000.0,1772000.0,,4151000.0,0.0,389602000.0,1715000.0,,39752000.0,1279000.0,,8879000.0,6214000.0,,4106000.0,,,469000.0,1339000.0,-279364000.0,,54982000.0,131137000.0,111183000.0,83892000.0,15379000.0,111183000.0,111183000.0,19954000.0,131137000.0,41031000.0,4575000.0,0.0,-827000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,FY,,2013-03-31,2014-05-28 15:17:02+00:00,7696000.0,22946000.0,15162000.0,-3737000.0,,9451000.0,0.0,415207000.0,4198000.0,,35410000.0,,11406000.0,14930000.0,6549000.0,,5554000.0,,29000.0,309000.0,2022000.0,-258261000.0,,67256000.0,169999000.0,137080000.0,116605000.0,27056000.0,137080000.0,137080000.0,32919000.0,169999000.0,46845000.0,5863000.0,0.0,-16129000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q3,,2012-12-31,2013-02-06 10:43:54+00:00,6306000.0,19915000.0,13883000.0,-2345000.0,,10757000.0,0.0,412112000.0,3100000.0,,36506000.0,,,14988000.0,6472000.0,,5344000.0,,29000.0,331000.0,1357000.0,-262003000.0,,74985000.0,165009000.0,136045000.0,122002000.0,23289000.0,136045000.0,136045000.0,28964000.0,165009000.0,36535000.0,5675000.0,0.0,-11719000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q2,,2012-09-30,2012-11-05 16:26:46+00:00,5211000.0,18801000.0,11596000.0,-3492000.0,,4497000.0,0.0,409916000.0,2896000.0,,35512000.0,,,14461000.0,6268000.0,,5117000.0,,32000.0,354000.0,1791000.0,-264687000.0,,84484000.0,165846000.0,140672000.0,124034000.0,19703000.0,140672000.0,140672000.0,25174000.0,165846000.0,35544000.0,5471000.0,0.0,-1065000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2013.0,Q1,,2012-06-30,2012-08-06 16:05:42+00:00,6294000.0,18343000.0,10134000.0,-4342000.0,,3989000.0,0.0,406083000.0,2687000.0,,34741000.0,,,12477000.0,6337000.0,,4890000.0,,33000.0,377000.0,1749000.0,-270156000.0,,77233000.0,154902000.0,130520000.0,113791000.0,19115000.0,130520000.0,130520000.0,24382000.0,154902000.0,34774000.0,5267000.0,0.0,-1065000.0
Abiomed Inc,ABMD,5493001EZN4ZTB4Z5887,815094,2014.0,FY,,2014-03-31,2015-05-28 17:05:36+00:00,7746000.0,24357000.0,17899000.0,-730000.0,,20916000.0,0.0,436547000.0,4766000.0,,37990000.0,,41761000.0,13948000.0,6889000.0,,6415000.0,,801000.0,228000.0,3082000.0,-250910000.0,,55663000.0,205407000.0,168353000.0,117966000.0,30411000.0,168353000.0,168353000.0,37054000.0,205407000.0,80552000.0,6643000.0,0.0,-16554000.0
