company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2008.0,FY,,2008-12-31,2010-02-10 16:37:06+00:00,5685000000.0,3644000000.0,-52000000.0,7426000000.0,,50000000.0,1133000000.0,424000000.0,20088000000.0,2329000000.0,11338000000.0,13366000000.0,2181000000.0,,,2199000000.0,11487000000.0,2861000000.0,3936000000.0,514000000.0,,20782000000.0,1456000000.0,783000000.0,55815000000.0,20780000000.0,14990000000.0,19761000000.0,20780000000.0,20780000000.0,35035000000.0,55815000000.0,38644000000.0,15274000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2009.0,FY,,2009-12-31,2011-02-10 16:04:42+00:00,6283000000.0,3792000000.0,253000000.0,9800000000.0,,11000000.0,1217000000.0,448000000.0,20727000000.0,2381000000.0,9009000000.0,13311000000.0,,,1942000000.0,2383000000.0,12499000000.0,4426000000.0,2325000000.0,538000000.0,,23342000000.0,2164000000.0,1239000000.0,59045000000.0,23606000000.0,18200000000.0,22163000000.0,23606000000.0,23606000000.0,35439000000.0,59045000000.0,40845000000.0,13276000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2009.0,Q3,,2009-09-30,2009-11-03 16:14:24+00:00,6057000000.0,3574000000.0,329000000.0,9535000000.0,,93000000.0,1051000000.0,415000000.0,20362000000.0,2330000000.0,10690000000.0,13231000000.0,2054000000.0,,,2814000000.0,12137000000.0,2168000000.0,4116000000.0,,,22476000000.0,500000000.0,966000000.0,57449000000.0,22898000000.0,17304000000.0,19745000000.0,22898000000.0,22898000000.0,34551000000.0,57449000000.0,38091000000.0,14806000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2009.0,Q2,,2009-06-30,2009-08-06 16:07:57+00:00,5277000000.0,4226000000.0,94000000.0,7247000000.0,,11000000.0,,321000000.0,20358000000.0,2397000000.0,10707000000.0,13163000000.0,2080000000.0,,,2982000000.0,13363000000.0,2208000000.0,3986000000.0,,,21440000000.0,1012000000.0,908000000.0,55890000000.0,21545000000.0,15684000000.0,19652000000.0,21545000000.0,21545000000.0,34345000000.0,55890000000.0,38126000000.0,14693000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,FY,,2010-12-31,2012-02-08 19:46:55+00:00,6488000000.0,3704000000.0,252000000.0,9123000000.0,0.0,11000000.0,1533000000.0,403000000.0,22745000000.0,2910000000.0,8662000000.0,14707000000.0,2200000000.0,,2515000000.0,2550000000.0,13199000000.0,2108000000.0,2361000000.0,541000000.0,,25562000000.0,2480000000.0,2072000000.0,63063000000.0,25825000000.0,18393000000.0,23700000000.0,25825000000.0,25825000000.0,37238000000.0,63063000000.0,42470000000.0,13538000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q3,,2010-09-30,2010-11-03 16:08:09+00:00,7152000000.0,3790000000.0,491000000.0,9577000000.0,,11000000.0,1110000000.0,505000000.0,22855000000.0,3008000000.0,8076000000.0,14749000000.0,2033000000.0,,,2508000000.0,13251000000.0,2122000000.0,4894000000.0,450000000.0,,25109000000.0,2929000000.0,1426000000.0,63023000000.0,25611000000.0,18256000000.0,24442000000.0,25611000000.0,25611000000.0,37412000000.0,63023000000.0,42734000000.0,12970000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q2,,2010-06-30,2010-08-05 15:35:10+00:00,6122000000.0,4576000000.0,353000000.0,9983000000.0,,11000000.0,992000000.0,391000000.0,20985000000.0,2257000000.0,8036000000.0,14019000000.0,2069000000.0,,,2441000000.0,13313000000.0,2112000000.0,4456000000.0,501000000.0,,24465000000.0,2676000000.0,1090000000.0,60424000000.0,24829000000.0,18982000000.0,23103000000.0,24829000000.0,24829000000.0,35595000000.0,60424000000.0,39373000000.0,12492000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2010.0,Q1,,2010-03-31,2010-05-05 16:22:54+00:00,6385000000.0,3973000000.0,252000000.0,9920000000.0,,11000000.0,1144000000.0,335000000.0,20830000000.0,2297000000.0,8001000000.0,13835000000.0,2070000000.0,,,2401000000.0,12891000000.0,2130000000.0,4279000000.0,595000000.0,,24056000000.0,2522000000.0,1155000000.0,59541000000.0,24319000000.0,18379000000.0,22942000000.0,24319000000.0,24319000000.0,35222000000.0,59541000000.0,39092000000.0,12280000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,FY,,2011-12-31,2013-02-06 18:00:09+00:00,6853000000.0,4549000000.0,461000000.0,9429000000.0,0.0,10000000.0,1225000000.0,472000000.0,23975000000.0,2795000000.0,10656000000.0,16166000000.0,2515000000.0,,1351000000.0,2708000000.0,14862000000.0,2088000000.0,3668000000.0,615000000.0,0.0,27821000000.0,982000000.0,2577000000.0,67889000000.0,28292000000.0,20350000000.0,23922000000.0,28292000000.0,28292000000.0,39597000000.0,67889000000.0,45024000000.0,15675000000.0,0.0
UnitedHealth Group Inc,UNH,549300GHBMY8T5GXDE41,731766,2011.0,Q3,,2011-09-30,2011-11-04 17:05:48+00:00,6643000000.0,4376000000.0,397000000.0,13679000000.0,,11000000.0,3631000000.0,492000000.0,23723000000.0,2855000000.0,9555000000.0,15398000000.0,2388000000.0,,2422000000.0,2597000000.0,15980000000.0,2038000000.0,2443000000.0,666000000.0,,27464000000.0,2364000000.0,2698000000.0,70910000000.0,27872000000.0,24508000000.0,28618000000.0,27872000000.0,27872000000.0,43038000000.0,70910000000.0,44014000000.0,14420000000.0,0.0
