company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2008.0,FY,,2008-12-31,2010-02-26 16:58:01+00:00,1446000000.0,2184000000.0,,-2416000000.0,1229000000.0,,3313000000.0,,625000000.0,3182000000.0,610000000.0,6774000000.0,1080000000.0,1232000000.0,2013000000.0,120000000.0,1692000000.0,2643000000.0,4563000000.0,2715000000.0,790000000.0,1769000000.0,,,,1157000000.0,1222000000.0,,,,5341000000.0,1610000000.0,22447000000.0,6238000000.0,8150000000.0,5450000000.0,6238000000.0,6358000000.0,16089000000.0,22447000000.0,12284000000.0,10639000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,FY,,2009-12-31,2011-02-23 17:16:44+00:00,1451000000.0,1702000000.0,,-1988000000.0,3799000000.0,,3364000000.0,201000000.0,695000000.0,3422000000.0,598000000.0,8276000000.0,1056000000.0,900000000.0,1860000000.0,141000000.0,1640000000.0,2883000000.0,4405000000.0,2622000000.0,708000000.0,1126000000.0,,,,1320000000.0,1221000000.0,,,0.0,5674000000.0,988000000.0,24032000000.0,7050000000.0,9731000000.0,4461000000.0,7050000000.0,7191000000.0,16841000000.0,24032000000.0,12441000000.0,12380000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q3,,2009-09-30,2009-10-22 16:36:29+00:00,1292000000.0,1863000000.0,,-1967000000.0,1159000000.0,,3333000000.0,,616000000.0,3405000000.0,609000000.0,6297000000.0,1051000000.0,1069000000.0,1901000000.0,133000000.0,1673000000.0,2743000000.0,4381000000.0,2642000000.0,707000000.0,1373000000.0,,,,1293000000.0,1252000000.0,,,,5532000000.0,1149000000.0,21753000000.0,6898000000.0,7440000000.0,4430000000.0,6898000000.0,7031000000.0,14722000000.0,21753000000.0,12412000000.0,10292000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q2,,2009-06-30,2009-08-03 16:49:28+00:00,1214000000.0,1872000000.0,,-2129000000.0,1221000000.0,,3310000000.0,,563000000.0,3445000000.0,621000000.0,6695000000.0,979000000.0,1141000000.0,1939000000.0,128000000.0,1797000000.0,2727000000.0,4413000000.0,2628000000.0,776000000.0,1498000000.0,,,,1224000000.0,1260000000.0,,,,5448000000.0,1342000000.0,22056000000.0,6629000000.0,7638000000.0,4617000000.0,6629000000.0,6757000000.0,15299000000.0,22056000000.0,12479000000.0,10682000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2010.0,FY,,2010-12-31,2012-02-23 17:21:51+00:00,1968000000.0,2826000000.0,,-1988000000.0,1211000000.0,,7978000000.0,371000000.0,901000000.0,8649000000.0,3371000000.0,7237000000.0,1291000000.0,991000000.0,2201000000.0,153000000.0,540000000.0,2991000000.0,4135000000.0,2485000000.0,1126000000.0,1807000000.0,,,,1774000000.0,1447000000.0,,,349000000.0,6016000000.0,1370000000.0,30600000000.0,12006000000.0,8639000000.0,6417000000.0,12006000000.0,12159000000.0,18092000000.0,30600000000.0,19760000000.0,11675000000.0,0.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2010.0,Q3,,2010-09-30,2010-10-29 16:09:56+00:00,1762000000.0,3172000000.0,,-1871000000.0,975000000.0,,7867000000.0,,898000000.0,8613000000.0,3447000000.0,7860000000.0,1256000000.0,1177000000.0,2175000000.0,148000000.0,565000000.0,2921000000.0,4099000000.0,2463000000.0,1110000000.0,1948000000.0,,,,1795000000.0,1417000000.0,,,349000000.0,5912000000.0,1636000000.0,30847000000.0,11908000000.0,8897000000.0,6244000000.0,11908000000.0,12056000000.0,18442000000.0,30847000000.0,19775000000.0,12198000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2010.0,Q2,,2010-06-30,2010-08-02 16:17:45+00:00,1670000000.0,2974000000.0,,-2403000000.0,1082000000.0,,7859000000.0,,830000000.0,8446000000.0,3495000000.0,9259000000.0,1150000000.0,1026000000.0,2126000000.0,150000000.0,635000000.0,2993000000.0,3999000000.0,2393000000.0,1023000000.0,1834000000.0,,,,1665000000.0,1386000000.0,,,349000000.0,5729000000.0,358000000.0,30014000000.0,11185000000.0,8498000000.0,4692000000.0,11185000000.0,11335000000.0,18330000000.0,30014000000.0,19390000000.0,13638000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2010.0,Q1,,2010-03-31,2010-05-03 16:18:01+00:00,1659000000.0,3198000000.0,,-2193000000.0,1010000000.0,,7823000000.0,,937000000.0,8463000000.0,3584000000.0,8668000000.0,1111000000.0,1018000000.0,2191000000.0,145000000.0,733000000.0,3012000000.0,4203000000.0,2532000000.0,1022000000.0,1982000000.0,,,,1558000000.0,1377000000.0,,,349000000.0,5568000000.0,1296000000.0,30623000000.0,11198000000.0,8780000000.0,5874000000.0,11198000000.0,11343000000.0,18931000000.0,30623000000.0,19652000000.0,13057000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2011.0,FY,,2011-12-31,2013-02-21 16:29:46+00:00,2016000000.0,2600000000.0,,-2716000000.0,902000000.0,,7670000000.0,432000000.0,757000000.0,8803000000.0,3042000000.0,7088000000.0,1395000000.0,1021000000.0,2145000000.0,149000000.0,672000000.0,3412000000.0,4031000000.0,2331000000.0,1058000000.0,1631000000.0,,,,2116000000.0,861000000.0,,,349000000.0,7046000000.0,1545000000.0,30116000000.0,11876000000.0,7912000000.0,6381000000.0,11876000000.0,12025000000.0,17742000000.0,30116000000.0,20059000000.0,11361000000.0,-124000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2011.0,Q3,,2011-09-30,2011-11-02 16:18:56+00:00,1811000000.0,3001000000.0,,-1886000000.0,785000000.0,,8213000000.0,375000000.0,752000000.0,8786000000.0,3172000000.0,7099000000.0,1388000000.0,1209000000.0,2150000000.0,166000000.0,414000000.0,2633000000.0,4007000000.0,2348000000.0,1138000000.0,1618000000.0,,,,2143000000.0,888000000.0,,,349000000.0,6736000000.0,2096000000.0,30541000000.0,12754000000.0,8481000000.0,6652000000.0,12754000000.0,12920000000.0,17272000000.0,30541000000.0,19910000000.0,10620000000.0,-309000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2011.0,Q2,,2011-06-30,2011-08-01 16:34:13+00:00,1693000000.0,2921000000.0,,-1575000000.0,1098000000.0,,8073000000.0,355000000.0,744000000.0,8830000000.0,3245000000.0,7113000000.0,1318000000.0,1129000000.0,2204000000.0,161000000.0,477000000.0,3016000000.0,4210000000.0,2443000000.0,1104000000.0,1649000000.0,,,,2116000000.0,838000000.0,,,349000000.0,6482000000.0,2197000000.0,31095000000.0,12980000000.0,8695000000.0,6638000000.0,12980000000.0,13141000000.0,17605000000.0,31095000000.0,20196000000.0,10967000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2011.0,Q1,,2011-03-31,2011-05-02 16:28:19+00:00,1700000000.0,3068000000.0,,-1748000000.0,1000000000.0,,8027000000.0,369000000.0,914000000.0,8730000000.0,3304000000.0,7228000000.0,1297000000.0,1100000000.0,2202000000.0,155000000.0,541000000.0,3037000000.0,3680000000.0,3005000000.0,1046000000.0,1751000000.0,,,,1886000000.0,1465000000.0,,,349000000.0,6230000000.0,1382000000.0,30859000000.0,12509000000.0,9219000000.0,6116000000.0,12509000000.0,12664000000.0,17846000000.0,30859000000.0,19438000000.0,11730000000.0,
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2012.0,FY,,2012-12-31,2014-02-21 16:15:36+00:00,1913000000.0,2866000000.0,,-3227000000.0,1246000000.0,,6861000000.0,438000000.0,741000000.0,9062000000.0,2783000000.0,7447000000.0,1381000000.0,1011000000.0,2091000000.0,143000000.0,763000000.0,3867000000.0,3325000000.0,1988000000.0,1162000000.0,1776000000.0,,,,2337000000.0,778000000.0,,,349000000.0,7991000000.0,1042000000.0,30015000000.0,11521000000.0,8273000000.0,5910000000.0,11521000000.0,11664000000.0,18002000000.0,30015000000.0,19651000000.0,12092000000.0,-104000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2012.0,Q3,,2012-09-30,2012-10-31 16:06:33+00:00,1591000000.0,3190000000.0,,-2546000000.0,882000000.0,,7417000000.0,446000000.0,795000000.0,9042000000.0,2857000000.0,7458000000.0,1442000000.0,1128000000.0,2092000000.0,140000000.0,454000000.0,3085000000.0,3591000000.0,2064000000.0,1122000000.0,1488000000.0,,,,2375000000.0,768000000.0,,,349000000.0,7716000000.0,1893000000.0,30239000000.0,12226000000.0,8386000000.0,6213000000.0,12226000000.0,12366000000.0,17524000000.0,30239000000.0,19761000000.0,11311000000.0,-361000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2012.0,Q2,,2012-06-30,2012-07-31 16:07:01+00:00,1712000000.0,2776000000.0,,-2878000000.0,814000000.0,,7695000000.0,404000000.0,675000000.0,8848000000.0,2904000000.0,8061000000.0,1367000000.0,1073000000.0,2072000000.0,136000000.0,598000000.0,3110000000.0,3780000000.0,2136000000.0,1213000000.0,1492000000.0,,,,2260000000.0,793000000.0,,,349000000.0,7496000000.0,1099000000.0,29841000000.0,12010000000.0,8012000000.0,5382000000.0,12010000000.0,12146000000.0,17346000000.0,29841000000.0,19757000000.0,11964000000.0,-303000000.0
