company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 11:25:45+00:00,0.43,0.43,,255319000.0,0.42,,129986000.0,,149438000.0,149438000.0,149438000.0,1561943000.0,2751516000.0,-1035000.0,,,18905000.0,,,447582000.0,1561943000.0,1189573000.0,179398000.0,-7910000.0,721806000.0,467767000.0,-188343000.0,279424000.0,2751516000.0,347500000.0,349395285.0,355380111.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 11:43:09+00:00,0.5,0.5,,377856000.0,0.49,,86835000.0,,176844000.0,176844000.0,176844000.0,2004324000.0,3480515000.0,-1808000.0,,,-4683000.0,,,567730000.0,2004324000.0,1476191000.0,270285000.0,484000.0,940903000.0,535288000.0,-271609000.0,263679000.0,3480515000.0,353700000.0,351898898.0,355942921.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 06:07:46+00:00,0.21,0.21,,98977000.0,0.21,,14350000.0,,73550000.0,73550000.0,73550000.0,497380000.0,895593000.0,-397000.0,,,2569000.0,,,138460000.0,497380000.0,398213000.0,70391000.0,481000.0,240006000.0,158207000.0,-70307000.0,87900000.0,895593000.0,350200000.0,352182656.0,355359436.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 12:43:01+00:00,0.07,0.07,,91375000.0,0.07,,18590000.0,,26196000.0,26196000.0,26196000.0,496133000.0,859612000.0,-394000.0,,,14010000.0,,,142321000.0,496133000.0,363479000.0,70535000.0,-58000.0,247706000.0,115773000.0,-70987000.0,44786000.0,859612000.0,374200000.0,351912464.0,357087331.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q4,2010-10-01,2010-12-31,,0.04,0.04,,118825000.0,0.04,,1509000.0,,13552000.0,13552000.0,13552000.0,606010000.0,1065525000.0,-411000.0,,,-22351000.0,,,155720000.0,606010000.0,459515000.0,192450000.0,601000.0,252194000.0,207321000.0,-192260000.0,15061000.0,1065525000.0,358200000.0,353711045.0,356135089.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 15:46:18+00:00,0.54,0.54,,449732000.0,0.54,,118879000.0,,193415000.0,193415000.0,193415000.0,2317875000.0,4069353000.0,-1807000.0,,,-38812000.0,,,621660000.0,2317875000.0,1751478000.0,406751000.0,1954000.0,1032580000.0,718898000.0,-406604000.0,312294000.0,4069353000.0,358200000.0,353711045.0,356135089.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.51,0.51,,330907000.0,0.51,,117370000.0,,179863000.0,179863000.0,179863000.0,1711865000.0,3003828000.0,-1396000.0,,,-16461000.0,,,465940000.0,1711865000.0,1291963000.0,214301000.0,1353000.0,780386000.0,511577000.0,-214344000.0,297233000.0,3003828000.0,351300000.0,353954532.0,356423216.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q3,2010-07-01,2010-09-30,2011-11-01 08:11:59+00:00,0.22,0.22,,113804000.0,0.22,,49366000.0,,77287000.0,77287000.0,77287000.0,569953000.0,1020789000.0,-462000.0,,,-18333000.0,,,147431000.0,569953000.0,450836000.0,81316000.0,497000.0,242902000.0,207934000.0,-81281000.0,126653000.0,1020789000.0,351300000.0,353954532.0,356423216.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.29,0.29,,217103000.0,0.29,,68004000.0,,102576000.0,102576000.0,102576000.0,1141912000.0,1983039000.0,-934000.0,,,1872000.0,,,318509000.0,1141912000.0,841127000.0,132985000.0,856000.0,537484000.0,303643000.0,-133063000.0,170580000.0,1983039000.0,363300000.0,353278423.0,355685446.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 12:31:01+00:00,0.22,0.22,,109302000.0,0.22,,52907000.0,,79915000.0,79915000.0,79915000.0,543522000.0,1012536000.0,-479000.0,,,2700000.0,,,158600000.0,543522000.0,469014000.0,65503000.0,392000.0,270602000.0,198412000.0,-65590000.0,132822000.0,1012536000.0,363300000.0,353278423.0,355685446.0
