company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2009.0,FY,,2009-12-31,2011-03-01 11:25:45+00:00,558366000.0,51536000.0,-11340000.0,,929381000.0,,1634789000.0,187654000.0,1948000.0,,,2470181000.0,3625949000.0,21757000.0,147401000.0,3252213000.0,80487000.0,512306000.0,,,87840000.0,32123000.0,,150475000.0,81664000.0,48353000.0,,664693000.0,19326000.0,224932000.0,7386017000.0,2288142000.0,1491391000.0,797469000.0,2288142000.0,2288142000.0,5097875000.0,7386017000.0,2642413000.0,4300406000.0,0.0,0.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,FY,,2010-12-31,2012-02-29 11:43:09+00:00,521788000.0,58056000.0,-1415000.0,,796531000.0,0.0,1686797000.0,224471000.0,6290000.0,,,2522241000.0,3757287000.0,19576000.0,161049000.0,3659445000.0,101411000.0,643058000.0,,,146620000.0,34165000.0,,123433000.0,72828000.0,50477000.0,,858108000.0,21996000.0,374862000.0,7918580000.0,2545404000.0,1593885000.0,802420000.0,2541576000.0,2541576000.0,5377004000.0,7918580000.0,2665250000.0,4574584000.0,0.0,1914000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q3,,2010-09-30,2010-11-05 06:07:46+00:00,418873000.0,46737000.0,-10275000.0,,889784000.0,,1673969000.0,198128000.0,5959000.0,,,2490629000.0,4314105000.0,19951000.0,126201000.0,3423533000.0,95950000.0,631969000.0,,,104398000.0,51561000.0,,140746000.0,82916000.0,60043000.0,,844557000.0,20446000.0,1012632000.0,8320613000.0,2509837000.0,2245754000.0,689008000.0,2506665000.0,2506665000.0,5813948000.0,8320613000.0,2651326000.0,5124940000.0,0.0,1586000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2010.0,Q2,,2010-06-30,2010-08-09 12:43:01+00:00,426444000.0,47786000.0,-9762000.0,,776540000.0,,1659889000.0,196864000.0,5959000.0,,,2471930000.0,3628544000.0,19451000.0,195363000.0,3306443000.0,91236000.0,583835000.0,,,96611000.0,34345000.0,,193773000.0,81389000.0,65407000.0,,767269000.0,19921000.0,299859000.0,7479122000.0,2418248000.0,1487525000.0,677574000.0,2416544000.0,2416544000.0,5062578000.0,7479122000.0,2685154000.0,4385004000.0,0.0,852000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2011.0,FY,,2011-12-31,2013-03-01 15:46:18+00:00,512346000.0,78023000.0,-9295000.0,,1943282000.0,0.0,1784309000.0,245705000.0,7214000.0,,,2539041000.0,4711021000.0,8895000.0,239648000.0,4017999000.0,120028000.0,817106000.0,,,119742000.0,25212000.0,,173403000.0,90453000.0,55712000.0,,1159418000.0,33460000.0,299972000.0,9482931000.0,2941264000.0,2743593000.0,816723000.0,2927600000.0,2927600000.0,6555331000.0,9482931000.0,2721339000.0,5738608000.0,0.0,6832000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2011.0,Q3,,2011-09-30,2011-11-01 08:11:59+00:00,476324000.0,65048000.0,-12947000.0,,1840761000.0,0.0,1776542000.0,243696000.0,6290000.0,,,2538600000.0,4710992000.0,8895000.0,147002000.0,4009265000.0,114766000.0,756362000.0,,,123973000.0,26458000.0,,173023000.0,92673000.0,66763000.0,,1068148000.0,32860000.0,299981000.0,9279601000.0,2838016000.0,2549818000.0,779338000.0,2825470000.0,2825470000.0,6454131000.0,9279601000.0,2720518000.0,5674793000.0,0.0,6273000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2011.0,Q2,,2011-06-30,2011-08-03 12:31:01+00:00,427922000.0,62506000.0,-7582000.0,,1855994000.0,0.0,1763982000.0,235461000.0,6290000.0,,,2538360000.0,4714512000.0,10911000.0,140048000.0,3856869000.0,109237000.0,721143000.0,,,138528000.0,29874000.0,,126585000.0,80744000.0,64982000.0,,998822000.0,32416000.0,299954000.0,9101027000.0,2760726000.0,2568302000.0,725673000.0,2749718000.0,2749718000.0,6351309000.0,9101027000.0,2675856000.0,5625636000.0,0.0,5504000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2011.0,Q1,,2011-03-31,2011-05-06 12:40:56+00:00,609160000.0,56640000.0,2058000.0,,1321550000.0,,1720379000.0,242013000.0,6290000.0,,,2537135000.0,4255064000.0,22190000.0,285849000.0,3738733000.0,105458000.0,677841000.0,,,161011000.0,25015000.0,,120739000.0,73667000.0,60769000.0,,914486000.0,27536000.0,337401000.0,8648307000.0,2641293000.0,2229510000.0,903724000.0,2632553000.0,2632553000.0,6015754000.0,8648307000.0,2680064000.0,5112030000.0,0.0,4370000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2012.0,FY,,2012-12-31,2014-02-24 21:52:32+00:00,3475000000.0,3360000000.0,41000000.0,2461000000.0,394000000.0,0.0,29197000000.0,290000000.0,655000000.0,0.0,,14629000000.0,0.0,,457000000.0,12807000000.0,1884000000.0,3618000000.0,,,675000000.0,1827000000.0,,645000000.0,13952000000.0,,,-23123000000.0,0.0,,33622000000.0,6115000000.0,5541000000.0,5592000000.0,6115000000.0,6115000000.0,27507000000.0,33622000000.0,15274000000.0,21915000000.0,0.0,0.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2012.0,Q3,,2012-09-30,2012-10-30 08:43:10+00:00,450087000.0,95263000.0,-4625000.0,,2057339000.0,0.0,1815351000.0,232307000.0,7666000.0,,,2562315000.0,4731174000.0,3755000.0,312632000.0,4197399000.0,133272000.0,1008870000.0,,,123939000.0,66144000.0,,123618000.0,91496000.0,80040000.0,,1521925000.0,36112000.0,507943000.0,10071909000.0,3322447000.0,3184822000.0,784650000.0,3322447000.0,3322447000.0,6749462000.0,10071909000.0,2689688000.0,5964812000.0,0.0,-10204000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2012.0,Q2,,2012-06-30,2012-07-26 06:33:45+00:00,431919000.0,87860000.0,-8586000.0,,1901168000.0,0.0,1804959000.0,244390000.0,7214000.0,,,2561904000.0,4726434000.0,8395000.0,259011000.0,4069340000.0,129289000.0,924613000.0,,,105074000.0,30263000.0,,194193000.0,91128000.0,88087000.0,,1329257000.0,35306000.0,447386000.0,9729632000.0,3116290000.0,2895800000.0,741878000.0,3116290000.0,3116290000.0,6613342000.0,9729632000.0,2764492000.0,5871464000.0,0.0,-9340000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2012.0,Q1,,2012-03-31,2012-04-26 06:42:08+00:00,452025000.0,80973000.0,-9549000.0,,1886238000.0,0.0,1795622000.0,261655000.0,7215000.0,,,2541657000.0,4726077000.0,8395000.0,252158000.0,4007177000.0,124784000.0,831745000.0,,,140211000.0,29743000.0,,184628000.0,90792000.0,70644000.0,,1180422000.0,34610000.0,329911000.0,9509207000.0,2957776000.0,2767350000.0,778033000.0,2957776000.0,2957776000.0,6551431000.0,9509207000.0,2734680000.0,5773398000.0,0.0,-8719000.0
T-Mobile US Inc,TMUS,549300V2JRLO5DIFGE82,1283699,2013.0,FY,,2013-12-31,2015-02-18 21:30:33+00:00,4567000000.0,2189000000.0,3000000.0,2496000000.0,5891000000.0,0.0,37330000000.0,445000000.0,839000000.0,1683000000.0,,19326000000.0,14345000000.0,,586000000.0,15349000000.0,2113000000.0,4645000000.0,1075000000.0,1471000000.0,1252000000.0,552000000.0,,292000000.0,6301000000.0,,,-23088000000.0,244000000.0,,49953000000.0,14245000000.0,12228000000.0,5808000000.0,14245000000.0,14245000000.0,35708000000.0,49953000000.0,22376000000.0,29900000000.0,0.0,0.0
