company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
WellCare Health Plans Inc,WCG,,1279363,2009.0,FY,,2009-12-31,2011-02-16 17:10:58+00:00,5270000.0,,238754000.0,-3119000.0,1158131000.0,,425507000.0,28874000.0,4888000.0,111131000.0,12961000.0,,51710000.0,61785000.0,29654000.0,,363659000.0,931158000.0,133741000.0,57477000.0,,,104079000.0,458512000.0,,62722000.0,2118447000.0,880900000.0,1717465000.0,1180070000.0,880900000.0,880900000.0,1237547000.0,2118447000.0,339197000.0,57477000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,FY,,2010-12-31,2012-02-15 16:12:34+00:00,8284000.0,,320439000.0,-2309000.0,1359548000.0,0.0,429243000.0,71365000.0,,111131000.0,11428000.0,0.0,62931000.0,76825000.0,58340000.0,0.0,160978000.0,856978000.0,3898000.0,229546000.0,107569000.0,,114492000.0,405112000.0,0.0,108788000.0,2247293000.0,832046000.0,1815171000.0,1185701000.0,832046000.0,832046000.0,1415247000.0,2247293000.0,355297000.0,229546000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q3,,2010-09-30,2010-11-04 17:02:16+00:00,8869000.0,,268435000.0,-1893000.0,1091015000.0,,424954000.0,56638000.0,18362000.0,111131000.0,11811000.0,,46838000.0,68534000.0,69277000.0,,365260000.0,812103000.0,128812000.0,233326000.0,,,121106000.0,378975000.0,,72709000.0,2143131000.0,802036000.0,1706728000.0,1107769000.0,802036000.0,802036000.0,1341095000.0,2143131000.0,367869000.0,233326000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q2,,2010-06-30,2010-08-09 13:50:19+00:00,8063000.0,,235976000.0,-2089000.0,980264000.0,,421914000.0,33857000.0,8204000.0,111131000.0,12194000.0,,42477000.0,65299000.0,81544000.0,,345657000.0,696215000.0,142134000.0,261459000.0,,,106226000.0,336059000.0,,45018000.0,1965801000.0,755884000.0,1511022000.0,948458000.0,755884000.0,755884000.0,1209917000.0,1965801000.0,389480000.0,261459000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,FY,,2011-12-31,2013-02-13 17:28:16+00:00,3294000.0,109933000.0,265374000.0,-1761000.0,1325098000.0,0.0,449249000.0,42987000.0,,111131000.0,9896000.0,135000000.0,83019000.0,98238000.0,,1026000.0,380254000.0,843222000.0,5270000.0,112099000.0,60663000.0,,63053000.0,669358000.0,11250000.0,198569000.0,2488111000.0,1116846000.0,2119894000.0,1123140000.0,1116846000.0,1116846000.0,1371265000.0,2488111000.0,269979000.0,248125000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q3,,2011-09-30,2011-11-02 13:17:54+00:00,6839000.0,,237518000.0,-1827000.0,1787733000.0,0.0,442288000.0,41770000.0,28222000.0,111131000.0,10279000.0,250696000.0,79850000.0,87005000.0,50931000.0,,223826000.0,1150406000.0,70043000.0,111512000.0,,,139724000.0,584296000.0,9375000.0,217033000.0,2819325000.0,1024757000.0,2410086000.0,1432360000.0,1024757000.0,1024757000.0,1794568000.0,2819325000.0,322234000.0,362208000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q2,,2011-06-30,2011-08-03 12:01:34+00:00,6575000.0,,203382000.0,-1795000.0,1255995000.0,0.0,441712000.0,41627000.0,20708000.0,111131000.0,10662000.0,,91717000.0,78247000.0,52817000.0,,219940000.0,878005000.0,72208000.0,218334000.0,,,127030000.0,496042000.0,,201589000.0,2262963000.0,935959000.0,1846181000.0,1108670000.0,935959000.0,935959000.0,1327004000.0,2262963000.0,338535000.0,218334000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q1,,2011-03-31,2011-05-06 16:15:28+00:00,7629000.0,,221147000.0,-2024000.0,1232918000.0,,433236000.0,59801000.0,,111131000.0,11045000.0,,83717000.0,75980000.0,55188000.0,,190182000.0,931959000.0,109538000.0,230820000.0,,,117815000.0,426442000.0,,201894000.0,2249209000.0,857654000.0,1802610000.0,1160735000.0,857654000.0,857654000.0,1391555000.0,2249209000.0,370619000.0,230820000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,FY,,2012-12-31,2014-02-13 20:45:18+00:00,18600000.0,126800000.0,258400000.0,-800000.0,1100500000.0,0.0,469800000.0,42800000.0,,223800000.0,53000000.0,120000000.0,96700000.0,131500000.0,,42100000.0,514000000.0,821400000.0,2400000.0,76900000.0,67400000.0,,96300000.0,854100000.0,15000000.0,220300000.0,2675500000.0,1323100000.0,2100700000.0,1113400000.0,1323100000.0,1323100000.0,1352400000.0,2675500000.0,443300000.0,239000000.0,0.0
WellCare Health Plans Inc,WCG,,1279363,2012.0,Q3,,2012-09-30,2012-10-31 12:24:30+00:00,8802000.0,121979000.0,234052000.0,-661000.0,1062340000.0,0.0,468642000.0,67857000.0,,111131000.0,8506000.0,123750000.0,87797000.0,123875000.0,,22573000.0,613475000.0,789737000.0,2480000.0,76573000.0,66805000.0,,67744000.0,805319000.0,15000000.0,209798000.0,2543787000.0,1273300000.0,2143193000.0,1047591000.0,1273300000.0,1273300000.0,1270487000.0,2543787000.0,276719000.0,222896000.0,0.0
