company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
WellCare Health Plans Inc,WCG,,1279363,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 17:10:58+00:00,-0.89,-0.89,21324000.0,-0.89,78339000.0,-16337000.0,-36833000.0,-36833000.0,-36833000.0,5530216000.0,6521907000.0,,100269000.0,844929000.0,5530216000.0,991691000.0,,,1044861000.0,-53170000.0,,-53170000.0,6521907000.0,41400000.0,41400000.0,41400000.0
WellCare Health Plans Inc,WCG,,1279363,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 16:12:34+00:00,0.95,0.95,23336000.0,0.95,,53149000.0,39871000.0,39871000.0,39871000.0,5862457000.0,6878164000.0,,94113000.0,805238000.0,5862457000.0,1015707000.0,0.0,,922687000.0,93020000.0,,93020000.0,6878164000.0,41823497.0,41823497.0,41823497.0
WellCare Health Plans Inc,WCG,,1279363,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 17:02:16+00:00,,0.68,5851000.0,0.68,,17272000.0,28660000.0,28660000.0,28660000.0,1420193000.0,1667645000.0,,4000.0,195665000.0,1420193000.0,247452000.0,,,201520000.0,45932000.0,,45932000.0,1667645000.0,,42100000.0,42100000.0
WellCare Health Plans Inc,WCG,,1279363,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 13:50:19+00:00,,0.89,5957000.0,0.88,,28198000.0,37005000.0,37005000.0,37005000.0,1504019000.0,1791278000.0,,1017000.0,215082000.0,1504019000.0,287259000.0,,,222056000.0,65203000.0,,65203000.0,1791278000.0,,41600000.0,42100000.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q4,2010-10-01,2010-12-31,,0.63,0.63,6176000.0,0.64,,9808000.0,26137000.0,26137000.0,26137000.0,1158667000.0,1355450000.0,,18365000.0,136297000.0,1158667000.0,196783000.0,,,160838000.0,35945000.0,,35945000.0,1355450000.0,42400000.0,42365061.0,42365061.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 17:28:16+00:00,-1.26,-1.26,23946000.0,-1.26,,-19449000.0,-53400000.0,-53400000.0,-53400000.0,4594537000.0,5440225000.0,,56603000.0,837988000.0,4594537000.0,845688000.0,0.0,,918537000.0,-72849000.0,,-72849000.0,5440225000.0,42400000.0,42365061.0,42365061.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q3YTD,2010-01-01,2010-09-30,,-1.89,-1.89,17770000.0,-1.9,,-29257000.0,-79537000.0,-79537000.0,-79537000.0,3435870000.0,4084775000.0,,38238000.0,701691000.0,3435870000.0,648905000.0,,,757699000.0,-108794000.0,,-108794000.0,4084775000.0,42411455.0,42411455.0,42411455.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 13:17:54+00:00,1.01,1.01,6123000.0,1.0,,30248000.0,42916000.0,42916000.0,42916000.0,1147107000.0,1388173000.0,,19067000.0,142712000.0,1147107000.0,241066000.0,,,167902000.0,73164000.0,,73164000.0,1388173000.0,42411455.0,42411455.0,42411455.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q2YTD,2010-01-01,2010-06-30,,-2.9,-2.9,11647000.0,-2.9,,-59505000.0,-122453000.0,-122453000.0,-122453000.0,2288763000.0,2696602000.0,,19171000.0,558979000.0,2288763000.0,407839000.0,,,589797000.0,-181958000.0,,-181958000.0,2696602000.0,42308856.0,42308856.0,42308856.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 12:01:34+00:00,-3.05,-3.05,5891000.0,-3.05,,-63965000.0,-128871000.0,-128871000.0,-128871000.0,1122791000.0,1340649000.0,,9417000.0,395386000.0,1122791000.0,217858000.0,,,410694000.0,-192836000.0,,-192836000.0,1340649000.0,42308856.0,42308856.0,42308856.0
WellCare Health Plans Inc,WCG,,1279363,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:15:28+00:00,0.15,0.15,5756000.0,0.15,,4460000.0,6418000.0,6418000.0,6418000.0,1165972000.0,1355953000.0,,9754000.0,163593000.0,1165972000.0,189981000.0,,,179103000.0,10878000.0,,10878000.0,1355953000.0,42800000.0,42800000.0,42800000.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q4,2011-10-01,2011-12-31,,1.98,1.98,6576000.0,1.96,,44891000.0,85015000.0,85015000.0,85015000.0,1267855000.0,1600064000.0,,23039000.0,183488000.0,1267855000.0,332209000.0,-10800000.0,,213103000.0,119106000.0,10800000.0,129906000.0,1600064000.0,42800000.0,42817466.0,43328756.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 20:45:18+00:00,6.17,6.17,26400000.0,6.1,,154200000.0,264200000.0,264200000.0,264200000.0,4948000000.0,6106800000.0,,82700000.0,642100000.0,4948000000.0,1158800000.0,-10800000.0,,751200000.0,407600000.0,10800000.0,418400000.0,6106800000.0,42800000.0,42817466.0,43328756.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.19,4.19,19824000.0,4.14,,109309000.0,179185000.0,179185000.0,179185000.0,3680145000.0,4506736000.0,,59661000.0,458612000.0,3680145000.0,826591000.0,,,538097000.0,288494000.0,,288494000.0,4506736000.0,42800000.0,42887381.0,43424414.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q3TTM,2010-10-01,2011-09-30,,4.82,4.82,26000000.0,4.78,,119117000.0,205322000.0,205322000.0,205322000.0,4838812000.0,5862186000.0,,78026000.0,594909000.0,4838812000.0,1023374000.0,,,698935000.0,324439000.0,,324439000.0,5862186000.0,42800000.0,42887381.0,43424414.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q3,2011-07-01,2011-09-30,2012-10-31 12:24:30+00:00,2.06,2.06,6453000.0,2.03,,51721000.0,88255000.0,88255000.0,88255000.0,1214822000.0,1544359000.0,,22517000.0,160591000.0,1214822000.0,329537000.0,,,189561000.0,139976000.0,,139976000.0,1544359000.0,42800000.0,42887381.0,43424414.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.13,2.13,13371000.0,2.11,,57588000.0,90930000.0,90930000.0,90930000.0,2465323000.0,2962377000.0,,37144000.0,298021000.0,2465323000.0,497054000.0,,,348536000.0,148518000.0,,148518000.0,2962377000.0,42700000.0,42752235.0,43293926.0
WellCare Health Plans Inc,WCG,,1279363,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.77,3.77,25670000.0,3.75,,97644000.0,159983000.0,159983000.0,159983000.0,4771097000.0,5706000000.0,,74576000.0,577030000.0,4771097000.0,934903000.0,,,677276000.0,257627000.0,,257627000.0,5706000000.0,42700000.0,42752235.0,43293926.0
