company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2008.0,FY,,2008-12-31,2010-02-24 15:54:56+00:00,1483000000.0,2288000000.0,,-3269000000.0,,724000000.0,,3110000000.0,177000000.0,203000000.0,967000000.0,1609000000.0,,282000000.0,3064000000.0,695000000.0,2492000000.0,6676000000.0,164000000.0,666000000.0,,4767000000.0,,51000000.0,11000000.0,33000000.0,216000000.0,419000000.0,211000000.0,5666000000.0,81000000.0,16087000000.0,4895000000.0,5732000000.0,2778000000.0,4895000000.0,5059000000.0,11028000000.0,16087000000.0,3679000000.0,8250000000.0,-612000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,FY,,2009-12-31,2011-02-22 16:54:59+00:00,1457000000.0,1567000000.0,,-2728000000.0,,1218000000.0,,3803000000.0,513000000.0,89000000.0,854000000.0,1725000000.0,,281000000.0,3345000000.0,695000000.0,1679000000.0,6820000000.0,303000000.0,535000000.0,,4143000000.0,,38000000.0,23000000.0,32000000.0,318000000.0,481000000.0,33000000.0,4209000000.0,19000000.0,15422000000.0,4676000000.0,5015000000.0,2474000000.0,4676000000.0,4979000000.0,10443000000.0,15422000000.0,3587000000.0,7969000000.0,-608000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,Q3,,2009-09-30,2009-10-27 13:13:12+00:00,1490000000.0,1638000000.0,,-2925000000.0,,1543000000.0,,3799000000.0,348000000.0,135000000.0,770000000.0,1702000000.0,,281000000.0,3346000000.0,697000000.0,1677000000.0,6860000000.0,290000000.0,732000000.0,,4593000000.0,,50000000.0,1000000.0,51000000.0,309000000.0,405000000.0,12000000.0,4483000000.0,19000000.0,15849000000.0,4749000000.0,5256000000.0,2466000000.0,4749000000.0,5039000000.0,10810000000.0,15849000000.0,3733000000.0,8344000000.0,-608000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,Q2,,2009-06-30,2009-07-28 14:40:47+00:00,1073000000.0,1257000000.0,,-3098000000.0,,1950000000.0,,3788000000.0,419000000.0,226000000.0,787000000.0,1648000000.0,,279000000.0,3333000000.0,630000000.0,1781000000.0,6740000000.0,256000000.0,665000000.0,,4720000000.0,,51000000.0,10000000.0,35000000.0,305000000.0,406000000.0,12000000.0,4793000000.0,18000000.0,15737000000.0,4873000000.0,5458000000.0,2149000000.0,4873000000.0,5129000000.0,10608000000.0,15737000000.0,3539000000.0,8459000000.0,-610000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2010.0,FY,,2010-12-31,2012-02-28 13:55:38+00:00,1804000000.0,2023000000.0,,-3068000000.0,,578000000.0,0.0,3801000000.0,300000000.0,116000000.0,938000000.0,1760000000.0,,275000000.0,3517000000.0,670000000.0,2352000000.0,6486000000.0,1000000.0,515000000.0,,4365000000.0,,51000000.0,30000000.0,43000000.0,340000000.0,469000000.0,,3698000000.0,216000000.0,15350000000.0,3851000000.0,5304000000.0,3147000000.0,3851000000.0,3852000000.0,11498000000.0,15350000000.0,3560000000.0,8351000000.0,-580000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2010.0,Q3,,2010-09-30,2010-10-26 15:08:12+00:00,2052000000.0,2322000000.0,9417000000.0,-2647000000.0,,643000000.0,,3796000000.0,348000000.0,112000000.0,731000000.0,1733000000.0,15807000000.0,275000000.0,3639000000.0,674000000.0,2375000000.0,6390000000.0,1000000.0,401000000.0,,3937000000.0,,179000000.0,84000000.0,76000000.0,280000000.0,483000000.0,33000000.0,3953000000.0,20000000.0,15653000000.0,4518000000.0,5867000000.0,3075000000.0,4518000000.0,4519000000.0,11134000000.0,15653000000.0,3396000000.0,8059000000.0,-584000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2010.0,Q2,,2010-06-30,2010-07-27 15:32:12+00:00,1901000000.0,2362000000.0,9271000000.0,-2763000000.0,,947000000.0,,3788000000.0,319000000.0,159000000.0,754000000.0,1730000000.0,15474000000.0,276000000.0,3639000000.0,647000000.0,2012000000.0,6203000000.0,1000000.0,425000000.0,,3986000000.0,,169000000.0,13000000.0,44000000.0,295000000.0,451000000.0,33000000.0,4012000000.0,21000000.0,15418000000.0,4449000000.0,5809000000.0,2892000000.0,4449000000.0,4450000000.0,10968000000.0,15418000000.0,3406000000.0,8076000000.0,-588000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2010.0,Q1,,2010-03-31,2010-04-27 15:17:42+00:00,1653000000.0,1962000000.0,9253000000.0,-2686000000.0,,1386000000.0,,3804000000.0,318000000.0,133000000.0,711000000.0,1754000000.0,15662000000.0,281000000.0,3651000000.0,658000000.0,1647000000.0,6409000000.0,1000000.0,482000000.0,,4104000000.0,,87000000.0,14000000.0,52000000.0,298000000.0,431000000.0,45000000.0,4044000000.0,21000000.0,15327000000.0,4556000000.0,5400000000.0,2584000000.0,4556000000.0,4557000000.0,10770000000.0,15327000000.0,3518000000.0,8186000000.0,-606000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2011.0,FY,,2011-12-31,2013-02-15 08:27:47+00:00,2063000000.0,2433000000.0,,-3367000000.0,,408000000.0,0.0,3801000000.0,114000000.0,118000000.0,1003000000.0,1783000000.0,,262000000.0,3828000000.0,683000000.0,2775000000.0,6579000000.0,1000000.0,649000000.0,,4600000000.0,,44000000.0,24000000.0,41000000.0,302000000.0,495000000.0,41000000.0,3616000000.0,400000000.0,16073000000.0,3500000000.0,5774000000.0,3649000000.0,3500000000.0,3501000000.0,12572000000.0,16073000000.0,3720000000.0,8923000000.0,-550000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2011.0,Q3,,2011-09-30,2011-10-25 12:29:53+00:00,2161000000.0,2602000000.0,9867000000.0,-2909000000.0,,270000000.0,0.0,3794000000.0,139000000.0,128000000.0,1005000000.0,1749000000.0,16455000000.0,264000000.0,3641000000.0,685000000.0,2843000000.0,6588000000.0,1000000.0,400000000.0,,3942000000.0,,80000000.0,52000000.0,75000000.0,311000000.0,465000000.0,,3834000000.0,292000000.0,15931000000.0,4169000000.0,5934000000.0,3713000000.0,4169000000.0,4170000000.0,11761000000.0,15931000000.0,3409000000.0,8048000000.0,-550000000.0
