company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2008.0,FY,,2008-12-31,2009-11-05 14:11:40+00:00,3800700000.0,5384300000.0,3177600000.0,-142700000.0,,1352400000.0,0.0,27295600000.0,435200000.0,25493900000.0,10446200000.0,8057200000.0,,9152600000.0,8125200000.0,,3701700000.0,201700000.0,2814200000.0,-55500000.0,368400000.0,1136700000.0,,13097800000.0,3697400000.0,0.0,60959900000.0,34382900000.0,16526200000.0,13489900000.0,34574400000.0,34574400000.0,26385500000.0,60959900000.0,36308500000.0,12895600000.0,191500000.0,-5812300000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2009.0,FY,,2009-12-31,2011-02-18 16:16:30+00:00,3560000000.0,5457000000.0,3246000000.0,-135000000.0,,1086000000.0,,27214000000.0,506000000.0,25680000000.0,10127000000.0,8756000000.0,,10343000000.0,7923000000.0,,3678000000.0,140000000.0,3075000000.0,-56000000.0,374000000.0,1102000000.0,37000000.0,16355000000.0,2419000000.0,5000000.0,61641000000.0,35768000000.0,17537000000.0,12300000000.0,35768000000.0,35768000000.0,25836000000.0,61641000000.0,36181000000.0,13536000000.0,0.0,-7610000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2009.0,Q3,,2009-09-30,2009-11-05 14:11:40+00:00,3963200000.0,5692900000.0,2625500000.0,-143700000.0,,1130600000.0,0.0,27130500000.0,424300000.0,25622100000.0,10204300000.0,8756200000.0,,9975900000.0,8277400000.0,,3595500000.0,169500000.0,2907800000.0,-55500000.0,377600000.0,1152300000.0,,15412700000.0,3203900000.0,4700000.0,61879300000.0,35674900000.0,17397900000.0,12700400000.0,35674900000.0,35674900000.0,26204400000.0,61879300000.0,36204000000.0,13504000000.0,0.0,-6669100000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2009.0,Q2,,2009-06-30,2009-08-04 17:01:47+00:00,3599900000.0,5519800000.0,2469000000.0,-141000000.0,,1225300000.0,,27029200000.0,405200000.0,25483800000.0,10296800000.0,7305200000.0,,9400500000.0,8119700000.0,,3707100000.0,220800000.0,2963300000.0,-55500000.0,364100000.0,1108300000.0,,14501400000.0,3731600000.0,,61036000000.0,36151600000.0,16771600000.0,12763800000.0,36151600000.0,36151600000.0,24884400000.0,61036000000.0,36144700000.0,12120600000.0,0.0,-5182500000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,FY,,2010-12-31,2012-02-17 13:38:28+00:00,4026000000.0,4925000000.0,3070000000.0,-143000000.0,,1427000000.0,0.0,27626000000.0,511000000.0,25669000000.0,9784000000.0,8652000000.0,,10695000000.0,8322000000.0,,3655000000.0,144000000.0,2569000000.0,-56000000.0,688000000.0,1058000000.0,34000000.0,19303000000.0,1405000000.0,4000000.0,62169000000.0,37700000000.0,17706000000.0,11070000000.0,37700000000.0,37700000000.0,24435000000.0,62169000000.0,36141000000.0,13365000000.0,0.0,-9030000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q3,,2010-09-30,2010-11-03 17:01:44+00:00,4162000000.0,5111000000.0,2664000000.0,-133000000.0,,979000000.0,0.0,27459000000.0,479000000.0,25673000000.0,9876000000.0,8653000000.0,,10585000000.0,8356000000.0,,3653000000.0,181000000.0,2360000000.0,-56000000.0,469000000.0,1061000000.0,35000000.0,18396000000.0,2488000000.0,4000000.0,61713000000.0,36637000000.0,17339000000.0,11674000000.0,36637000000.0,36637000000.0,25041000000.0,61713000000.0,36018000000.0,13367000000.0,0.0,-9029000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q2,,2010-06-30,2010-07-28 18:02:35+00:00,3867000000.0,5101000000.0,2603000000.0,-133000000.0,,1107000000.0,0.0,27429000000.0,498000000.0,25672000000.0,9949000000.0,9454000000.0,,10389000000.0,8248000000.0,,3633000000.0,171000000.0,2482000000.0,-56000000.0,385000000.0,1070000000.0,36000000.0,17705000000.0,2507000000.0,4000000.0,61524000000.0,35872000000.0,17270000000.0,11459000000.0,35872000000.0,35872000000.0,25616000000.0,61524000000.0,36006000000.0,14157000000.0,0.0,-9073000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2010.0,Q1,,2010-03-31,2010-05-04 16:31:41+00:00,4043000000.0,5149000000.0,2898000000.0,-130000000.0,,1047000000.0,0.0,27330000000.0,501000000.0,25674000000.0,10037000000.0,8454000000.0,,10275000000.0,8044000000.0,0.0,3655000000.0,179000000.0,2477000000.0,-56000000.0,374000000.0,1108000000.0,36000000.0,17004000000.0,2919000000.0,4000000.0,61284000000.0,35694000000.0,17155000000.0,12337000000.0,35694000000.0,35694000000.0,25554000000.0,61284000000.0,36085000000.0,13217000000.0,0.0,-8454000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,FY,,2011-12-31,2013-02-15 17:28:33+00:00,4370000000.0,6047000000.0,3293000000.0,-172000000.0,,1413000000.0,0.0,28142000000.0,503000000.0,26458000000.0,9869000000.0,9208000000.0,,10046000000.0,8467000000.0,,3853000000.0,580000000.0,3487000000.0,-56000000.0,1155000000.0,1445000000.0,30000000.0,22090000000.0,806000000.0,5000000.0,64543000000.0,38051000000.0,18594000000.0,11956000000.0,38051000000.0,38051000000.0,26462000000.0,64543000000.0,37482000000.0,14506000000.0,0.0,-11953000000.0
CVS Health Corp,CVS,549300EJG376EN5NQE29,64803,2011.0,Q3,,2011-09-30,2011-11-03 16:04:18+00:00,4387000000.0,5901000000.0,4259000000.0,-152000000.0,,1707000000.0,0.0,28003000000.0,444000000.0,26506000000.0,9947000000.0,10167000000.0,,10379000000.0,8642000000.0,,3868000000.0,502000000.0,3103000000.0,-56000000.0,1218000000.0,1348000000.0,31000000.0,21192000000.0,601000000.0,5000000.0,65251000000.0,37487000000.0,18938000000.0,12350000000.0,37487000000.0,37487000000.0,27733000000.0,65251000000.0,37671000000.0,15383000000.0,0.0,-11500000000.0
