Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1992,,,66.811996,,0.563971,0.165853,0.104981,-0.0075,0.0175,,,,,0,-0.376429,,,,
06/30/1992,,,77.519997,,0.7145,0.26895,0.199407,0.075,0.075,,,,,0,0.094285,,,,
09/30/1992,,,77.519997,,0.776032,0.297278,0.230212,0.1075,0.1075,,,,,0,0.259765,,,,
12/31/1992,,,81.127998,,0.556281,0.174317,0.109752,0.035,0.035,,,,,0,0.065649,,,,
03/31/1993,85.5,,97.872002,,0.467866,0.161875,0.110246,0.045,0.045,,,,,0,0.007949,,0.163895,2.701404,
06/30/1993,87.772003,,98.508003,,0.648404,0.252294,0.19839,0.0125,0.0975,,,,,0,0.082917,,0.379745,2.821048,
09/30/1993,87.792,,100.208,,0.819016,0.35116,0.294677,0.13,0.13,,,,,0,0.350561,,0.682568,2.984087,
12/31/1993,88.22,100.463996,100.463996,,0.536381,0.153995,0.095487,-0.0175,0.0275,0.0275,-0.0175,0.0275,0.0275,0,0.23488,,0.192031,3.031161,
03/31/1994,90.416,,100.874001,,0.581299,0.211273,0.15446,0.1,0.1,,,,,0,0.035232,,0.118851,3.424306,
06/30/1994,90.424004,,100.632004,,0.754392,0.292372,0.232511,0.14,0.14,,,,,0,0.263356,,0.042942,3.558546,
09/30/1994,90.592003,,101.531998,,0.935843,0.425817,0.364043,0.185,0.185,,,,,0,0.416076,,0.053504,3.764571,
12/31/1994,92.599998,100.914002,100.914002,,0.683691,0.262719,0.198516,0.11,0.11,0.11,0.11,0.11,0.11,0,0.166231,,0.06432,3.029903,
03/31/1995,92.877998,,102.556,,0.723049,0.184602,0.117614,0.12,0.12,0.12,,,,0,0.087718,0.066354,0.061091,3.180549,
06/30/1995,99.498002,112.262002,112.262002,,0.858073,0.242941,0.179785,0.18,0.18,0.18,0.18,0.18,0.18,0,0.168837,0.152064,0.041237,3.551338,
09/30/1995,101.912003,,115.758003,,1.116545,0.549016,0.473686,0.245,0.245,0.245,,,,0,0.487966,0.473229,0.404702,5.199564,
12/31/1995,102.54,120.809998,120.809998,,1.048489,0.494123,0.416174,0.17,0.17,0.17,0.17,0.17,0.17,0,0.289206,0.086218,0.1571,5.463146,
03/31/1996,103.764,121.087997,121.087997,,1.028549,0.51247,0.425294,0.2,0.2,0.2,0.2,,,0,0.099779,0.04135,0.784781,5.668633,
06/30/1996,123.245003,159.404999,158.798004,,2.174568,0.754203,0.668081,0.38,0.38,0.38,0.38,0.38,0.38,0,0.31559,0.277592,3.146878,14.9032,
09/30/1996,128.675995,172.313004,171.947006,,2.381961,,0.830983,0.5,0.5,0.5,0.5,0.5,0.5,0,,,3.661864,14.80454,
12/31/1996,129.889008,,147.623001,,1.920846,0.760254,0.564736,0.33,0.33,0.35,,,,0,0.290944,0.171498,0.60253,19.066286,
03/31/1997,158.098007,147.214996,147.214996,,2.363632,1.023938,0.776334,0.41,0.41,0.41,0.41,0.41,0.41,0,0.420446,0.326271,0.370422,14.945375,
06/30/1997,158.306,158.354996,158.354996,,3.660257,1.676979,1.402798,-0.67,-0.67,0.69,-0.67,-0.67,0.69,0,6.451978,6.334167,0.369607,17.968795,
09/30/1997,159.720993,183.084,179.703003,,3.616411,1.822685,1.574826,0.89,0.89,0.89,0.89,0.89,0.89,0,1.275393,1.107661,0.586441,19.054271,
