Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1996,,328,517,-105.0,65.0,805,,,-640,,,,,,,,,,,,,,
06/30/1996,,324,518,-113.0,-105.0,624,,,-626,,,,,,,,,,,,,,
09/30/1996,,286,545,-25.0,122.0,928,,,-625,,,,,,,,,,,,,,
12/31/1996,,311,542,58.0,38.0,949,-528.0,,-528,,,,,,,,,,,,421.0,,
03/31/1997,,420,527,-110.0,260.0,1097,-400.0,7.0,-400,0.0,0.0,-7.0,-696.0,-237.0,-429.0,0.0,-54.0,24.0,0.0,0.0,1.0,,
06/30/1997,,416,548,53.0,54.0,1071,-417.0,0.0,-452,0.0,0.0,35.0,-646.0,-399.0,-240.0,11.0,-32.0,14.0,0.0,0.0,8.0,,
09/30/1997,,420,541,128.0,-104.0,985,-484.0,20.0,-470,0.0,0.0,-34.0,-394.0,-97.0,-32.0,292.0,-326.0,12.0,0.0,-243.0,107.0,,
12/31/1997,,268,547,-216.0,439.0,1038,-786.0,62.0,-846,0.0,0.0,-2.0,-421.0,-595.0,214.0,0.0,-308.0,25.0,0.0,243.0,-169.0,,
03/31/1998,,434,532,68.0,175.0,1209,-562.0,19.0,-563,0.0,0.0,-18.0,-301.0,-259.0,119.0,0.0,-67.0,17.0,-21.0,-90.0,346.0,,
06/30/1998,,327,535,76.0,-328.0,610,-739.0,15.0,-720,0.0,0.0,-34.0,486.0,-260.0,1941.0,3066.0,-4043.0,27.0,-25.0,-220.0,357.0,,
09/30/1998,,379,558,-8.0,202.0,1131,-707.0,0.0,-702,0.0,0.0,-5.0,-1132.0,-268.0,-541.0,0.0,-328.0,16.0,0.0,-11.0,-708.0,,
12/31/1998,,368,574,5.0,30.0,977,-761.0,0.0,-751,0.0,0.0,-10.0,-189.0,-463.0,-830.0,882.0,0.0,41.0,0.0,181.0,27.0,,
03/31/1999,,634,602,-289.0,-10.0,937,-772.0,0.0,-753,0.0,0.0,-19.0,-178.0,-269.0,256.0,0.0,-181.0,16.0,0.0,0.0,-13.0,,
06/30/1999,,421,573,71.0,67.0,1132,-3405.0,0.0,-920,0.0,0.0,-2485.0,2359.0,-269.0,2684.0,17.0,-99.0,26.0,0.0,0.0,86.0,,
09/30/1999,,139,588,188.0,-32.0,883,-1009.0,0.0,-1000,0.0,0.0,-9.0,59.0,-379.0,-838.0,1285.0,-27.0,18.0,0.0,0.0,-67.0,,
12/31/1999,,166,604,415.0,409.0,1594,-1276.0,0.0,-1312,0.0,0.0,36.0,-295.0,-270.0,-798.0,760.0,-29.0,42.0,0.0,0.0,23.0,,
03/31/2000,,425,564,,,954,-1238.0,0.0,-1229,0.0,0.0,-9.0,289.0,-396.0,717.0,0.0,-32.0,0.0,0.0,0.0,5.0,,
06/30/2000,,405,577,,,1072,-1385.0,0.0,-1359,0.0,0.0,-26.0,488.0,-425.0,159.0,992.0,-238.0,0.0,0.0,0.0,175.0,,
09/30/2000,,-42,747,,,950,-1147.0,0.0,-1117,0.0,0.0,-30.0,126.0,0.0,160.0,5.0,-46.0,0.0,0.0,7.0,-71.0,,
12/31/2000,,408,539,,,1572,-1124.0,0.0,-1096,0.0,0.0,-28.0,-366.0,0.0,8.0,0.0,-339.0,0.0,0.0,-35.0,82.0,,
03/31/2001,,441,674,122.0,-72.0,1165,-1628.0,0.0,-1576,0.0,0.0,-52.0,336.0,0.0,410.0,0.0,-74.0,0.0,0.0,0.0,-127.0,,
06/30/2001,,469,699,,,1027,-1444.0,0.0,-1420,0.0,0.0,-24.0,430.0,0.0,468.0,0.0,-41.0,0.0,0.0,3.0,13.0,,
09/30/2001,,515,747,,,779,-1074.0,0.0,-1083,0.0,0.0,9.0,353.0,0.0,463.0,0.0,-107.0,0.0,0.0,-3.0,58.0,,
12/31/2001,,312,1001,,,837,-514.0,0.0,-479,0.0,0.0,-35.0,-315.0,0.0,-146.0,0.0,-169.0,0.0,0.0,0.0,8.0,,
03/31/2002,,391,763,138.0,146.0,1438,-684.0,0.0,-676,0.0,0.0,-8.0,-110.0,-627.0,-876.0,1476.0,-48.0,0.0,0.0,-35.0,644.0,,
09/30/2006,,824,1777,-126.0,-145.0,2330,-902.0,43.0,-916,,,-29.0,-1353.0,-1321.0,,600.0,-590.0,,,-42.0,75.0,,
03/31/2007,,392,522,-89.0,193.0,1018,-246.0,0.0,-204,0.0,0.0,-42.0,-699.0,-725.0,0.0,0.0,0.0,0.0,0.0,26.0,73.0,,
06/30/2007,,366,521,22.0,-276.0,633,-256.0,0.0,-254,0.0,0.0,-2.0,-332.0,-475.0,0.0,500.0,-320.0,0.0,0.0,-37.0,45.0,,
09/30/2007,,371,523,-50.0,-5.0,839,-215.0,0.0,-272,0.0,0.0,57.0,-589.0,-600.0,0.0,0.0,-1.0,0.0,0.0,12.0,35.0,,
