Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/2012,25154.195456,,,,,,,,,,,,,,,0.001395,0.005654,0.005287,
03/31/2013,,25154.195456,25154.195456,,0.001186,-9.6e-05,-0.000149,-0.000149,-0.000167,-0.000149,-0.000149,-0.000167,0.0,-0.000608,-0.000615,,,,
12/31/2013,25154.195456,,,,,,,,,,,,,,,0.00276,0.005779,0.005464,
03/31/2014,25154.195456,25154.195456,25154.195456,,0.001412,-6.7e-05,-0.000136,-0.000136,-0.000146,-0.000136,-0.000136,-0.000146,0.0,-0.000709,-0.000721,0.001501,0.00522,0.004918,
09/30/2014,44.247102,44.437559,44.231336,,0.917246,0.269718,0.16,0.16,0.168316,0.16,0.16,0.168316,0.0,,,1.882926,5.256367,5.098413,
12/31/2014,44.247102,45.646667,45.646667,,0.942588,0.258902,0.15,0.15,0.163818,0.15,0.15,0.163818,0.49,0.428115,0.422134,0.866678,5.443792,5.292753,
03/31/2015,44.477162,44.247102,44.235102,,1.042814,0.322029,0.2,0.2,0.192195,0.2,0.2,0.192195,0.01,-0.009879,-0.012207,0.70236,5.659714,5.513526,
06/30/2015,44.48819,44.251841,44.247102,,1.047933,0.358103,0.22,0.22,0.201394,0.22,0.22,0.201394,0.01,0.321445,0.31019,1.061922,5.809182,5.667122,
09/30/2015,44.48819,44.247827,44.247102,,1.156031,0.4476,0.28,0.28,0.288542,0.28,0.28,0.288388,0.06,0.611498,0.610526,1.072914,6.060125,5.922133,
12/31/2015,42.69955,44.005264,43.946013,,1.258362,0.49356,0.32,0.32,0.300124,0.32,0.32,0.300124,0.06,0.458585,0.452919,1.212425,6.170018,6.030485,
03/31/2016,42.704712,42.396713,42.343357,,1.183184,0.368842,0.23,0.23,0.238165,0.23,0.23,0.238165,0.06,-0.037786,-0.040408,0.895545,6.392245,6.256944,
06/30/2016,42.383994,42.321607,42.310242,,1.157616,0.381799,0.24,0.24,0.231733,0.24,0.24,0.231733,0.06,0.397989,0.387495,1.076633,6.61462,6.482541,
09/30/2016,42.196683,41.940918,41.937467,,1.381032,0.58561,0.37,0.37,0.333402,0.37,0.37,0.333402,0.06,0.803554,0.799524,1.890243,6.911254,6.608671,
12/31/2016,41.92444,42.118789,41.641451,,1.442649,0.54561,0.34,0.34,0.322416,0.33,0.33,0.314089,0.06,0.533459,0.530697,2.187221,7.069385,6.76913,
03/31/2017,42.173561,42.495238,41.613267,,1.417505,0.444618,0.28,0.28,0.246811,0.27,0.27,0.241305,0.06,0.039266,0.022829,1.165019,7.28537,6.936479,
06/30/2017,42.173561,42.90819,41.669172,,1.406195,0.509369,0.32,0.32,0.309463,0.31,0.31,0.302077,0.06,0.191868,0.17207,1.137656,7.599216,7.254474,
09/30/2017,42.173561,43.412902,41.683695,,1.474078,0.569431,0.35,0.35,0.336762,0.34,0.34,0.324878,0.06,1.033042,1.019032,1.51761,7.914864,7.574271,
12/31/2017,,,,,,,,,0.36,,,0.36,,,,,,,
