Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/1990,1003.336975,,-639.812012,,363.524963,,-255.276001,,,108.249001,-89.635,,96.111,,0.0,-6.476,18.614,-8.6,10.014,0.0,,,10.014,0.0,10.014,0.0,,10.014,10.014,,60.0,0.17,0.17,,60.0,0.17,0.17,0.17,
07/01/1990,1224.634033,,-804.692993,,419.94104,,-297.89801,,,122.042999,-93.258,,101.18,,0.0,-7.922,28.784999,-12.7,16.084999,0.0,,,16.084999,0.0,16.084999,0.0,,16.084999,16.084999,,61.900002,0.26,0.26,,61.900002,0.26,0.26,0.26,
09/30/1990,1274.088989,,-835.801025,,438.287964,,-318.993988,,,119.293999,-86.054996,,102.130997,,0.0,-16.076,33.239002,-15.0,18.239,0.0,,,18.239002,0.0,18.239,0.0,,18.239,18.239,,60.900002,0.3,0.3,,60.900002,0.3,0.3,0.3,
12/31/1990,1330.203979,,-844.302979,,485.901001,,-349.092987,,,136.807999,-93.951,,98.791,,0.0,-4.84,42.856998,-36.099998,6.757,0.0,,,6.757,0.0,6.757,0.0,,6.757,6.757,,61.0,0.11,0.11,,61.0,0.11,0.11,0.11,
03/31/1991,1087.560059,,-697.620972,,389.939087,,-298.920013,,,91.018997,-81.522998,,87.488998,,0.0,-5.966,9.495999,-5.4,4.096,0.0,,,4.095999,0.0,4.096,0.0,,4.096,4.096,,61.599998,0.07,0.07,,61.599998,0.07,0.07,0.07,
06/30/1991,1106.526978,,-716.937988,,389.588989,,-296.208008,,,93.380997,-77.514002,,77.441002,,0.0,0.073,15.866995,-8.6,7.267,0.0,,,7.266994,0.0,7.267,0.0,,7.267,7.267,,61.700001,0.11,0.11,,61.700001,0.11,0.11,0.11,
09/29/1991,1097.342041,,-722.539978,,374.802063,,-291.769989,,,83.031998,-66.974998,,72.446999,,0.0,-5.472,16.056999,-6.3,9.757,0.0,,,9.756999,0.0,9.757,0.0,,9.757,9.757,,61.799999,0.16,0.16,,61.799999,0.16,0.16,0.16,
12/31/1991,1345.525024,,-866.669006,,478.856018,,-344.873993,,,133.981995,-67.870998,,71.169998,,0.0,-3.299,66.110996,-34.200001,31.910999,0.0,,,31.910996,0.0,31.910999,-3.153,,28.757999,28.757999,,61.8465,0.47,0.47,,61.8465,0.47,0.47,0.47,
03/29/1992,1066.5,,-687.0,,379.5,,-301.799988,,,77.699997,-63.000001,,62.700001,,0.0,0.3,14.699996,-7.8,6.9,237.600006,,,-230.70001,0.0,-230.699997,-2.9,,-233.599997,-233.599997,,62.200001,-3.76,0.06,,62.200001,-3.76,0.06,0.06,
06/28/1992,1132.82605,,-742.679016,,390.147034,,-310.75,,,79.397003,-60.242,,58.834,,0.0,1.408,19.155004,-7.0,12.155,0.0,,,12.155004,0.0,12.155,-2.907,,9.248,9.248,,78.199997,0.12,0.12,,78.199997,0.12,0.12,0.12,
09/27/1992,1185.699951,,-792.099976,,393.599976,,-323.200012,,,70.400002,-53.100002,,50.900002,,0.0,2.2,17.3,-7.4,9.9,0.0,,,9.9,0.0,9.9,-2.9,,7.0,7.0,,83.400002,0.08,0.08,,83.400002,0.08,0.08,0.08,
12/31/1992,1394.573975,,-905.721008,,488.852966,,-374.75,,,114.102997,-194.257996,,55.166,,0.0,139.091995,-80.154999,-22.1,-102.254997,22.700001,,,-124.955,0.0,-124.955002,-2.893,,-127.848002,-127.848002,,83.400002,-1.51,-1.26,,83.400002,-1.51,-1.26,-1.26,
04/04/1993,1099.900024,,-720.0,,379.900024,,-312.799988,,,67.099998,-43.500001,,40.900002,,0.0,2.6,23.599997,-9.7,13.9,29.200001,,,-15.300004,0.0,-15.3,-3.0,,-18.3,-18.3,,83.400002,-0.22,0.13,,83.400002,-0.22,0.13,0.13,
07/04/1993,1155.900024,,-758.299988,,397.600037,,-322.0,,,75.599998,-47.8,,47.0,,0.0,0.8,27.799998,-8.3,19.5,0.0,,,19.499998,0.0,19.5,-2.9,,16.6,16.6,,83.5,0.2,0.2,,83.5,0.2,0.2,0.2,
09/30/1993,1189.599976,,-804.599976,,385.0,,-312.100006,,,72.900002,-42.900001,,44.700001,,0.0,-1.8,30.000001,-10.5,19.5,0.0,,,19.500001,0.0,19.5,-2.9,,16.6,16.6,,83.699997,0.2,0.2,,83.699997,0.2,0.2,0.2,
12/31/1993,1436.800049,,-949.599976,,487.200073,,-373.799988,,,113.400002,-38.900002,,47.400002,,0.0,-8.5,74.5,-32.200001,42.299999,0.0,,,42.299999,0.0,42.299999,-2.8,,39.499999,39.499999,,83.800003,0.47,0.47,,83.800003,0.47,0.47,0.47,
04/03/1994,894.400024,,-570.700012,,323.700012,,-263.5,,,60.200001,-46.000001,,43.900002,,0.0,2.1,14.199999,-6.4,7.8,-6.8,,,14.599999,0.0,14.6,-3.0,,11.6,11.6,,83.900002,0.14,0.06,,83.900002,0.14,0.06,0.06,
07/03/1994,1015.799988,,-644.200012,,371.599976,,-295.5,,,76.099998,-50.099999,,47.799999,,0.0,2.3,25.999999,-10.4,15.6,-7.4,,,23.0,0.0,23.0,-2.9,,20.1,20.1,,84.099998,0.24,0.15,,84.099998,0.24,0.15,0.15,
10/02/1994,1096.599976,,-701.799988,,394.799988,,-312.299988,,,82.5,-48.199999,,45.299999,,0.0,2.9,34.300001,-13.6,20.700001,-8.6,,,29.300001,0.0,29.299999,-2.9,,26.399999,26.399999,,84.400002,0.31,0.21,,84.400002,0.31,0.21,0.21,
12/31/1994,1358.400024,,-853.0,,505.400024,,-372.299988,,,133.100006,-59.000002,,50.900002,,0.0,8.1,74.100004,-28.299999,45.799999,-14.7,,,60.500005,0.0,60.5,-2.8,,57.7,57.7,,84.599998,0.68,0.51,,84.599998,0.68,0.51,0.51,
04/02/1995,1021.400024,,-642.5,,378.900024,,-298.200012,,,80.699997,-49.600002,,48.900002,,0.0,0.7,31.099995,-12.0,19.1,-6.6,,,25.699995,0.0,25.700001,-2.9,,22.800001,22.800001,,85.0,0.27,0.19,0.19,85.0,0.27,0.19,0.19,
07/02/1995,1135.400024,,-716.200012,,419.200012,,-325.700012,,,93.5,-51.2,,47.5,,0.0,3.7,42.3,-14.2,28.1,-6.7,,,34.8,0.0,34.799999,-2.9,,31.899999,31.899999,,85.5,0.37,0.29,0.29,85.5,0.37,0.29,0.29,
