Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
10/31/1989,390.700012,-72.599998,318.100014,-194.0,124.099998,-7.7,0.0,-1.2,115.199999,-11.5,103.699997,0.0,0.0,103.699997,0.0,103.699997,103.699999,,0.465,0.465,223.399994,,,,,
01/31/1990,342.700012,-68.400002,274.300011,-198.300003,76.0,-9.5,0.0,13.5,80.0,-8.0,72.0,0.0,0.0,72.0,0.0,72.0,72.0,,0.32,0.32,223.600006,,,,,
04/30/1990,390.299988,-76.599998,313.699989,-207.600006,106.099998,-11.7,0.0,6.4,100.799999,-10.1,90.699997,0.0,0.0,90.699997,0.0,90.699997,90.699998,,0.405,0.405,223.800003,,,,,
07/31/1990,397.299988,-79.099998,318.19999,-232.5,85.699997,-11.4,0.0,9.1,83.399997,-8.3,75.099998,0.0,0.0,75.099998,0.0,75.099998,75.099997,0.335,0.335,0.335,224.100006,0.335,0.335,0.335,224.100006,
10/31/1990,454.600006,-85.199997,369.400009,-224.899994,144.5,-8.6,0.0,4.8,140.7,-15.5,125.199997,0.0,0.0,125.199997,0.0,125.199997,125.2,,0.56,0.56,224.399994,,,,,
01/31/1991,444.100006,-84.300003,359.800003,-237.899994,121.900002,-9.5,0.0,1.6,114.000002,-12.5,101.5,0.0,0.0,101.5,0.0,101.5,101.500002,,0.45,0.45,224.600006,,,,,
04/30/1991,470.700012,-87.400002,383.300011,-255.800003,127.5,-8.1,0.0,6.6,126.0,-13.9,112.099998,0.0,0.0,112.099998,0.0,112.099998,112.1,,0.5,0.5,224.800003,,,,,
07/31/1991,447.5,-84.5,363.0,-270.0,93.0,-9.4,0.0,11.9,95.5,-10.5,85.0,0.0,0.0,85.0,0.0,85.0,85.0,0.38,0.38,0.38,225.0,0.38,0.38,0.38,225.0,
10/31/1991,508.399994,-91.5,416.899994,-270.399994,146.5,-7.6,0.0,13.2,152.1,-19.799999,132.300003,0.0,0.0,132.300003,0.0,132.300003,132.300001,,0.59,0.59,225.100006,,,,,
01/31/1992,530.900024,-99.400002,431.500023,-289.700012,141.800003,-8.4,0.0,6.3,139.700004,-18.1,121.599998,0.0,0.0,121.599998,0.0,121.599998,121.600003,,0.54,0.54,225.300003,,,,,
04/30/1992,527.900024,-95.599998,432.300026,-304.799988,127.5,,0.0,17.299999,144.799999,-18.9,125.900002,0.0,0.0,125.900002,0.0,125.900002,125.9,,0.56,0.56,225.5,,,,,
07/31/1992,517.799988,-107.300003,410.499985,-307.799988,102.699997,-3.5,0.0,7.1,106.299997,-13.8,92.5,0.0,0.0,92.5,0.0,92.5,92.499997,0.41,0.41,0.41,225.699997,0.41,0.41,0.41,225.699997,
10/31/1992,492.200012,-104.099998,388.100014,-300.5,87.599998,-6.3,0.0,-224.399994,-143.099996,137.899994,-5.2,-0.9,0.0,-6.1,0.0,-6.1,-5.200002,,-0.03,-0.03,225.300003,,,,,
01/31/1993,505.5,-96.199997,409.300003,-287.700012,121.599998,-7.4,0.0,9.9,124.099998,-5.0,119.099998,0.0,0.0,119.099998,0.0,119.099998,119.099998,,0.54,0.54,222.300003,,,,,
04/30/1993,584.299988,-132.5,451.799988,-293.0,158.800003,-6.9,,-139.100006,12.799997,28.0,40.799999,,,40.799999,,40.799999,40.799997,,0.18,0.18,220.899994,,,,,
07/31/1993,541.0,-106.5,434.5,-284.200012,150.300003,-5.9,0.0,-5.5,138.900003,-5.5,133.399994,0.0,0.0,133.399994,0.0,133.399994,133.400003,,0.6,0.6,220.899994,,,,,
10/31/1993,512.299988,-110.699997,401.599991,-273.299988,128.300003,-6.3,,2.4,124.400003,1.9,126.300003,0.0,0.0,126.300003,0.0,126.300003,126.300003,,0.57,0.57,221.0,,,,,
01/31/1994,489.100006,-118.5,370.600006,-269.100006,101.5,-6.9,,7.3,101.9,-6.1,95.800003,0.0,0.0,95.800003,0.0,95.800003,95.8,,0.43,0.43,221.0,,,,,
04/30/1994,402.100006,-114.599998,287.500008,-263.899994,23.6,-7.2,,7.4,23.800001,-1.4,22.4,0.0,0.0,22.4,0.0,22.4,22.400001,,0.1,0.1,221.100006,,,,,
07/31/1994,,,,,,,,,,,,,,,,,,0.05,,,,0.05,,,,
