Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1999,,,,,,,,,,,,,,0.0,,,,,,,,
06/30/1999,27.355,,,,,,,,,,,,,0.0,,,,,0.184135,1.592762,0.993383,
09/30/1999,28.746,28.451,28.451,,0.865031,0.102035,-0.049594,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,0.0,0.116903,-1.866226,,,0.0941,1.627079,1.065122,
12/31/1999,29.191,28.287001,28.287001,,1.034433,0.140312,-0.05674,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,0.0,0.412557,-1.740234,,,0.107259,1.664314,0.486314,
03/31/2000,39.098999,35.382,35.382,,0.860014,0.13781,-0.055226,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,0.0,-0.078401,-1.790882,,,2.856774,7.026165,6.157702,
06/30/2000,39.658001,39.234001,39.234001,,0.981343,0.179844,-0.022328,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0.0,0.439619,-2.174491,,,0.685839,7.148797,6.2749,
09/30/2000,45.93,43.369999,43.369999,,1.046691,0.219576,0.000138,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,0.0,0.167166,-2.598801,,,2.718049,11.535337,10.412171,
12/31/2000,46.444641,46.106998,46.106998,,1.16208,0.222482,-0.006376,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,0.0,0.559394,-2.957794,,,0.322536,11.587134,9.791728,
03/31/2001,46.945,46.800999,46.800999,,1.131514,0.366167,-0.103374,-0.49,-0.38,-0.38,-0.49,-0.38,-0.38,0.0,-0.355975,-3.73851,,,5.333156,11.255747,9.076409,
06/30/2001,47.455002,47.105,47.105,,1.226091,0.121091,-0.120921,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.507802,-3.080182,,,3.179328,10.841533,8.378779,
09/30/2001,47.914001,47.599998,47.599998,,1.324223,0.334349,-0.088866,-1.03,-1.03,-0.52,-1.03,-1.03,-0.52,0.0,0.159265,-1.686366,,,1.47028,9.809638,7.388906,
12/31/2001,48.688999,48.222,48.222,,1.433993,0.376218,-0.182552,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,0.0,-0.038178,-2.425117,,,0.285568,9.255561,6.850767,
03/31/2002,50.353001,49.009998,49.009998,,1.304713,0.543807,-0.151051,-3.34,-1.7,-0.98,-3.34,-1.7,-0.98,0.0,-0.68133,-1.621853,,,0.640995,7.423411,5.588883,
06/30/2002,50.43,50.391998,50.391998,,1.262204,0.258077,-0.063244,-0.94,-0.92,-0.5,-0.94,-0.92,-0.5,0.0,0.476385,-0.017463,,,0.62094,4.88711,4.78945,
09/30/2002,51.019,50.745,50.745,,1.19799,0.137176,-0.137255,-0.62,-0.6,-0.58,-0.62,-0.6,-0.58,0.0,-0.21275,,,,0.830063,4.225465,4.134127,
12/31/2002,51.130001,51.817009,51.817009,,0.999305,0.38939,-0.106644,-0.03,-0.44,-0.64,-0.03,-0.44,-0.64,0.0,0.487929,0.123357,,,1.195795,3.979855,3.907412,
03/31/2003,51.131001,51.130001,51.130001,,1.01107,0.351398,-0.149384,-0.66,-0.64,-0.61,-0.66,-0.64,-0.61,0.0,-0.094289,-0.214238,,,0.935968,2.972502,2.896736,
06/30/2003,51.14,51.133,51.133,,0.899165,0.222557,-0.099544,-1.32,-0.89,-0.69,-1.32,-0.89,-0.69,,-0.095203,-0.153032,,,0.880915,1.873641,1.814607,
09/30/2003,54.015,52.394,52.394,,0.908386,1.062106,-0.139749,-0.38,-0.62,-0.609745,-0.38,-0.62,-0.609745,0.0,-0.387373,-0.620434,,,0.653244,1.692863,1.64271,
12/31/2003,55.016,54.124,51.124,,1.126438,0.324857,-0.084109,-0.95,-0.98,-0.49,-0.95,-0.98,-0.52,0.0,-0.186057,-0.243271,,,0.427839,0.797532,0.753763,
03/31/2004,56.528999,55.683998,55.683998,,0.91335,0.281302,-0.128421,-0.92,-0.92,-0.66,-0.92,-0.92,-0.66,0.0,0.044627,0.008818,,,0.339012,0.043623,0.005501,
06/30/2004,56.965,56.932999,56.932999,,0.989707,0.33968,-0.020287,-0.41,-0.4,-0.36,-0.41,-0.4,-0.36,0.0,0.220364,0.19595,,,0.383183,-0.332924,-0.366067,
09/30/2004,59.965,57.776,57.776,,1.016737,0.77148,-0.057325,-0.47,-0.43,-0.38,-0.47,-0.43,-0.38,,0.042076,0.020856,,,0.350138,-0.458134,-0.485249,
03/31/2018,,,,,,,,0.278,0.278,0.31,0.278,0.278,0.31,0.47,2.263,,1.898,1.898,,-33.97,,
06/30/2018,,,,,,,,0.451,0.451,0.452,0.451,0.451,0.452,0.466,2.435,,2.098,2.098,,-38.505,,
