Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
11/30/1989,,-31.783001,12.675,3.379,-68.390999,-84.120003,,,,,,,,,,,,,,,,,
02/28/1990,,-20.011,15.445,3.233,91.941002,90.608002,,,,,,,,,,,,,,,,,
05/31/1990,,144.787003,12.346,-2.051,-56.27,98.811996,,,,,,,,,,,,,,,,,
08/31/1990,,-20.341,14.454,8.015,-38.432999,-36.305,,,,,,,,,,,,,,,-36.305,,
11/30/1990,,-37.540001,14.631,0.112,-93.063004,-115.860001,,,,,,,,,,,,,,,,,
02/28/1991,,-10.766,14.42,3.301,278.484009,285.438995,,,,,,,,,,,,,,,,,
05/31/1991,,161.117996,14.261,7.122,-203.718994,-21.218,,,,,,,,,,,,,,,,,
08/31/1991,,-8.635,12.994,6.63,27.530001,38.519001,,,,,,,,,,,,,,,,,
11/30/1991,,-33.327,14.214,-3.143,-102.862999,-125.119003,,,,,,,,,,,,,,,,,
02/29/1992,,-6.202,15.176,-17.513,355.076996,346.537994,,,,,,,,,,,,,,,,,
05/31/1992,,197.787994,16.457001,20.896,-242.490005,-7.349,,,,,,,,,,,,,,,,,
08/31/1992,,-6.099,15.777,7.388,-56.82,-39.754002,,,,,,,,,,,,,,,,,
11/30/1992,,-55.776001,14.054,5.69,-104.593002,-140.625,,,,,,,,,,,,,,,,,
02/28/1993,,-33.491001,15.066,7.925,399.091003,388.591003,,,,,,,,,,,,,,,,,
05/31/1993,,228.626007,14.885,46.487999,-327.407013,-37.408001,,,,,,,,,,,,,,,,,
08/31/1993,,-18.875,21.065001,7.291,-44.529999,-35.049,,,,,,,,,,,,,,,,,
11/30/1993,,-43.849998,16.441999,-0.108,-72.179001,-99.695,,,,,,,,,,,,,,,,,
02/28/1994,,16.153,16.691,-37.444,455.519012,450.919006,,,,,,,,,,,,,,,,,
05/31/1994,,260.326996,17.455,45.091999,-287.217987,35.655998,,,,,,,,,,,,,,,,,
08/31/1994,,-19.966,24.285,5.677,-65.762001,-55.765999,,,,,,,,,,,,,,,,,
11/30/1994,,-48.0,17.0,3.0,-144.0,-172.0,,,,,,,,,,,,,,,,,
02/28/1995,,9.0,17.0,-14.0,478.0,490.0,,,,,,,,,,,,,,,,,
05/31/1995,,272.0,20.0,10.0,-369.0,-67.0,,,,,,,,,,,,,,,,,
08/31/1995,,-50.0,20.0,19.0,-100.0,-111.0,,,,,,,,,,,,,,,,,
11/30/1995,,-49.0,18.0,0.0,-52.0,-83.0,,,-30.0,,,,,,,,,,,,,,
02/29/1996,,4.0,18.0,0.0,500.0,522.0,,,-24.0,,,,,,,,,,,,,,
05/31/1996,,303.0,19.0,8.0,-318.0,12.0,,,-22.0,,,,,,,,,,,,,,
08/31/1996,,-35.0,22.0,-6.0,-43.0,-62.0,,,-96.0,,,,,,,,,,,,,,
11/30/1996,,-45.0,19.0,6.0,-151.0,-171.0,,,-32.0,,,,,,,,,,,,,,
02/28/1997,,-2.0,22.0,-13.0,527.0,534.0,,,-33.0,,,,,,,,,,,,,,
05/31/1997,,332.0,23.0,1.0,-451.0,-95.0,,,-20.0,,,,,,,,,,,,,,
08/31/1997,,-42.0,25.0,41.0,-116.0,-92.0,,,-42.0,,,,,,,,,,,,,,
11/30/1997,,-51.0,22.0,-12.0,-104.0,-145.0,-22.0,0.0,-30.0,0.0,0.0,8.0,146.0,-26.0,-4.0,0.0,0.0,1701.0,-1525.0,0.0,-21.0,,
02/28/1998,,4.0,21.0,3.0,615.0,643.0,-42.0,0.0,-34.0,0.0,0.0,-8.0,-99.0,-21.0,-16.0,0.0,-1.0,0.0,-58.0,-3.0,502.0,,
05/31/1998,,366.0,21.0,-15.0,-542.0,-170.0,12.0,0.0,-23.0,0.0,0.0,35.0,-136.0,-21.0,-10.0,0.0,-4.0,0.0,-100.0,-1.0,-294.0,,
08/31/1998,,-49.0,26.0,50.0,-115.0,-88.0,-38.0,50.0,-32.0,0.0,0.0,-56.0,-72.0,-24.0,23.0,1.0,-1.0,5.0,-73.0,-3.0,-198.0,,
11/30/1998,,-75.0,27.0,-4.0,-84.0,-136.0,-51.0,0.0,-37.0,0.0,0.0,-14.0,177.0,-24.0,220.0,,-3.0,0.0,-16.0,0.0,-10.0,,
02/28/1999,,3.0,25.0,18.0,258.0,304.0,-56.0,0.0,-44.0,0.0,0.0,-12.0,-52.0,-24.0,-198.0,187.0,3.0,0.0,-18.0,-2.0,196.0,,
05/31/1999,,361.0,31.0,-7.0,-604.0,-219.0,-57.0,0.0,-62.0,0.0,0.0,5.0,92.0,-24.0,120.0,0.0,0.0,0.0,0.0,-4.0,-184.0,,
