Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
06/30/1989,75.308,76.086,76.086,,3.587822,0.676761,0.58083,0.35,0.35,0.35,0.35,0.35,0.35,0.05,0.408025,0.445902,4.425772,
09/30/1989,75.421998,75.363998,75.363998,,3.856629,0.671302,0.583873,0.35,0.36,0.36,0.35,0.36,0.36,0.12,0.233175,0.439302,4.667604,
12/31/1989,75.93,75.811996,75.811996,,3.550348,0.572891,0.476508,0.23,0.23,0.23,0.23,0.23,0.23,0.12,0.41107,0.433702,4.605979,
03/31/1990,75.393998,75.585998,75.585998,,4.017186,0.73597,0.643982,0.31,0.31,0.31,0.31,0.31,0.31,0.12,0.694851,0.690214,4.66622,
06/30/1990,75.568,75.452004,75.452004,,3.921778,0.745613,0.654111,0.415,0.415,0.415,0.415,0.415,0.415,0.12,0.524837,1.242087,4.925193,
09/30/1990,75.300004,75.517998,75.517998,,3.88755,0.737083,0.636974,0.42,0.42,0.42,0.42,0.42,0.42,0.15,0.453163,1.701514,5.085179,
12/31/1990,75.106002,75.314002,75.314002,,3.665414,0.623297,0.529782,0.36,0.36,0.36,0.36,0.36,0.36,0.15,0.492671,1.818417,5.227012,
03/31/1991,74.786004,74.946,74.946,,4.181664,0.888533,0.77752,0.3045,0.3045,0.3045,0.3045,0.3045,0.3045,0.15,0.405105,1.726085,5.275813,
06/30/1991,74.872002,74.821998,74.821998,,3.76392,0.792668,0.694047,0.45,0.45,0.45,0.45,0.45,0.45,0.15,0.448317,1.956365,5.589579,
09/30/1991,74.809998,74.844002,74.844002,,4.21303,0.794332,0.696221,0.475,0.475,0.475,0.475,0.475,0.475,0.18,0.194939,1.756062,5.854685,
12/31/1991,74.818,74.760002,74.760002,,3.988215,0.709336,0.59259,0.1945,0.1945,0.1945,0.1945,0.1945,0.1945,0.18,0.385045,1.411692,5.867652,
03/31/1992,74.391998,74.605004,74.605004,,5.000201,0.970578,0.834394,0.59,0.59,0.59,0.59,0.59,0.59,0.09,0.755928,1.405823,6.116827,
06/30/1992,74.049004,74.278,74.278,,4.247166,0.760858,0.652724,-0.78,0.435,0.435,-0.78,0.435,0.435,0.09,0.478904,1.304515,6.29525,
09/30/1992,74.190086,74.108238,74.108238,,4.651696,0.808412,0.652141,0.44,0.44,0.44,0.44,0.44,0.44,0.205,0.421815,1.19303,6.584964,
12/31/1992,73.533997,74.163002,74.163002,,4.034828,0.555209,0.452207,0.33,0.33,0.33,0.33,0.33,0.33,0.205,0.319566,0.922254,6.529592,
03/31/1993,72.059998,73.183998,73.183998,,4.236568,0.75563,0.627036,0.59,0.59,0.59,0.59,0.59,0.59,0.205,0.645032,1.669831,5.085582,
06/30/1993,69.457001,70.480003,70.480003,,4.014571,0.656158,0.517466,0.38,0.38,0.38,0.38,0.38,0.38,0.205,0.510457,0.769008,4.397195,
09/30/1993,69.330002,69.330002,69.330002,,4.481292,0.84555,0.703649,0.48,0.48,0.48,0.48,0.48,0.48,0.215,0.445045,0.516212,4.637862,
12/31/1993,69.342003,69.335999,69.335999,,3.936916,0.666696,0.556522,0.4,0.4,0.4,0.4,0.4,0.4,0.215,0.341814,0.583629,4.833968,
03/31/1994,69.377998,,69.348999,,4.401405,0.634631,0.426538,0.37,0.37,,,,,0.215,0.785375,0.685549,4.998271,
06/30/1994,69.614998,,69.459,,4.103917,0.700845,0.55522,0.39,0.39,,,,,0.215,0.590161,0.612153,5.238483,
