Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
08/02/1989,,,,,,,39.195385,15.867087,,14.287899,8.715596,8.715595,8.71346,,39.000157,36.496856,,
11/01/1989,,,,,,,38.459179,15.259967,,13.381813,8.189981,8.189981,8.188152,,38.797672,37.433296,,
01/31/1990,,,,,,,39.298851,15.1097,,13.204746,8.321021,8.321021,8.319033,,36.984621,51.973234,,
05/02/1990,,,,,,,38.226225,14.465712,,12.578657,7.986769,7.986769,7.985234,,36.505387,39.462479,,
08/01/1990,,27.21516,11.698478,19.040937,19.037099,,39.300674,17.066038,33.290759,14.937057,9.186317,9.186316,9.184777,,38.499815,37.210306,17.088316,
10/31/1990,,26.901559,11.3684,18.311368,18.270258,,38.046246,15.65427,20.973201,13.638497,8.498826,8.498827,8.497368,,37.685025,44.147957,15.025071,
01/30/1991,,26.464411,11.342536,17.851679,17.821981,,39.009199,14.831596,12.839,12.776713,8.032431,8.032431,8.031061,,37.132255,48.137688,13.725055,
05/01/1991,,27.299168,12.055801,19.700188,17.87343,,39.11795,14.987143,21.119387,13.096145,8.490014,8.490015,8.488872,,35.171658,39.844926,16.421835,
07/31/1991,,30.418176,13.750292,21.731044,17.722758,,37.574511,14.196625,-90.039249,27.353023,16.958895,16.958895,16.957429,,37.999923,24.494112,22.967514,
10/30/1991,,28.879422,11.839778,18.240133,14.7134,,38.532147,14.22799,-59.105041,12.440903,7.713375,7.713375,7.711994,,37.999879,56.87261,12.454941,
01/29/1992,,27.413238,11.584306,17.681535,14.124192,,37.287456,13.251514,,11.16714,7.10922,7.10922,7.107925,,36.338045,60.054111,10.950462,
