Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1996,2026.800049,9.8,9.8,0.0,144.600006,,,37.700001,,,,,51.099998,,,,243.199997,1309.199951,1862.900024,-553.700012,276.0,,198.399994,,,,198.399994,1783.599945,,83.599998,83.599998,,,,10.1,,,,,,144.999999,,,144.999999,238.699997,728.099976,,,,,367.399994,,,,,367.399994,1095.49997,1334.199967,7.1,105.5,,,,,570.099976,682.699976,9.9,692.599976,2026.799943,
06/30/1996,2095.399902,10.7,10.7,0.0,137.5,,,38.799999,,,,,95.0,,,,282.0,1320.0,1890.699951,-570.700012,276.200012,,217.199997,,,,217.199997,1813.400009,,84.400002,84.400002,,,,7.9,,,,,,146.599992,,,146.599992,238.899994,804.0,,,,,377.600006,,,,,377.600006,1181.600006,1420.5,7.1,67.699997,,,,,588.299988,663.099985,11.8,674.899985,2095.399985,
09/30/1996,2196.600098,22.5,22.5,0.0,135.800003,,,35.900002,,,,,103.699997,,,,297.899994,1339.300049,1920.5,-581.200012,343.799988,,215.600006,,,,215.600006,1898.700043,,92.300003,92.300003,,,,7.6,,,,,,145.4,,,145.4,245.300003,831.299988,,,,,394.700012,,,,,394.700012,1226.0,1471.300003,7.1,41.400002,,,,,660.599976,709.099978,16.200001,725.299979,2196.599982,
12/31/1996,2084.100098,22.9,22.9,0.0,138.100006,,,39.299999,,,,,91.800003,,,,292.100006,1219.300049,1710.599976,-491.299988,335.200012,,237.5,,,,237.5,1792.000061,,102.599998,102.599998,,,,7.6,,,,,,134.400008,,,134.400008,244.600006,637.5,,,,,467.5,,,,,467.5,1105.0,1349.600006,7.1,0.4,,,-145.199997,,853.400009,715.700012,18.799999,734.500011,2084.100017,
03/31/1997,2332.199951,11.1,11.1,0.0,149.699997,,,38.799999,,,,,57.099998,,,,256.700012,1219.699951,1720.300049,-500.600006,614.400024,,241.399994,,,,241.399994,2075.499969,,80.400002,80.400002,,,,7.3,,,,,,152.900004,,,152.900004,240.600006,916.299988,,,,,467.600006,,,,,467.600006,1383.899994,1624.5,7.1,0.4,,,,,691.0,698.5,9.2,707.7,2332.2,
06/30/1997,2446.899902,18.1,18.1,0.0,163.0,,,39.900002,,,,,66.900002,,,,287.899994,1262.099976,1771.900024,-509.799988,655.5,,241.399994,,,,241.399994,2158.99997,,91.5,91.5,,,,7.5,,,,,,169.700012,,,169.700012,268.700012,927.299988,,,,,490.200012,,,,,490.200012,1417.5,1686.200012,7.1,0.4,,,0.0,,737.700012,745.200012,15.5,760.700012,2446.900024,
09/30/1997,2530.899902,43.400002,43.400002,0.0,173.699997,,,36.900002,,,,,89.599998,,,,343.600006,1269.300049,1793.900024,-524.599976,0.0,,918.0,,,,918.0,2187.300049,,99.699997,99.699997,,,,107.199997,,,,,,170.100006,,,170.100006,377.0,834.299988,,,,,496.899994,,,,,496.899994,1331.199982,1708.199982,7.1,1.1,,,0.0,,792.400024,800.600024,22.1,822.700024,2530.900006,
12/31/1997,2434.199951,127.0,33.5,93.5,177.0,,,38.400002,,,,,30.700001,,,,373.100006,1227.199951,1745.800049,-518.599976,0.0,,833.900024,,,,833.900024,2061.099975,,109.0,109.0,,,,110.699997,,,,,,217.800003,,,217.800003,437.5,805.900024,,,,,464.299988,,,,,464.299988,1270.200012,1707.700012,7.1,1.1,,,0.0,,690.099976,698.299976,28.200001,726.499977,2434.199989,
03/31/1998,2475.899902,19.700001,19.700001,0.0,194.100006,,,38.299999,,,,,123.300003,,,,375.399994,1227.300049,1759.300049,-532.0,0.0,,873.200012,,,,873.200012,2100.500061,,100.400002,100.400002,,,,110.699997,,,,,,195.000007,,,195.000007,406.100006,779.5,,,,,487.100006,,,,,487.100006,1266.600006,1672.700012,7.1,1.1,,,0.0,,780.099976,788.299976,14.9,803.199976,2475.899988,
06/30/1998,2567.199951,8.8,8.8,0.0,200.199997,,,39.299999,,,,,144.100006,,,,392.399994,1237.400024,1783.099976,-545.700012,0.0,,937.400024,,,,937.400024,2174.800048,,104.400002,104.400002,,,,113.699997,,,,,,178.600013,,,178.600013,396.700012,758.0,,,,,524.799988,,,,,524.799988,1282.799988,1679.5,7.1,7.5,,,0.0,,850.200012,864.800012,22.9,887.700012,2567.200012,
09/30/1998,2584.199951,27.9,27.9,0.0,199.199997,,,44.0,44.0,,,,159.0,,,,430.100006,1252.800049,1807.199951,-554.400024,0.0,,901.299988,,,,901.299988,2154.100037,,106.400002,106.400002,,,,10.7,,,,,,184.799992,,,184.799992,301.899994,846.299988,,,,,518.5,,,,,518.5,1364.799988,1666.699982,6.1,1.1,,,0.0,,884.700012,891.900012,25.6,917.500012,2584.199994,
12/31/1998,2619.7,176.3,27.2,149.1,208.4,208.4,,47.0,47.0,0.0,0.0,0.0,37.8,,,,469.5,1266.7,1833.8,-567.1,0.0,,883.5,151.0,,,732.5,2150.2,,125.8,125.8,,,,10.7,,,,,,159.7,,,159.7,296.2,825.6,,,,,532.4,,,,,532.4,1358.0,1654.2,6.1,1.1,,,,849.1,74.9,931.2,34.3,965.5,2619.7,
03/31/1999,2709.199951,212.300003,42.5,169.800003,244.899994,,,50.5,50.5,0.0,0.0,0.0,29.4,,,,537.099976,1273.099976,1854.900024,-581.799988,0.0,,899.0,,,,899.0,2172.099976,,124.699997,124.699997,,,,10.9,,,,,,191.400003,,,191.400003,327.0,829.0,,,,,541.0,,,,,541.0,1370.0,1697.0,6.1,1.1,,,0.0,,977.5,984.7,27.5,1012.2,2709.2,
06/30/1999,2812.600098,253.5,139.300003,114.199997,234.399994,,,50.200001,50.200001,0.0,0.0,0.0,37.799999,,,,575.900024,1283.900024,1877.5,-593.599976,0.0,,952.799988,,,,952.799988,2236.700012,,134.600006,134.600006,,,,11.0,,,,,,170.0,,,170.0,315.600006,811.599976,,,,,560.0,,,,,560.0,1371.599976,1687.199982,6.1,1.1,,,0.0,,1084.5,1091.7,33.700001,1125.400001,2812.599983,
09/30/1999,2903.600098,322.800003,171.699997,151.100006,248.600006,,,44.599998,44.599998,0.0,0.0,0.0,39.099998,,,,655.099976,1306.300049,1916.199951,-609.900024,0.0,,942.200012,,,,942.200012,2248.500061,,154.5,154.5,,,,10.9,,,,,,192.300012,,,192.300012,357.700012,780.700012,,,,,560.799988,,,,,560.799988,1341.5,1699.200012,6.1,1.1,,,0.0,,1153.599976,1160.799976,43.599998,1204.399974,2903.599986,
12/31/1999,2672.0,11.9,11.9,0.0,132.199997,,,40.5,40.5,0.0,0.0,0.0,23.9,,,,208.5,1277.400024,1855.400024,-578.0,0.0,,1186.099976,34.400002,,,1151.699974,2463.5,,74.800003,74.800003,,,,10.9,,,,,,168.499994,,,168.499994,254.199997,750.0,,,,,384.700012,,,,,384.700012,1134.700012,1388.900009,6.1,1.1,,,0.0,,1275.900024,1283.100024,0.0,1283.100024,2672.000033,
03/31/2000,3317.399902,421.5,388.5,33.0,343.700012,,,39.400002,39.398998,0.0,0.0,0.0,55.0,,,,859.599976,1377.300049,2020.0,-642.700012,0.0,,1080.5,,,,1080.5,2457.800049,,223.899994,223.899994,,,,11.6,,,,,,216.000006,,,216.000006,451.5,688.299988,,,,,596.799988,,,,,596.799988,1285.099976,1736.599976,6.1,1.1,,,,,1506.699951,1513.899951,66.900002,1580.799953,3317.399929,
06/30/2000,2957.199951,34.099998,34.099998,0.0,124.900002,,,34.200001,34.200001,0.0,0.0,0.0,21.4,,,,214.600006,1302.300049,1907.099976,-604.799988,0.0,,1440.300049,,,,1440.300049,2742.600098,,50.599998,50.599998,,,,213.699997,,,,,,152.400017,,,152.400017,416.700012,467.799988,,,,,394.899994,,,,,394.899994,862.699982,1279.399994,6.1,1.1,,,,,1670.599976,1677.799976,0.0,1677.799976,2957.19997,
09/30/2000,1927.0,30.200001,30.200001,0.0,119.800003,119.8,,34.200001,34.200001,0.0,0.0,0.0,20.799999,,,,205.0,1311.300049,1925.300049,-614.0,361.1,,410.700012,,,,410.700012,2083.100061,,36.299999,36.299999,,,,13.7,,,,,,151.100007,,,151.100007,201.100006,671.700012,,,,,414.700012,,,,,414.700012,1086.400024,1287.50003,6.1,0.6,,,0.0,632.8,-1.2e-05,639.499988,0.0,639.499988,1927.000018,
12/31/2000,1944.5,21.5,21.5,0.0,135.0,,,34.0,34.0,0.0,0.0,0.0,25.9,,,,216.399994,1327.799927,1950.699951,-622.900024,0.0,,400.299988,42.099998,,,358.19999,1728.099915,,52.900002,52.900002,,,,36.200001,,,,,,159.899997,,,159.899997,249.0,638.400024,,,,,413.700012,,,,,413.700012,1052.100036,1301.100036,6.1,0.6,,,,,636.700012,643.400012,0.0,643.400012,1944.500048,
03/31/2001,1956.4,28.6,28.6,0.0,140.3,140.3,,31.8,31.8,0.0,0.0,0.0,23.7,,,,224.4,1326.8,1962.8,-636.0,364.4,,40.8,40.8,,,0.0,1732.0,,44.4,44.4,,,,38.7,,,,,,164.3,,,164.3,247.4,643.0,,,,,416.4,,,,,416.4,1059.4,1306.8,6.1,0.6,,,,645.2,-2.3,649.6,0.0,649.6,1956.4,
06/30/2001,1946.199951,18.6,18.6,0.0,136.300003,,,29.700001,29.700001,0.0,0.0,0.0,21.6,,,,206.199997,1322.800049,1972.900024,-650.099976,0.0,,417.200012,41.900002,,,375.30001,1740.000061,,46.0,46.0,,,,40.299999,,,,,,142.700001,,,142.700001,229.0,646.200012,,,,,415.700012,,,,,415.700012,1061.900024,1290.900024,6.1,0.6,,,,,648.599976,655.299976,0.0,655.299976,1946.2,
09/30/2001,1962.400024,26.9,26.9,0.0,141.399994,,,28.799999,28.799999,0.0,0.0,0.0,19.0,,,,216.100006,1323.0,1983.0,-660.0,0.0,,423.299988,43.400002,,,379.899986,1746.299988,,48.299999,48.299999,,,,42.799999,,,,,,120.700005,,,120.700005,211.800003,642.0,,,,,443.600006,,,,,443.600006,1085.600006,1297.400009,6.1,0.6,,,,,658.299988,664.999988,0.0,664.999988,1962.399997,
12/31/2001,2010.9,24.7,24.7,0.0,130.0,130.0,,27.9,27.9,0.0,0.0,0.0,71.8,,,,254.4,1327.4,1987.6,-660.2,386.8,,42.3,42.3,,,0.0,1756.5,,50.4,50.4,,,,46.7,,,,,,160.4,,,160.4,257.5,611.7,,,,,461.4,,,,,461.4,1073.1,1330.6,6.1,0.6,,,,676.5,-2.9,680.3,0.0,680.3,2010.9,
03/31/2002,1999.9,56.8,56.8,0.0,129.6,129.6,,28.2,,0.0,0.0,0.0,45.1,,,,259.7,1325.2,2003.1,-677.9,382.3,,32.7,10.8,10.8,0.0,21.9,1740.2,,41.7,41.7,,,,47.9,,,,,,163.3,,,163.3,252.9,580.0,,,,,468.3,,,,,468.3,1048.3,1301.2,6.1,0.6,,,,694.2,-2.2,698.7,0.0,698.7,1999.9,
06/30/2002,1979.5,23.5,23.5,0.0,131.5,131.5,,30.6,30.6,0.0,0.0,0.0,36.1,,,,221.7,1329.9,2012.8,-682.9,394.7,,33.2,10.8,10.8,0.0,22.4,1757.8,,43.4,43.4,,,,10.3,,,,,,161.9,,,161.9,215.6,584.7,,,,,466.5,,,,,466.5,1051.2,1266.8,6.1,0.6,,,,709.2,-3.2,712.7,0.0,712.7,1979.5,
09/30/2002,1995.7,35.5,35.5,0.0,112.3,112.3,,35.3,35.299999,0.0,0.0,0.0,38.3,,,,221.4,1336.3,2022.8,-686.5,404.6,,33.4,10.6,10.6,0.0,22.8,1774.3,,40.3,40.3,,,,10.0,,,,,,153.9,,,153.9,204.2,578.7,,,,,483.2,,,,,483.2,1061.9,1266.1,6.1,0.6,,,,725.8,-2.9,729.6,0.0,729.6,1995.7,
12/31/2002,2008.8,19.0,19.0,0.0,118.5,118.5,,34.2,34.200001,0.0,0.0,0.0,44.5,,,,216.2,1337.4,2039.7,-702.3,423.1,,32.1,10.6,10.6,0.0,21.5,1792.6,,47.7,47.7,,,,10.0,,,,,,128.6,,,128.6,186.3,572.6,,,,,497.0,,,,,497.0,1069.6,1255.9,6.1,0.6,,,,748.5,-2.3,752.9,0.0,752.9,2008.8,
03/31/2003,2027.5,64.0,64.0,0.0,108.8,108.8,,36.3,36.200001,0.0,0.0,0.0,19.0,,,,228.1,1339.8,2042.6,-702.8,430.3,,29.3,10.6,10.6,0.0,18.7,1799.4,,44.1,44.1,,,,10.0,,,,,,133.4,,,133.4,187.5,571.7,,,,,496.6,,,,,496.6,1068.3,1255.8,6.1,0.6,,,,767.1,-2.1,771.7,0.0,771.7,2027.5,
06/30/2003,2216.5,191.9,191.9,0.0,112.7,112.7,,35.6,,0.0,0.0,0.0,36.0,,,,376.2,1344.3,2060.4,-716.1,460.8,,35.2,10.6,10.6,0.0,24.6,1840.3,,35.7,35.7,,,,10.0,,,,,,141.9,,,141.9,187.6,570.1,,,,,493.9,,,,,493.9,1064.0,1251.6,6.5,108.2,,,,851.700012,-1.500012,964.9,0.0,964.9,2216.5,
09/30/2003,2218.0,230.2,230.2,0.0,109.7,109.7,,36.2,36.200001,0.0,0.0,0.0,21.3,,,,397.4,1348.9,2069.8,-720.9,433.8,,37.9,10.6,10.6,0.0,27.3,1820.6,,46.6,46.6,,,,10.0,,,,,,139.7,,,139.7,196.3,568.7,,,,,486.8,,,,,486.8,1055.5,1251.8,6.5,109.5,,,,851.400024,-1.200024,966.2,0.0,966.2,2218.0,
12/31/2003,2152.9,135.4,135.4,0.0,108.2,108.199997,,36.8,36.799999,0.0,0.0,0.0,27.7,,,,308.1,1362.5,2096.8,-734.3,442.7,,39.6,10.6,10.6,0.0,29.0,1844.8,,45.5,45.5,,,,9.9,,,,,,119.4,,,119.4,174.8,513.5,,,,,500.9,,,,,500.9,1014.4,1189.2,6.5,111.5,,,,846.200012,-0.500012,963.7,0.0,963.7,2152.9,
03/31/2004,2224.8,188.6,188.6,0.0,105.8,105.8,,41.9,41.900002,0.0,0.0,0.0,28.3,,,,364.6,1372.0,2117.0,-745.0,446.5,,41.7,10.6,10.6,0.0,31.1,1860.2,,42.8,42.8,,,,9.9,,,,,,134.1,,,134.1,186.8,564.4,,,,,503.1,,,,,503.1,1067.5,1254.3,6.5,116.3,,,,847.400024,0.299976,970.5,0.0,970.5,2224.8,
06/30/2004,2231.9,156.5,156.5,0.0,103.7,103.699997,,44.7,44.700001,0.0,0.0,0.0,36.6,,,,341.5,1401.6,,,446.8,,42.0,10.6,10.6,0.0,31.4,1890.4,,50.7,50.7,,,,8.8,,,,,,124.1,,,124.1,183.6,563.9,,,,,506.3,,,,,506.3,1070.2,1253.8,6.5,116.5,,,,854.400024,0.699976,978.1,0.0,978.1,2231.9,
12/31/2004,2440.6,38.6,38.6,0.0,131.4,131.4,,48.2,48.2,0.0,0.0,0.0,35.4,,,,253.6,1424.0,2179.3,-755.3,484.9,,278.1,10.6,10.6,0.0,267.5,2187.0,,52.8,52.8,,,,9.9,,,,,,183.1,,,183.1,245.8,655.8,,,,,522.5,,,,,522.5,1178.3,1424.1,6.5,155.9,,,,853.9,0.2,1016.5,0.0,1016.5,2440.6,
06/30/2005,4299.3,41.8,41.8,0.0,287.1,287.1,,80.1,80.1,0.0,0.0,0.0,47.0,,,,456.0,2142.7,3208.5,-1065.8,56.4,,1644.2,1448.8,30.4,1418.4,195.4,3843.3,,157.8,157.8,,,,118.1,,,,,,205.0,,,205.0,480.9,1526.1,,,,,721.4,,,,,721.4,2247.5,2728.4,6.5,471.3,,,,840.5,-4.3,1314.0,256.9,1570.9,4299.3,
09/30/2005,4305.9,72.4,72.4,0.0,283.2,283.2,,91.6,91.6,0.0,0.0,0.0,49.7,,,,496.9,2176.6,3266.6,-1090.0,57.8,,1574.6,1320.0,10.6,1309.4,254.6,3809.0,,205.5,205.5,,,,142.1,,,,,,339.6,,,339.6,687.2,1465.6,,,,,729.6,,,,,729.6,2195.2,2882.4,6.5,474.1,,,,948.9,-6.0,1423.5,0.0,1423.5,4305.9,
12/31/2005,4423.6,31.1,31.1,0.0,315.7,315.7,,73.9,73.9,0.0,0.0,0.0,46.1,,,,466.8,2298.3,3118.7,-820.4,60.3,,1598.2,1371.0,10.6,1360.4,227.2,3956.8,,215.4,215.4,,,,38.0,,,,,,320.3,,,320.3,573.7,1663.9,,,,,759.8,,,,,759.8,2423.7,2997.4,6.7,481.2,,,,946.1,-7.8,1426.2,0.0,1426.2,4423.6,
03/31/2006,4418.6,30.1,30.1,0.0,331.2,331.2,,68.6,68.6,0.0,0.0,0.0,39.8,,,,469.7,2302.6,3143.7,-841.1,60.9,,1585.4,1359.3,10.6,1348.7,226.1,3948.9,,230.7,230.7,,,,133.9,,,,,,255.5,,,255.5,620.1,1578.9,,,,,747.5,,,,,747.5,2326.4,2946.5,6.7,511.6,,,,954.1,-0.3,1472.1,0.0,1472.1,4418.6,
06/30/2006,4461.4,22.2,22.2,0.0,299.3,299.3,,87.6,87.6,0.0,0.0,0.0,105.1,,,,514.2,2320.6,3181.0,-860.4,63.2,,1563.4,1341.9,10.6,1331.3,221.5,3947.2,,172.0,172.0,,,,175.2,,,,,,273.7,,,273.7,620.9,1542.4,,,,,699.8,,,,,699.8,2242.2,2863.1,6.7,518.5,,,,973.3,-0.2,1498.3,100.0,1598.3,4461.4,
09/30/2006,4525.4,64.2,64.2,0.0,335.1,335.1,,78.1,78.1,0.0,0.0,0.0,87.9,,,,565.3,2358.7,,,66.7,,1534.7,1328.9,10.6,1318.3,205.8,3960.1,,178.3,178.3,,,,186.2,,,,,,357.5,,,357.5,722.0,1490.5,,,,,683.0,,,,,683.0,2173.5,2895.5,6.7,523.3,,,,999.8,-0.1,1529.7,100.2,1629.9,4525.4,
12/31/2006,4637.3,79.0,79.0,0.0,334.3,334.3,,72.5,72.5,0.0,0.0,0.0,120.2,,,,606.0,2452.2,3349.2,-897.0,64.9,,1514.2,1313.9,10.6,1303.3,200.3,4031.3,,189.9,189.9,,,,41.9,,,,,,405.6,,,405.6,637.4,1631.8,,,,,685.4,,,,,685.4,2317.2,2954.6,6.7,523.7,,,,1050.7,1.3,1582.4,100.3,1682.7,4637.3,
03/31/2007,4650.8,68.0,68.0,0.0,299.7,299.7,,76.6,76.6,0.0,0.0,0.0,152.4,,,,596.7,2506.2,3397.1,-890.9,60.9,,1487.0,1288.3,8.2,1280.1,198.7,4054.1,,181.4,181.4,,,,44.6,,,,,,364.7,,,364.7,590.7,1613.6,,,,,702.7,,,,,702.7,2316.3,2907.0,6.7,539.3,,,,1051.9,1.4,1599.3,144.5,1743.8,4650.8,
06/30/2007,4712.1,66.3,66.3,0.0,298.4,298.4,,80.3,80.3,0.0,0.0,0.0,127.1,,,,572.1,2603.9,3448.8,-844.9,64.2,,1471.9,1273.5,,,198.4,4140.0,,126.1,126.1,,,,10.7,,,,,,403.3,,,403.3,540.1,1636.9,,,,,702.6,,,,,702.6,2339.5,2879.6,6.7,542.6,,,,1077.2,1.3,1627.8,204.7,1832.5,4712.1,
09/30/2007,4775.6,116.2,116.2,0.0,284.5,284.5,,87.9,87.9,0.0,0.0,0.0,104.8,,,,593.4,2692.0,3499.3,-807.3,67.4,,1422.8,1230.6,,,192.2,4182.2,,143.2,143.2,,,,351.3,,,,,,438.6,,,438.6,933.1,1295.7,,,,,670.2,,,,,670.2,1965.9,2899.0,6.7,544.7,,,,1119.1,1.2,1671.7,204.9,1876.6,4775.6,
12/31/2007,4928.2,55.5,55.5,0.0,243.4,243.4,,90.3,,,,,256.5,,,,645.7,2917.8,3789.7,-871.9,79.3,,1285.4,1226.1,10.6,1215.5,59.3,4282.5,,121.1,121.1,,,,650.9,,,,,,326.7,,,326.7,1098.7,1105.0,,,,,755.2,,,,,755.2,1860.2,2958.9,6.7,550.3,,,,1168.9,0.4,1726.3,243.0,1969.3,4928.2,
03/31/2008,5083.2,72.5,72.5,0.0,227.7,227.7,,96.3,96.3,0.0,0.0,0.0,363.6,,,,760.1,3002.8,3874.3,-871.5,56.4,,1263.9,1200.9,,,63.0,4323.1,,143.0,143.0,,,,651.8,,,,,,324.3,,,324.3,1119.1,1167.4,,,,,790.2,,,,,790.2,1957.6,3076.7,6.7,556.8,,,,1201.7,0.4,1765.6,240.9,2006.5,5083.2,
06/30/2008,5211.9,29.4,29.4,0.0,242.0,242.0,,104.7,104.7,0.0,0.0,0.0,336.2,,,,712.3,3129.0,4017.3,-888.3,65.9,,1304.7,1214.0,,,90.7,4499.6,,150.3,150.3,,,,624.4,,,,,,290.4,,,290.4,1065.1,1267.4,,,,,798.5,,,,,798.5,2065.9,3131.0,6.5,558.5,,,,1252.3,1.7,1819.0,261.9,2080.9,5211.9,
09/30/2008,5351.9,96.5,96.5,0.0,218.9,218.9,,98.4,98.4,0.0,0.0,0.0,353.3,,,,767.1,3227.4,4121.5,-894.1,68.8,,1288.6,1199.4,,,89.2,4584.8,,148.2,148.2,,,,627.2,,,,,,318.3,,,318.3,1093.7,1282.5,,,,,837.5,,,,,837.5,2120.0,3213.7,6.3,566.9,,,,1301.2,1.7,1876.1,262.1,2138.2,5351.9,
12/31/2008,5439.2,229.9,229.9,0.0,163.8,163.8,,96.3,,,,,195.6,,,,685.6,4598.4,5763.4,-1165.0,60.5,,94.7,10.6,10.6,0.0,84.1,4753.6,,255.8,255.8,,,,637.4,,,,,,199.6,,,199.6,1092.8,1448.7,,,,,712.5,,,,,712.5,2161.2,3254.0,6.3,573.2,,,,1337.6,-5.6,1911.5,273.7,2185.2,5439.2,
