Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,160.0,-98.099998,61.900002,-28.4,33.5,-20.700001,,4.0,16.799999,-13.4,3.4,0.0,0.0,3.4,-11.6,-8.2,-8.200001,,-0.09,-0.09,90.708,,,,,
06/30/1990,140.800003,-100.400002,40.400002,-31.799999,8.6,-19.9,,4.3,-6.999999,-9.3,-16.299999,0.0,0.0,-16.299999,-11.6,-27.9,-27.9,,-0.3,-0.3,93.391998,,,,,
09/30/1990,173.800003,-110.400002,63.400002,-24.700001,38.700001,-20.1,,3.8,22.4,-18.299999,4.1,0.0,0.0,4.1,-10.4,-6.3,-6.299999,,-0.06,-0.06,100.07,,,,,
12/31/1990,210.800003,-124.800003,86.0,-32.099998,53.900002,-19.9,,3.1,37.100002,-21.0,16.1,0.0,0.0,16.1,-10.4,5.7,5.700002,0.07,0.07,0.07,100.125,0.07,0.07,0.07,100.125,
03/31/1991,210.399994,-109.599998,100.799995,-26.799999,74.0,-20.9,,-0.3,52.8,-38.799999,14.0,0.0,0.0,14.0,-10.4,3.6,3.600002,,0.04,0.04,100.127998,,,,,
06/30/1991,186.899994,-122.599998,64.299995,-26.5,37.799999,-22.4,,2.7,18.1,-31.700001,-13.6,0.0,0.0,-13.6,-10.4,-24.0,-24.000001,,-0.24,-0.24,100.366997,,,,,
09/30/1991,188.199997,-119.0,69.199997,-27.5,41.700001,-23.200001,,6.0,24.5,-32.700001,-8.2,0.0,0.0,-8.2,-10.5,-18.7,-18.700001,,-0.19,-0.19,100.724998,,,,,
12/31/1991,205.300003,-126.800003,78.5,-36.900002,41.599998,-21.9,,3.8,23.499998,-26.9,-3.4,0.0,0.0,-3.4,-10.4,-13.8,-13.800002,-0.13,-0.13,-0.13,101.9795,-0.13,-0.13,-0.13,101.9795,
03/31/1992,168.800003,-110.5,58.300003,-30.700001,27.6,-20.799999,,-18.700001,-11.9,-26.4,-38.299999,0.0,0.0,-38.299999,-10.4,-48.699999,-48.699999,,-0.47,-0.47,103.795998,,,,,
06/30/1992,166.699997,-105.599998,61.099998,-22.799999,38.299999,-21.4,,6.8,23.7,-27.299999,-3.60001,0.0,0.0,-3.60001,-10.4,-14.00001,-13.999999,,-0.13,-0.13,111.513,,,,,
09/30/1992,174.800003,-122.0,52.800003,-13.0,39.799999,-21.1,,-1.6,17.099999,-26.299999,-9.2,0.0,0.0,-9.2,-10.5,-19.7,-19.7,,-0.15,-0.15,130.087006,,,,,
12/31/1992,208.100006,-134.199997,73.900009,-48.700001,25.200001,-23.6,,146.199997,147.799998,-22.5,125.300003,0.0,0.0,125.300003,-10.4,114.900003,114.899998,0.86,0.86,0.86,133.143997,0.86,0.86,0.86,133.143997,
03/31/1993,192.0,-127.199997,64.800003,-25.200001,39.599998,-21.9,0.0,5.4,23.099999,-22.9,0.2,-4.4,0.0,-4.2,-10.4,-14.599999,-10.2,,-0.07,-0.1,133.5,,,,,
06/30/1993,204.199997,-143.899994,60.300003,-25.0,35.299999,-22.6,0.0,11.9,24.599998,-28.5,-3.9,0.0,0.0,-3.9,-10.4,-14.3,-14.300001,,-0.11,-0.11,133.800003,,,,,
09/30/1993,193.100006,-141.199997,51.900009,-22.6,29.299999,-21.6,0.0,4.4,12.099999,-19.5,-7.4,-3.2,0.0,-10.6,-10.5,-21.1,-17.900001,,-0.14,-0.16,134.0,,,,,
