Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,-10.823,6.33,-18.416,-24.815001,-47.723999,,,,,,,,,,,,,,,,,
06/30/1990,,1.543,6.493,-12.632,-1.742,-6.338,,,,,,,,,,,,,,,,,
09/30/1990,,-2.679,6.427,-8.534,3.801,-0.985,,,,,,,,,,,,,,,,,
12/31/1990,,-54.779999,5.046,49.967999,16.063999,16.298,,,,,,,,,,,,,,,16.298,,
03/31/1991,,-8.164,6.358,0.428,-5.247,-6.625,,,,,,,,,,,,,,,,,
06/30/1991,,5.397,6.563,1.631,-11.416,2.175,,,,,,,,,,,,,,,,,
09/30/1991,,3.284,6.607,2.131,4.845,16.867001,,,,,,,,,,,,,,,,,
12/31/1991,,-6.064,6.217,1.296,20.554001,22.003,,,,,,,,,,,,,,,22.003,,
03/31/1992,,-129.559006,6.547,121.101997,-3.141,-5.051,,,,,,,,,,,,,,,,,
07/01/1992,,3.139,6.559,-4.29,-13.943,-8.535,,,,,,,,,,,,,,,,,
09/30/1992,,-36.847,6.387,48.463001,-5.418,12.585,,,,,,,,,,,,,,,,,
12/31/1992,,-1.075,6.638,-7.334,18.652,16.881001,,,,,,,,,,,,,,,16.881001,,
03/31/1993,,-14.5,6.584,5.885,-15.702,-17.733,,,,,,,,,,,,,,,,,
06/30/1993,,-28.287001,6.577,31.056,-9.607,-0.261,,,,,,,,,,,,,,,,,
09/30/1993,,11.48,6.602,0.143,8.87,27.094999,,,,,,,,,,,,,,,,,
12/31/1993,,-4.693,6.491,8.507,12.192,22.497,,,,,,,,,,,,,,,22.497,,
03/31/1994,,-23.118,6.688,-8.081,3.16,-21.351,,,,,,,,,,,,,,,,,
06/30/1994,,7.914,5.979,-4.034,-9.097,0.762,,,,,,,,,,,,,,,,,
09/30/1994,,13.441,5.464,7.321,1.402,27.628,,,,,,,,,,,,,,,,,
12/31/1994,,7.978,5.747,-7.325,3.666,10.066,,,,,,,,,,,,,,,10.066,,
03/31/1995,,-5.082,5.83,-4.728,-6.21,-10.19,,,-6.797,,,,,,,,,,,,,,
06/30/1995,,12.133,5.907,7.546,-21.743999,3.842,,,-12.858,,,,,,,,,,,,,,
09/30/1995,,18.122,6.259,8.0,-6.29,26.091,,,-6.908,,,,,,,,,,,,,,
12/31/1995,,10.589,5.632,-2.575,16.882,30.528,-10.013,,-10.013,,,,,,,,,,,,20.515,,
03/31/1996,,-3.276,5.944,-1.882,-5.181,-4.395,,,-9.533,,,,,,,,,,,,,,
06/30/1996,,17.263,5.79,4.208,-14.83,12.431,,,-10.878,,,,,,,,,,,,,,
09/30/1996,,25.346001,6.088,4.868,2.248,38.549999,,,-9.354,,,,,,,,,,,,,,
12/31/1996,,14.827,6.238,8.335,20.216,49.616001,-12.875,,-12.875,,,,,,,,,,,,36.741001,,
03/31/1997,,0.264,6.253,-0.257,-10.185,-3.925,-0.632,0.0,-10.08,0.0,0.0,9.448,25.811001,-0.547,0.0,50.0,-28.0,4.358,0.0,0.0,21.254,,
06/30/1997,,20.181,5.952,10.637,-16.996,19.774,-10.928,0.0,-10.97,0.0,0.0,0.042,-50.451,-0.55,0.0,0.0,-50.0,0.099,0.0,0.0,-41.605,,
09/30/1997,,27.722,6.121,6.891,9.425,50.159,-5.612,0.0,-8.976,0.0,0.0,3.364,-0.811,-0.55,0.0,0.0,0.0,0.175,-0.436,0.0,43.736,,
12/31/1997,,17.246,5.265,3.464,15.445,41.419998,32.193001,0.0,-11.951,0.0,0.0,44.144001,-14.133,-0.55,0.0,0.0,0.0,0.05,-13.633,0.0,59.48,,
03/31/1998,,7.061,5.346,-1.829,-5.395,5.183,-13.394,0.0,-15.889,0.0,0.0,2.494995,-0.503,-0.527,0.0,0.0,0.0,0.024,0.0,0.0,-8.714,,
06/30/1998,,22.412001,5.211,7.139,-15.038,19.724001,-15.638,0.0,-15.682,0.0,0.0,0.044,-3.121,-0.536,0.0,0.0,0.0,0.18,-2.765,0.0,0.965,,
09/30/1998,,28.75,5.489,1.072,0.75,36.061001,-6.5,4.445,-8.406,0.0,0.0,-2.539,-62.785,-0.507,0.0,0.0,0.0,4.796,-67.073997,0.0,-33.223999,,
12/31/1998,,18.059,5.791,3.22,11.844,38.914001,-11.892,0.0,-16.593,0.0,0.0,4.701,-19.968,-0.485,0.0,0.0,0.0,9.282,-28.764999,0.0,7.054,,
03/31/1999,,9.646,6.053,2.478,-15.861,2.316,-18.037001,0.0,-16.301001,0.0,0.0,-1.736,0.54,-1.015,0.0,0.0,0.0,1.822,-0.267,0.0,-15.181,,
06/30/1999,,22.879,5.981,0.57,-7.362,22.068001,-16.120001,0.0,-14.078,0.0,0.0,-2.042,-32.521,-0.981,0.0,0.0,0.0,1.215,-32.755001,0.0,-26.573,,
