Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1990,11.472,,11.891,,35.143975,,1.097216,0.65,0.65,,,,,0.0,-0.557733,,1.079236,22.309885,
06/30/1990,11.493,,11.926,,33.313517,,0.57622,0.64,0.64,,,,,0.0,0.26438,,14.684852,22.630384,
09/30/1990,11.511,,11.938,,35.446224,,1.331463,0.72,0.72,,,,,0.0,0.819065,,14.237947,22.982713,
12/31/1990,12.37,12.366,12.366,,37.860585,,1.137393,0.92,0.92,0.92,0.92,0.92,0.92,,5.326217,,15.738318,22.792239,
03/31/1991,11.84,,12.551,,36.025018,,1.05155,0.71,0.71,,,,,0.0,-0.634372,,13.819679,23.749831,
06/30/1991,13.567,,13.093,,36.228595,,0.911861,0.72,0.72,,,,,0.0,-0.986558,,14.750424,26.851255,
09/30/1991,13.577,,14.276,,36.891284,,0.363057,0.78,0.78,,,,,0.0,-0.516181,,10.98991,27.356853,
12/31/1991,14.313,14.236,14.236,,37.007237,,0.107685,0.4,0.4,0.4,0.4,0.4,0.4,,8.641121,,17.809124,26.908475,
03/31/1992,14.397,,15.195,,33.495361,,0.331886,-0.7,0.44,,,,,0.0,0.036657,,16.229284,27.016045,
06/30/1992,28.802999,,30.26,,17.338036,,0.172108,0.23,0.23,,,,,0.0,1.130668,,8.995695,13.514078,
09/30/1992,28.878,,30.297001,,19.29729,,-0.319041,-0.34,-0.24,,,,,0.0,2.452949,,4.08529,12.460073,
12/31/1992,30.639999,30.511999,30.511999,,21.849436,,0.280611,0.23,0.23,0.23,0.23,0.23,0.23,,2.124312,,5.799348,12.264067,
03/31/1993,30.738001,,30.726999,,18.231361,,0.321834,0.26,0.26,,,,,0.0,-1.872653,,3.287852,12.356009,
06/30/1993,30.865999,,30.396,,21.561785,,0.268917,0.27,0.27,,,,,0.0,0.15229,,4.189205,12.437537,
09/30/1993,31.452,,31.278,,23.461859,,0.434395,0.3,0.3,,,,,0.0,0.048533,,3.264021,12.717538,
12/31/1993,31.618,31.563,31.563,,24.494377,,0.118905,0.33,0.33,0.33,0.33,0.33,0.33,,-0.408168,,2.905908,12.87137,
03/31/1994,32.525002,,32.174,,13.967707,,0.067104,0.3,0.22,,,,,0.0,-0.153882,,2.736971,13.225549,
06/30/1994,32.648998,,32.549999,,15.23189,,-0.570415,-1.24,-0.62,,,,,0.0,-3.847804,,4.347055,11.837668,
09/30/1994,32.738998,,32.641998,,18.095676,,-0.00723,-0.1,0.1,,,,,0.0,-1.333466,,2.660466,11.582395,
12/31/1994,32.865002,32.700001,32.700001,,14.835749,,-3.584434,-9.64,-4.45,-4.45,-9.64,-4.45,-4.45,0.0,5.992905,,2.034505,1.758588,
03/31/1995,33.042999,,32.865002,,11.151254,0.043846,-0.170272,-1.56,-0.6,,,,,0.0,-2.686992,-2.721679,2.335744,0.474563,
06/30/1995,33.054001,,33.042,,13.897737,0.102294,-0.16476,-0.37,-0.31,,,,,0.0,-0.87985,,2.204786,0.11823,
09/30/1995,33.046001,,33.047001,,14.907223,-0.807123,-0.850032,-3.17,-1.15,,,,,0.0,0.121161,,1.914089,-3.019245,
12/31/1995,33.237999,,33.049999,,11.810348,0.139486,-0.039032,-2.82,-0.35,,,,,0.0,2.67525,,1.898008,-5.827127,
03/31/1996,33.243,,33.240002,,9.753399,0.172142,0.037034,0.01,0.01,,,,,0.0,0.82518,0.732611,2.365551,-5.817525,
