Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1990,90.760002,,90.708,,1.763902,0.869824,0.369317,-0.09,-0.09,,,,,0.0,0.747453,,1.26818,-0.755839,
06/30/1990,100.025002,,93.391998,,1.507624,0.558934,0.092085,-0.3,-0.3,,,,,0.0,0.285892,,0.644839,-0.286929,
09/30/1990,100.123001,,100.07,,1.736784,0.889377,0.386729,-0.06,-0.06,,,,,0.0,0.581593,,0.50438,-0.335588,
12/31/1990,100.126999,100.125,100.125,,2.105368,1.049688,0.538327,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.837953,,0.455422,-0.273653,
03/31/1991,100.129997,,100.127998,,2.10131,1.235419,0.739054,0.04,0.04,,,,,0.0,0.508349,,0.365525,-0.232698,
06/30/1991,100.601997,,100.366997,,1.862166,0.903684,0.376618,-0.24,-0.24,,,,,0.0,0.535036,,0.496014,-0.461223,
09/30/1991,101.303001,,100.724998,,1.868454,0.95309,0.413999,-0.19,-0.19,,,,,0.0,0.601638,,1.10362,-0.575501,
12/31/1991,102.655998,101.9795,101.9795,,2.01315,0.86586,0.407925,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,0.0,0.709947,,0.241584,-0.586425,
03/31/1992,105.112,,103.795998,,1.626267,0.695595,0.265906,-0.47,-0.47,,,,,0.0,0.280358,,0.342492,-0.867647,
06/30/1992,128.863007,,111.513,,1.494893,0.731753,0.343458,-0.13,-0.13,,,,,0.0,0.342561,,1.000287,0.23979,
09/30/1992,131.979996,,130.087006,,1.343716,0.621123,0.305949,-0.15,-0.15,,,,,0.0,0.206016,,2.701925,0.240946,
12/31/1992,133.432007,133.143997,133.143997,,1.562969,0.531004,0.189269,0.86,0.86,0.86,0.86,0.86,0.86,0.0,1.524665,,1.630044,1.253822,
03/31/1993,133.554993,,133.5,,1.438202,0.575281,0.296629,-0.1,-0.07,,,,,0.0,0.221723,,2.114485,1.188275,
06/30/1993,133.975815,,133.800003,,1.526158,0.541106,0.263827,-0.11,-0.11,,,,,0.0,0.116592,,0.498597,1.089749,
09/30/1993,134.063004,,134.0,,1.441045,0.508209,0.218657,-0.16,-0.14,,,,,0.0,0.464179,,0.718319,0.951045,
12/31/1993,134.199997,134.100006,134.100006,,1.472036,0.378076,0.076063,-0.31,-0.28,-0.28,-0.31,-0.28,-0.28,0.0,0.217748,,1.209389,1.043219,
03/31/1994,134.423996,,134.5,,1.391078,0.443866,0.159851,-0.17,-0.17,,,,,0.0,0.253532,,0.914271,0.879308,
06/30/1994,134.600998,,134.699997,,1.243504,0.448404,0.187082,0.13,0.13,,,,,0.0,0.009651,,1.47993,1.021538,
09/30/1994,135.233994,,134.899994,,1.261675,0.531505,0.286879,-0.19,-0.19,,,,,0.0,0.15493,,1.829422,0.823758,
12/31/1994,135.399002,,135.5,,1.160886,-0.005166,-0.254613,-0.26,-0.26,,,,,0.0,0.097417,,1.066478,0.614481,
03/31/1995,135.587006,,135.5,,1.051661,0.361624,0.140959,-0.49,-0.49,,,,,0.0,0.453875,,1.155715,0.041302,
06/30/1995,,,135.600006,,1.15708,,,-0.24,-0.24,,,,,,,,,,
09/30/1995,,,135.600006,,1.081858,,,-0.28,-0.28,,,,,,,,,,
12/31/1995,,,135.600006,,1.263274,,,-0.24,-0.24,,,,,,,,,,
03/31/1996,143.46643,7.14,7.14,,25.238095,8.851541,3.151261,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,3.613445,-2.114846,0.158225,1.59201,
06/30/1996,135.609772,135.609772,135.609772,,1.308903,0.454245,0.134209,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.0,0.123885,-0.249245,0.331834,1.643687,
09/30/1996,147.246869,147.246869,147.246869,,1.246206,0.43804,0.154163,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.488975,0.116811,0.288631,0.582695,
03/31/1997,,,,,,,,0.0,,,,,,,,,,,
