Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,
06/30/1994,,50.359001,0.0,1.483,33.023998,94.401001,179.266998,0.0,677.138977,806.268982,-129.130005,1.079,678.217977,857.484985,,10.86,0.0,46.067001,56.926998,135.0,172.951004,307.951004,364.878002,0.0,0.0,327.377991,165.229004,492.606995,857.484997,
09/30/1994,,18.687,0.0,1.322,36.004002,99.719002,155.731995,0.0,676.052979,826.383972,-150.330994,1.034,677.086979,832.81897,,13.215,0.0,53.592999,66.807999,90.0,170.272995,260.272995,327.080994,0.0,0.0,327.377991,178.360001,505.737991,832.818985,
12/31/1994,,6.875,0.0,4.28,32.664001,88.290001,132.108994,0.0,681.848999,791.103027,-109.253998,3.392,685.240999,817.349976,,12.458,45.318001,39.386002,97.162003,313.815002,170.065994,483.880996,581.042999,0.0,0.0,77.747002,158.559998,236.307,817.349999,
03/31/1995,,12.662,0.0,5.436,38.112999,87.331001,143.542007,0.0,699.570007,887.107971,-187.537994,32.834999,732.405006,875.947021,,18.482,0.0,53.695,72.177002,100.0,169.979996,269.979996,342.156998,0.0,0.0,327.61499,206.175003,533.789993,875.946991,
06/30/1995,,16.330999,0.0,1.53,39.882999,90.893997,148.638,0.0,710.189026,917.789978,-207.600998,49.965,760.154026,908.791992,,18.371,0.0,44.202,62.573002,130.0,177.656006,307.656006,370.229008,0.0,0.0,327.61499,210.947998,538.562988,908.791996,
09/30/1995,,65.172997,0.0,1.136,39.035999,95.071999,200.417007,0.0,723.119995,949.56897,-226.449005,70.285004,793.404999,993.822021,,18.134001,0.0,47.361,65.495003,199.856003,181.042999,380.899002,446.394005,0.0,0.0,327.852997,219.574997,547.427994,993.821999,
12/31/1995,,35.852001,0.0,0.839,36.537998,110.473999,183.703003,0.0,754.557983,1001.85498,-247.296997,79.906998,834.464981,1018.16803,,40.348999,0.0,42.146,82.495003,199.860992,180.755005,380.615997,463.111,0.0,0.0,328.091003,226.966003,555.057006,1018.168006,
03/31/1996,,36.810001,0.0,8.82,38.808998,105.025002,189.464005,0.0,778.645996,1044.244995,-265.598999,107.043999,885.689995,1075.154053,,24.27,0.0,48.438999,72.709,259.860992,181.042007,440.903,513.612,0.0,0.0,328.352997,233.188995,561.541992,1075.153992,
06/30/1996,,21.938,0.0,1.38,36.567001,96.945,156.830002,0.0,830.585022,1106.192017,-275.606995,140.173004,970.758026,1127.588013,,15.495,0.0,52.366001,67.861,309.865997,189.084,498.949997,566.810997,0.0,0.0,328.397003,232.380005,560.777008,1127.588005,
09/30/1996,,38.790001,0.0,0.86,42.716,105.828003,188.194,0.0,886.307983,1184.738037,-298.429993,154.091003,1040.398987,1228.593018,,26.040001,0.0,57.036999,83.077003,394.865997,186.175003,581.041,664.118004,0.0,0.0,328.593994,235.880997,564.474991,1228.592995,
12/31/1996,,41.372002,0.0,0.971,46.867001,130.391998,219.602005,0.0,927.440979,1243.81604,-316.375,152.985992,1080.426971,1300.029053,,24.035999,0.0,64.877998,88.914001,454.865997,186.210999,641.076996,729.990997,0.0,0.0,328.496002,241.542007,570.03801,1300.029007,
