Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1993,252.399994,-92.300003,160.099991,-131.899994,28.200001,-10.6,0.0,1.2,18.8,-9.1,9.7,-5.6,-12.0,-7.9,0.0,-7.9,-2.3,,-0.01,-0.02,424.0,-0.01,-0.01,-0.02,424.0,
06/30/1993,259.5,-81.400002,178.099998,-135.699997,42.400002,-6.8,0.0,9.4,45.000001,-15.4,29.6,0.0,-17.1,12.5,0.0,12.5,12.500001,,0.03,0.03,424.0,0.03,0.03,0.03,424.0,
09/30/1993,254.699997,-37.400002,217.299995,-169.399994,47.900002,-2.9,0.0,9.3,54.300002,-25.1,29.200001,0.0,-13.9,15.3,0.0,15.3,15.300002,,0.04,0.04,424.0,0.04,0.04,0.04,424.0,
12/31/1993,291.100006,-176.800003,114.300003,-104.599998,9.7,-1.8,0.0,28.299999,36.199999,-18.200001,18.0,0.0,-3.4,14.6,0.0,14.6,14.599998,,0.03,0.03,424.0,0.03,0.03,0.03,424.0,
03/31/1994,276.200012,-98.199997,178.000015,-144.100006,33.900002,-1.6,0.0,30.700001,63.000002,-29.200001,33.799999,0.0,-6.3,27.5,0.0,27.5,27.500001,,0.06,0.06,492.5,0.06,0.06,0.06,492.5,
06/30/1994,279.200012,-88.099998,191.100014,-162.5,28.6,-1.6,0.0,46.700001,73.700001,-33.599998,40.099998,0.0,-7.0,33.099998,0.0,33.099998,33.100003,,0.07,0.07,493.299988,0.07,0.07,0.07,493.299988,
09/30/1994,317.799988,-67.099998,250.699989,-234.600006,16.1,-2.0,0.0,49.900002,64.000002,-24.1,39.900002,0.0,-5.5,34.400002,0.0,34.400002,34.400002,,0.07,0.07,493.399994,0.07,0.07,0.07,493.399994,
12/31/1994,373.700012,-13.200013,360.499999,-366.5,-6.000004,-5.1,-3.5,36.59999,21.999986,-21.400004,0.600003,0.0,2.500001,3.099998,0.0,3.099998,3.099983,0.0,0.0,0.0,494.20407,0.0,0.0,0.0,494.20407,
03/31/1995,367.200012,-76.699997,290.500015,-236.5,54.0,-3.9,0.0,32.599998,82.699998,-38.5,44.200001,0.0,-8.9,35.299999,0.0,35.299999,35.299999,,0.07,0.07,494.100006,0.07,0.07,0.07,494.100006,
06/30/1995,395.100006,-80.699997,314.400009,-279.799988,34.599998,-0.5,0.0,49.200001,83.299999,-39.900002,43.400002,0.0,-4.7,38.700001,0.0,38.700001,38.699998,0.08,0.08,0.08,494.600006,0.08,0.08,0.08,494.600006,
09/30/1995,414.700012,-92.400002,322.300011,-292.799988,29.5,0.0,0.0,59.400002,88.900002,-29.6,59.299999,0.0,-12.6,46.700001,0.0,46.700001,46.700001,0.09,0.09,0.09,495.093994,0.09,0.09,0.09,495.093994,
12/31/1995,449.100006,-130.600006,318.5,-323.799988,-5.3,-8.6,0.0,40.5,26.6,-5.1,21.5,0.0,-10.3,11.2,0.0,11.2,11.2,0.02,0.02,0.02,495.899994,0.02,0.02,0.02,495.899994,
03/31/1996,448.899994,-103.0,345.899994,-296.600006,49.299999,-8.4,0.0,61.200001,102.1,-41.400002,60.700001,0.0,-8.5,52.200001,0.0,52.200001,52.199999,0.1,0.1,0.1,498.837006,0.1,0.1,0.1,498.837006,
06/30/1996,481.299988,-102.599998,378.699989,-315.799988,62.900002,-8.6,0.0,54.5,108.800001,-21.799999,87.0,0.0,-25.799999,61.200001,0.0,61.200001,61.200003,0.12,0.12,0.12,499.322998,0.12,0.12,0.12,499.322998,
09/30/1996,600.700012,-122.199997,478.500015,-373.299988,105.199997,-11.8,0.0,38.099998,131.499995,-52.099998,79.400002,0.0,-20.5,58.900002,-6.7,52.200002,52.199997,0.1,0.1,0.1,500.183014,0.1,0.1,0.1,500.183014,
12/31/1996,720.799988,-193.199997,527.599991,-464.0,63.599998,-23.200001,6.0,54.599998,100.999996,-34.0,67.0,0.0,-40.299999,26.700001,-13.4,13.300001,13.299997,0.03,0.03,0.03,501.864014,0.03,0.03,0.03,501.864014,
03/31/1997,836.0,-177.0,659.0,-451.0,208.0,-26.0,4.0,12.0,198.0,-82.0,116.0,0.0,-39.0,77.0,-13.0,64.0,64.0,0.13,0.13,0.13,502.811005,0.13,0.13,0.13,502.811005,
06/30/1997,901.0,-211.0,690.0,-491.0,199.0,-22.0,-4.0,56.0,229.0,-78.0,151.0,0.0,-32.0,119.0,-13.0,106.0,106.0,0.21,0.21,0.21,503.601013,0.21,0.21,0.21,503.601013,
09/30/1997,916.0,-209.0,707.0,-492.0,215.0,-21.0,1.0,65.0,260.0,-84.0,176.0,0.0,-35.0,141.0,-14.0,127.0,127.0,0.25,0.25,0.25,504.234985,0.25,0.25,0.25,504.234985,
12/31/1997,941.0,-249.0,692.0,-608.0,84.0,-21.0,7.0,76.0,146.0,-22.0,124.0,0.0,-13.0,111.0,-14.0,97.0,97.0,0.14,0.19,0.19,504.882996,0.14,0.19,0.19,504.882996,
03/31/1998,958.0,-201.0,757.0,-523.0,234.0,-19.0,0.0,73.0,288.0,-79.0,209.0,0.0,-42.0,167.0,-14.0,153.0,153.0,0.35,0.3,0.3,509.424011,0.35,0.3,0.3,518.718994,
06/30/1998,1348.0,-269.0,1079.0,-793.0,286.0,-42.0,0.0,97.0,341.0,-116.0,225.0,0.0,-45.0,180.0,-33.0,147.0,147.0,0.26,0.26,0.26,568.856018,0.25,0.25,0.25,568.856018,
09/30/1998,1421.0,-295.0,1126.0,-810.0,316.0,-42.0,0.0,102.0,376.0,-111.0,213.0,0.0,-52.0,213.0,-35.0,178.0,178.0,0.31,0.31,0.31,573.70697,0.3,0.3,0.3,586.473022,
12/31/1998,1454.0,-361.0,1093.0,-983.0,110.0,-42.0,0.0,147.0,215.0,-10.0,257.0,0.0,-40.0,165.0,-35.0,130.0,130.0,0.23,0.23,0.23,571.994019,0.22,0.22,0.22,590.900024,
03/31/1999,1426.0,-317.0,1109.0,-843.0,266.0,-40.0,0.0,232.0,458.0,-121.0,337.0,0.0,-45.0,292.0,-35.0,257.0,257.0,0.37,0.45,0.45,574.062012,0.35,0.43,0.43,608.304016,
06/30/1999,1484.0,-323.0,1161.0,-911.0,250.0,-36.0,0.0,111.0,325.0,-98.0,227.0,0.0,-46.0,181.0,-34.0,147.0,147.0,0.25,0.25,0.25,578.088013,0.25,0.25,0.25,578.088013,
