Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,546.2,546.2,-326.4,326.4,219.8,0.0,-120.5,120.5,0.0,99.3,-0.8,,0.4,,,,0.4,98.5,-36.7,61.8,1.2,1.2,0.0,60.6,-1.8,58.8,0.0,0.0,58.8,60.0,0.0,96.0,0.61,0.62,0.62,96.0,0.61,0.62,0.62,
03/31/2013,473.3,473.3,-287.2,287.2,186.1,0.0,-117.3,117.3,0.0,68.8,-7.9,0.3,0.4,-0.1,7.5,,0.1,60.9,-19.7,41.2,0.2,0.2,0.0,41.0,-1.6,39.4,0.0,0.0,39.4,65.375,25.775,96.0,0.41,0.41,0.68099,96.0,0.41,0.41,0.67849,
06/30/2013,528.7,528.7,-310.2,310.2,218.5,0.0,-118.5,118.5,0.0,100.0,0.3,0.5,0.5,0.0,-0.6,,-0.2,100.3,-37.0,63.3,0.8,0.8,0.0,62.5,-2.2,60.3,0.0,0.0,60.3,61.2,0.1,96.0,0.63,0.64,0.6375,96.0,0.63,0.64,0.6375,
09/30/2013,529.0,529.0,-290.6,290.6,238.4,0.0,-259.8,122.2,137.6,-21.4,-0.7,0.5,0.5,0.0,0.0,,0.2,-22.1,-45.5,-67.6,0.4,0.4,0.0,-68.0,-10.1,-78.1,0.0,0.0,-78.1,38.1,115.8,96.0,-0.81,-0.81,0.396875,96.0,-0.81,-0.81,0.39625,
12/31/2013,543.7,543.7,-326.1,326.1,217.6,0.0,-125.9,125.9,0.0,91.7,-9.1,8.1,8.8,-0.7,1.1,,-0.1,82.6,-72.2,10.4,1.7,1.7,0.0,8.7,1.4,10.1,0.0,0.0,10.1,60.6,48.8,96.0,0.11,0.12,0.63125,96.4,0.1,0.12,0.626224,
03/31/2014,466.6,466.6,-274.4,274.4,192.2,0.0,-124.4,124.4,0.0,67.8,-13.0,12.9,13.1,-0.2,0.1,,0.0,54.8,-16.4,38.4,0.8,0.8,0.0,37.6,-1.8,35.8,0.0,0.0,35.8,43.2,6.6,96.3,0.37,0.38,0.448598,97.4,0.37,0.38,0.447762,
06/30/2014,531.5,531.5,-305.5,305.5,226.0,0.0,-136.7,136.7,0.0,89.3,-11.5,12.4,12.5,-0.1,-0.7,,-0.2,77.8,-23.1,54.7,8.0,8.0,0.0,46.7,-3.5,43.2,0.0,0.0,43.2,59.4,8.2,96.3,0.45,0.53,0.616822,97.3,0.44,0.53,0.614275,
09/30/2014,546.7,546.7,-310.1,310.1,236.6,0.0,-130.5,130.5,0.0,106.1,-10.7,12.6,12.7,-0.1,-1.7,,-0.2,95.4,-27.3,68.1,2.0,2.0,0.0,66.1,-5.3,60.8,0.0,0.0,60.8,65.9,3.1,95.9,0.63,0.65,0.687174,96.9,0.63,0.65,0.681992,
12/31/2014,573.5,573.5,-374.6,374.6,198.9,0.0,-135.9,135.9,0.0,63.0,-23.2,14.8,15.5,-0.7,5.3,,3.1,39.8,-17.4,22.4,0.2,0.2,0.0,22.2,13.2,35.4,0.0,0.0,35.4,80.833848,45.233848,95.8,0.37,0.37,0.843777,96.8,0.37,0.37,0.837292,
03/31/2015,458.7,458.7,-271.6,271.6,187.1,0.0,-116.1,116.1,0.0,71.0,-14.7,11.3,11.6,-0.3,3.3,0.2,-0.1,56.3,-12.4,43.9,0.2,0.2,0.0,43.7,1.7,45.4,0.0,0.0,45.4,52.2,6.6,95.9,0.47,0.48,0.544317,96.9,0.47,0.47,0.538111,
