Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,443,-278.0,165.0,-87.0,78.0,-46.0,0.0,26.0,58.0,-18.0,40.0,0.0,0.0,40,0.0,40,,,40.0,,0.38,0.38,105.199997,0.38,0.38,0.38,105.199997,
06/30/1990,360,-257.0,103.0,-84.0,19.0,-46.0,0.0,18.0,-9.0,6.0,-3.0,0.0,0.0,-3,0.0,-3,,,-3.0,,-0.03,-0.03,105.199997,-0.03,-0.03,-0.03,105.199997,
09/30/1990,492,-302.0,190.0,-96.0,94.0,-58.0,0.0,22.0,58.0,-10.0,48.0,0.0,0.0,48,-3.0,45,,,45.0,,0.45,0.45,99.699997,0.45,0.45,0.45,99.699997,
12/31/1990,645,-332.0,313.0,-133.0,180.0,-78.0,0.0,118.0,220.0,-80.0,140.0,0.0,0.0,140,-4.0,136,,,136.0,1.71,1.71,1.71,79.6465,1.71,1.71,1.71,79.6465,
03/31/1991,437,-291.0,146.0,-100.0,46.0,-50.0,0.0,124.0,120.0,-38.0,82.0,0.0,0.0,82,-3.0,79,,,79.0,,0.94,0.94,87.099998,0.94,0.94,0.94,87.099998,
06/30/1991,341,-233.0,108.0,-83.0,25.0,-49.0,0.0,-1.0,-25.0,10.0,-15.0,0.0,0.0,-15,-3.0,-18,,,-18.0,,-0.23,-0.23,79.800003,-0.23,-0.23,-0.23,79.800003,
09/30/1991,325,-251.0,74.0,-91.0,-17.0,-48.0,0.0,3.0,-62.0,54.0,-8.0,0.0,0.0,-8,-3.0,-11,,,-11.0,,-0.14,-0.14,79.800003,-0.14,-0.14,-0.14,79.800003,
12/31/1991,381,-241.0,140.0,-101.0,39.0,-44.0,0.0,-65.0,-70.0,30.0,-40.0,0.0,0.0,-40,-4.0,-44,,,-44.0,-0.55,-0.55,-0.55,79.661499,-0.55,-0.55,-0.55,79.661499,
03/31/1992,302,-229.0,73.0,-71.0,2.0,-43.0,0.0,52.0,11.0,2.0,13.0,-59.0,0.0,-46,-3.0,-49,,,10.0,,0.13,-0.61,79.699997,0.13,0.13,-0.61,79.699997,
06/30/1992,313,-226.0,87.0,-64.0,23.0,-36.0,0.0,55.0,42.0,-40.0,2.0,0.0,0.0,2,-3.0,-1,,,-1.0,,-0.01,-0.01,79.699997,-0.01,-0.01,-0.01,79.699997,
