Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2013,,,,,,,56.956733,31.761614,,2.261573,2.08929,2.08929,,51.409493,658.942569,,
06/30/2013,,,,,,,57.231729,31.290276,,7.262752,7.124371,7.124371,,40.668942,194.672836,,
09/30/2013,,,,,,,55.842436,29.752449,,6.204196,6.119814,6.119814,,42.223383,221.725718,,
12/31/2013,,,,,,,54.563319,29.301334,,-2.840356,-2.94882,-4.372004,,125.859788,,,
03/31/2014,,,,,,,57.281694,28.719447,12.15174,11.735031,11.587077,10.33164,,,128.410939,,
06/30/2014,,,,,,,80.722284,24.728719,,2.88121,3.872395,2.620235,,,897.60321,,
09/30/2014,,,,,,,54.459319,26.773049,11.266382,11.105038,11.976597,10.744969,,,133.640274,,
12/31/2014,,5.929615,1.871251,2.144306,3.776975,,132.959234,26.488225,8.864861,13.892909,15.99256,14.80481,,,240.974858,-8.359267,
03/31/2015,,6.396791,1.976252,2.267789,3.904313,,55.161465,27.197655,,12.408395,13.635864,12.414614,,,277.226192,-11.336789,
06/30/2015,,22.399947,7.346538,8.328266,4.407184,,82.906307,26.764632,111.125265,18.514471,128.231327,127.008673,,,176.773576,-17.197241,
09/30/2015,,24.467834,7.143422,8.122335,4.294388,,53.639064,25.1389,,11.360441,11.303584,10.105794,,,292.699327,-47.149351,
12/31/2015,,24.927332,7.061186,8.044543,4.396424,,133.84075,24.2892,,15.089402,14.914002,13.751327,,,223.80105,-30.860299,
03/31/2016,,23.895819,6.753457,7.687334,4.405022,,52.399656,22.660812,,5.119951,5.119951,3.943026,,7.487624,814.265939,-170.679695,
06/30/2016,,5.009267,1.754855,1.998093,4.393026,,52.707389,24.02978,,8.940961,8.940961,7.798432,,4.318338,400.740731,-15.064907,
09/30/2016,,5.471176,1.690506,1.927921,4.524761,,52.930396,24.621982,18.20076,9.915767,9.915767,8.807217,,4.874912,343.71459,-13.334055,
12/31/2016,,4.740462,1.600348,1.832166,4.645945,,51.904077,25.381242,37.311157,12.079433,12.079433,12.079433,,3.170955,275.038088,-8.297614,
03/31/2017,,5.999568,1.882111,2.147357,4.785336,,53.543307,25.098425,53.005538,11.712598,11.712598,11.712598,,3.252033,288.487395,-11.30843,
06/30/2017,,6.536232,1.947779,2.22609,4.814066,,53.352634,24.969837,36.743962,10.78681,10.78681,10.78681,,3.890203,312.449828,-13.886214,
09/30/2017,,5.248358,1.770565,1.994027,4.298518,,52.886406,25.325885,33.843189,10.707635,10.707635,7.914339,,2.542373,458.352941,-18.807645,
12/31/2017,,4.232268,1.617764,1.841767,4.150817,,51.222749,22.106109,6.125227,7.877814,7.877814,5.62701,,13.274336,610.0,-21.584566,
03/31/2018,,3.808087,1.567513,1.77655,4.410611,,55.658199,26.866821,33.215548,8.775982,8.775982,6.620477,,3.389831,510.465116,-15.630868,
06/30/2018,,4.2472,1.783402,2.029885,4.713971,,54.470323,25.995492,29.6508,13.523666,13.523666,11.419985,,2.702703,286.677632,-7.928573,
09/30/2018,,4.098336,1.746896,1.964812,4.458508,,54.142442,26.162791,29.139073,11.918605,11.918605,9.883721,,2.95858,320.404412,-9.032913,
12/31/2018,,5.298377,2.024878,2.318873,4.864927,,53.698435,26.031294,56.17284,14.224751,14.224751,12.233286,,2.439024,271.438953,-9.083482,
03/31/2019,,5.874612,2.104872,2.333571,4.435828,,67.730496,26.170213,18.018018,13.687943,13.687943,11.702128,,3.015075,283.636364,-10.787924,
06/30/2019,,6.359132,2.192255,2.441181,4.567263,,67.519005,26.883207,37.068966,14.927436,14.927436,12.992398,,1.818182,250.531915,-9.572524,
09/30/2019,,7.568898,2.48211,2.767394,4.848946,,66.424802,30.013193,67.857143,17.941953,17.941953,16.094987,,1.805054,191.803279,-6.948496,
12/31/2019,,8.283582,2.496525,2.836947,4.96262,,65.780266,26.522043,56.521739,14.555633,14.555633,12.596221,,2.803738,277.333333,-14.689552,
03/31/2020,,8.272742,2.303846,2.540782,4.476642,,53.661972,25.56338,,12.957746,12.957746,10.985915,,2.645503,323.076923,-18.454578,
06/30/2020,,8.332872,2.186014,2.411084,4.298657,,54.513889,26.597222,-85.714286,13.888889,13.888889,11.944444,,2.912621,293.023256,-16.08438,
