Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,-27.558001,2.768,38.237999,-1.555,11.893,,,,,,,,,,,,,,,,,
06/30/1990,,4.678,4.26,6.035,0.825,15.798,,,,,,,,,,,,,,,,,
09/30/1990,,3.603,5.142,3.151,2.986,14.882,,,,,,,,,,,,,,,,,
12/31/1990,,1.565995,4.809,12.296005,-0.978,17.693001,,,,,,,,,,,,,,,17.693001,,
03/31/1991,,4.755,4.845,-2.003,0.58,8.177,,,,,,,,,,,,,,,,,
06/30/1991,,2.069,6.39,11.003,-6.0,13.462,,,,,,,,,,,,,,,,,
09/30/1991,,-7.995,7.578,10.747,1.15,11.48,,,,,,,,,,,,,,,,,
12/31/1991,,-0.003,9.336,7.421,3.971,20.725,,,,,,,,,,,,,,,20.725,,
03/31/1992,,-0.247,8.963,3.189,-4.817,7.088,,,,,,,,,,,,,,,,,
06/30/1992,,-5.865,8.744,3.818,0.759,7.456,,,,,,,,,,,,,,,,,
09/30/1992,,-38.208,10.206,34.48,-1.412,5.066,,,,,,,,,,,,,,,,,
12/31/1992,,2.575,10.731,4.021,4.544,21.871,,,,,,,,,,,,,,,21.871,,
03/31/1993,,-3.165,10.701,3.734,-3.839,7.431,,,,,,,,,,,,,,,,,
06/30/1993,,-2.589,8.663,3.023,-13.321,-4.224,,,,,,,,,,,,,,,,,
09/30/1993,,1.796,9.836,-1.227,0.871,11.276,,,,,,,,,,,,,,,,,
12/31/1993,,-1.803,12.189,4.298,0.898,15.582,,,,,,,,,,,,,,,15.582,,
03/31/1994,,2.848,11.703,1.951,1.827,18.329,,,,,,,,,,,,,,,,,
06/30/1994,,3.084,12.368,8.168,4.39,28.01,,,,,,,,,,,,,,,,,
09/30/1994,,1.451,12.394,4.346,0.639,18.83,,,,,,,,,,,,,,,,,
12/31/1994,,2.189,14.782,6.661,0.884,24.516001,,,,,,,,,,,,,,,24.516001,,
03/31/1995,,2.482,12.358,2.867,-10.74,6.967,,,-21.268,,,,,,,,,,,,,,
06/30/1995,,6.294,20.556,0.964,2.807,30.621,,,-73.918999,,,,,,,,,,,,,,
09/30/1995,,2.753,15.132,6.037,-5.572,18.35,,,-37.421001,,,,,,,,,,,,,,
12/31/1995,,1.76,22.705999,5.324,4.857,34.646999,-11.992,,-11.992,,,,,,,,,,,,22.654999,,
03/31/1996,,5.0,20.799999,-1.8,-3.3,20.700001,,,-20.299999,,,,,,,,,,,,,,
06/30/1996,,5.1,25.4,-0.6,-8.4,21.5,,,-15.1,,,,,,,,,,,,,,
09/30/1996,,-47.139999,26.525999,8.904,-5.597,-17.306999,,,-4.255,,,,,,,,,,,,,,
12/31/1996,,-37.57,27.791,14.235999,11.446,15.903,-16.851999,,-16.851999,,,,,,,,,,,,-0.948999,,
03/31/1997,,-11.8,17.5,2.5,6.2,14.4,-24.1,0.0,-23.6,0.0,0.0,-0.5,-28.6,-7.6,-19.9,0.0,0.0,0.4,0.0,-1.5,-38.299999,,
06/30/1997,,-2.2,18.799999,0.2,-1.1,15.7,-13.9,0.0,-14.1,0.0,0.0,0.2,-12.6,-1.8,-1.9,0.0,-7.9,0.0,0.0,-1.0,-10.8,,
09/30/1997,,24.1,19.700001,-26.6,-2.0,15.2,-10.7,0.0,-10.5,0.0,0.0,-0.2,152.399994,-7.7,9.3,162.800003,-10.0,0.0,0.0,-2.0,156.899994,,
12/31/1997,,-18.9,16.799999,13.5,4.5,15.9,-14.3,4.7,-14.2,0.0,0.0,-4.8,-18.4,-1.8,-4.4,0.0,-12.7,0.3,0.0,0.2,-16.799999,,
03/31/1998,,-1.6,22.9,0.4,1.4,23.1,-14.0,0.0,-14.0,0.0,0.0,0.0,-39.599998,-7.6,-4.9,0.0,-11.6,0.0,0.0,-15.5,-30.5,,
06/30/1998,,-9.3,19.6,2.5,5.0,17.799999,-23.9,0.0,-14.3,0.0,0.0,-9.6,-2.2,-1.9,0.5,0.0,-12.6,0.0,0.0,11.8,-8.3,,
09/30/1998,,-7.7,19.9,2.1,6.9,21.200001,26.700001,0.0,-9.6,0.0,0.0,36.299999,-0.9,-7.6,-0.5,0.0,-5.8,0.0,0.0,13.0,47.0,,
12/31/1998,,-222.699997,17.200001,218.100006,8.1,20.700001,-62.900002,2.0,-8.6,0.0,0.0,-56.299999,-3.4,-1.9,14.8,0.0,-14.3,0.0,0.0,-2.0,-45.599998,,
03/31/1999,,-12.6,14.4,5.7,-4.4,3.1,-20.1,0.0,-9.3,0.0,0.0,-10.8,-26.9,-1.9,-14.9,0.0,-11.6,0.0,0.0,1.5,-43.900002,,
06/30/1999,,-15.4,15.8,1.3,-1.2,0.5,-14.0,0.0,-13.6,0.0,0.0,-0.4,-13.6,-1.8,0.0,0.0,-12.8,0.0,0.0,1.0,-27.1,,
09/30/1999,,-18.1,16.6,13.8,14.7,27.0,-5.8,11.3,-14.4,0.0,0.0,-2.7,-41.299999,-1.9,0.0,0.0,-6.4,0.0,0.0,-33.0,-20.1,,
12/31/1999,,-80.0,17.4,69.099998,8.0,14.5,-8.6,0.6,-12.0,0.0,0.0,2.8,-8.4,-1.9,0.0,0.0,-0.4,0.0,0.0,-6.1,-2.5,,
03/31/2000,,-1.6,17.5,-2.4,-8.0,5.5,-64.699997,0.0,-9.5,0.0,0.0,-55.200001,-10.3,-1.9,0.0,0.0,-10.0,0.0,0.0,1.6,-69.5,,
06/30/2000,,-7.4,15.2,1.4,6.5,15.7,-13.7,0.0,-13.4,0.0,0.0,-0.3,0.0,-1.8,5.0,0.0,-2.0,0.0,0.0,-1.2,2.0,,
09/30/2000,,-14.3,15.0,2.5,27.799999,31.0,-11.0,1.5,-11.9,0.0,0.0,-0.6,-8.8,-1.9,-5.0,0.0,-3.1,0.0,0.0,1.2,11.2,,
