Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2009,-34,2,132,-49,4,,-53,-119,0.0,0.0,-119,,-88,-64,0,0,0,-64,-29,-35,0,0,0,-31,0,-31,0.0,7,81,0,139,,,,0,0.0,0.0,-58,-15,-56,28,143.0,
06/30/2009,185,-10,137,59,-5,,64,-1,,,-1,0.0,-55,-68,0,0,0,-68,-32,-36,0,0,0,4,16,-12,0.0,9,-180,0,-72,,,,0,0.0,0.0,-108,26,-24,-90,,
09/30/2009,172,-527,145,670,7,,663,-116,0.0,0.0,-116,,-78,-72,0,0,0,-72,-40,-32,0,0,0,-7,0,-7,0.0,1,-86,0,-82,,,,0,0.0,0.0,-4,15,23,168,614.0,
12/31/2009,194,44,148,-274,8,,-282,262,0.0,0.0,262,,-6,-78,0,0,0,-78,-38,-40,0,0,0,68,68,0,0.0,4,-86,0,-83,,,,0,0.0,0.0,-3,2,104,33,112.0,
03/31/2010,-29,42,141,-75,5,,-80,-140,0.0,0.0,-140,,-32,-53,0,0,0,-53,-26,-27,0,0,0,15,29,-14,0.0,6,-32,0,-30,,,,0,0.0,0.0,-2,-11,-104,27,147.0,
06/30/2010,158,74,136,-59,4,,-63,7,,,7,,-122,-93,0,0,0,-93,-60,-33,0,0,0,-28,-4,-24,0.0,-1,-65,0,-61,,,,0,0.0,0.0,-4,-10,-39,37,102.0,
09/30/2010,165,11,142,15,4,,11,-4,,,-4,,-87,-80,0,0,0,-80,-39,-41,0,0,0,-7,-2,-5,0.0,0,-43,0,-25,,,,0,0.0,0.0,-18,17,52,25,143.0,
12/31/2010,249,3,139,-74,5,,-79,180,0.0,0.0,180,,-124,-108,0,0,0,-108,-53,-55,0,0,0,-18,-6,-12,0.0,2,-123,-2,-51,,,,0,0.0,0.0,-70,-4,-2,40,139.0,
03/31/2011,-52,-182,136,237,4,,233,-243,0.0,0.0,-243,,-113,-52,0,0,0,-52,-20,-32,0,0,0,-60,0,-60,0.0,-1,125,0,-1462,,,,1801,1801.0,0.0,-214,15,-25,31,93.0,
06/30/2011,122,69,135,5,6,,-1,-87,0.0,0.0,-87,,-121,-90,0,0,0,-90,-46,-44,0,0,0,-33,3,-36,0.0,2,-28,0,-27,,,,0,0.0,0.0,-1,5,-22,32,136.0,
09/30/2011,269,102,125,15,8,,7,27,0.0,0.0,27,,-92,-71,0,0,0,-71,-18,-53,0,0,0,-18,0,-18,0.0,-3,-124,0,-126,,,,0,0.0,0.0,2,-23,30,-155,,
