Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,77,199,-33,71,314,,,,,,,,,,,,,,,,,
06/30/1990,,165,204,-98,-274,-3,,,,,,,,,,,,,,,,,
09/30/1990,,121,236,13,-63,307,,,,,,,,,,,,,,,,,
12/31/1990,,38,385,-72,184,535,,,,,,,,,,,,,,,535.0,,
03/31/1991,,75,208,33,-36,280,,,,,,,,,,,,,,,,,
06/30/1991,,5,224,0,-316,-87,,,,,,,,,,,,,,,,,
09/30/1991,,9,224,14,139,386,,,,,,,,,,,,,,,,,
12/31/1991,,-16,349,-14,145,464,,,,,,,,,,,,,,,464.0,,
03/31/1992,,40,220,-47,18,231,,,,,,,,,,,,,,,,,
06/30/1992,,66,234,20,-211,109,,,,,,,,,,,,,,,,,
09/30/1992,,35,241,-155,134,255,,,,,,,,,,,,,,,,,
01/01/1993,,103,269,43,147,562,,,,,,,,,,,,,,,,,
03/31/1993,,11,234,118,-58,305,,,,,,,,,,,,,,,,,
06/30/1993,,88,238,25,-163,188,,,,,,,,,,,,,,,,,
09/30/1993,,70,230,46,-160,186,,,,,,,,,,,,,,,,,
12/31/1993,,44,261,51,65,421,,,,,,,,,,,,,,,421.0,,
03/31/1994,,-214,257,307,-62,288,,,,,,,,,,,,,,,,,
06/30/1994,,59,252,28,-99,240,,,,,,,,,,,,,,,,,
09/30/1994,,70,221,55,-19,327,,,,,,,,,,,,,,,,,
12/31/1994,,-68,217,72,223,444,,,,,,,,,,,,,,,444.0,,
03/31/1995,,74,228,-66,-122,114,,,-267.0,,,,,,,,,,,,,,
06/30/1995,,78,239,0,-73,244,,,-329.0,,,,,,,,,,,,,,
09/30/1995,,59,237,13,9,318,,,-371.0,,,,,,,,,,,,,,
12/31/1995,,49,318,6,228,601,-492.0,,-492.0,,,,,,,,,,,,109.0,,
03/31/1996,,124,244,18,-128,258,,,-222.0,,,,,,,,,,,,,,
06/30/1996,,238,252,-26,-29,435,,,-400.0,,,,,,,,,,,,,,
09/30/1996,,171,228,51,56,506,,,-318.0,,,,,,,,,,,,,,
12/31/1996,,-497,335,543,104,485,-458.0,,-458.0,,,,,,,,,,,,27.0,,
03/31/1997,,144,211,60,-81,334,1120.0,16.0,-286.0,0.0,0.0,1390.0,78.0,-50.0,0.0,341.0,-166.0,0.0,-46.0,-1.0,1532.0,,
06/30/1997,,118,244,-136,-123,103,69.0,32.0,-359.0,0.0,0.0,396.0,-1037.0,-50.0,0.0,19.0,-912.0,0.0,-46.0,-48.0,-865.0,,
09/30/1997,,177,300,-170,-8,299,-298.0,7.0,-308.0,0.0,0.0,3.0,-369.0,-50.0,0.0,10.0,-251.0,0.0,-81.0,3.0,-368.0,,
12/31/1997,,142,207,-2,50,397,-429.0,45.0,-474.0,0.0,0.0,0.0,-146.0,-49.0,0.0,100.0,-7.0,14.0,-189.0,-15.0,-178.0,,
03/31/1998,,18,181,83,-188,94,-322.0,4.0,-326.0,0.0,0.0,0.0,165.0,-48.0,0.0,395.0,-133.0,0.0,-48.0,-1.0,-63.0,,
06/30/1998,,105,199,-26,25,303,-410.0,30.0,-440.0,0.0,0.0,0.0,25.0,-49.0,0.0,262.0,-183.0,0.0,0.0,-5.0,-82.0,,
09/30/1998,,36,186,-89,181,314,-217.0,265.0,-482.0,0.0,0.0,0.0,-107.0,-48.0,0.0,9.0,-65.0,0.0,0.0,-3.0,-10.0,,
12/31/1998,,-29,301,-32,52,292,-320.0,136.0,-456.0,0.0,0.0,0.0,83.0,-48.0,0.0,225.0,-91.0,5.0,0.0,-8.0,55.0,,
03/31/1999,,7,227,-16,-119,99,-119.0,106.0,-225.0,0.0,0.0,0.0,-36.0,-48.0,0.0,435.0,-425.0,0.0,0.0,2.0,-56.0,,
06/30/1999,,9,156,0,-94,71,-379.0,48.0,-243.0,0.0,0.0,-184.0,294.0,-49.0,0.0,363.0,-280.0,0.0,0.0,260.0,-14.0,,
09/30/1999,,24,205,-49,167,347,-284.0,9.0,-293.0,0.0,0.0,0.0,-22.0,-48.0,0.0,35.0,-3.0,0.0,0.0,-6.0,41.0,,
12/31/1999,,97,245,128,39,509,-356.0,44.0,-410.0,0.0,0.0,10.0,-30.0,-49.0,0.0,29.0,-10.0,24.0,0.0,-24.0,123.0,,
03/31/2000,,133,206,-15,51,375,-218.0,52.0,-295.0,0.0,0.0,25.0,-223.0,-49.0,0.0,8.0,-173.0,1.0,0.0,-10.0,-66.0,,
06/30/2000,,264,224,84,-179,393,-409.0,15.0,-263.0,0.0,0.0,-161.0,-92.0,-48.0,0.0,50.0,-58.0,1.0,0.0,-37.0,-108.0,,
09/30/2000,,190,239,-103,163,489,-42.0,30.0,-314.0,0.0,0.0,242.0,-98.0,-49.0,0.0,0.0,-48.0,2.0,0.0,-3.0,349.0,,
12/31/2000,,173,302,288,-352,411,-400.0,187.0,-430.0,0.0,0.0,-157.0,-283.0,-48.0,0.0,0.0,-232.0,3.0,0.0,-6.0,-272.0,,
03/31/2001,,295,245,134,99,773,-606.0,8.0,-360.0,0.0,0.0,-254.0,185.0,-49.0,0.0,240.0,-6.0,5.0,0.0,-5.0,352.0,,
06/30/2001,,247,268,101,-145,471,-605.0,15.0,-464.0,0.0,0.0,-156.0,87.0,-48.0,0.0,227.0,-95.0,8.0,0.0,-5.0,-47.0,,
09/30/2001,,102,270,147,17,536,-531.0,21.0,-437.0,0.0,0.0,-115.0,-174.0,-49.0,0.0,0.0,-120.0,0.0,0.0,-5.0,-169.0,,
12/31/2001,,-29,184,19,171,345,-525.0,37.0,-466.0,0.0,0.0,-96.0,-1.0,-49.0,0.0,52.0,-4.0,2.0,0.0,-2.0,-181.0,,
03/31/2002,,22,224,2,23,271,-360.0,28.0,-390.0,0.0,0.0,2.0,237.0,-49.0,0.0,399.0,-123.0,14.0,0.0,-4.0,148.0,,
06/30/2002,,114,255,45,-59,355,-423.0,17.0,-440.0,0.0,0.0,0.0,-109.0,-49.0,0.0,41.0,-106.0,5.0,0.0,0.0,-177.0,,
09/30/2002,,99,245,102,160,606,-401.0,16.0,-418.0,0.0,0.0,1.0,-91.0,-49.0,0.0,0.0,-41.0,0.0,0.0,-1.0,114.0,,
12/31/2002,,96,249,32,-38,339,-320.0,102.0,-422.0,0.0,0.0,0.0,-126.0,-49.0,0.0,145.0,-225.0,2.0,0.0,1.0,-107.0,,
03/31/2003,,134,260,237,54,685,-363.0,66.0,-429.0,0.0,0.0,0.0,-134.0,-52.0,0.0,16.0,-100.0,1.0,0.0,1.0,188.0,,
06/30/2003,,177,255,89,-121,400,-363.0,125.0,-488.0,0.0,0.0,0.0,-30.0,-51.0,0.0,63.0,-43.0,9.0,0.0,-8.0,7.0,,
09/30/2003,,152,231,92,93,568,-216.0,152.0,-379.0,0.0,0.0,11.0,-230.0,-52.0,0.0,75.0,-13.0,5.0,0.0,-245.0,122.0,,
12/31/2003,,180,242,-1,-125,296,-123.0,299.0,-422.0,0.0,0.0,0.0,-254.0,-52.0,0.0,51.0,-296.0,43.0,0.0,0.0,-81.0,,
03/31/2004,,269,232,40,209,750,-236.0,72.0,-360.0,0.0,0.0,52.0,-158.0,-52.0,0.0,40.0,-197.0,51.0,-20.0,20.0,356.0,,
06/30/2004,,341,240,-90,-115,376,-239.0,86.0,-441.0,0.0,0.0,116.0,42.0,-53.0,135.0,-281.0,291.0,-71.0,20.0,1.0,179.0,,
09/30/2004,,330,248,-41,29,566,-319.0,120.0,-442.0,0.0,0.0,3.0,-406.0,-53.0,0.0,2.0,-6.0,55.0,-403.0,-1.0,-159.0,,
12/31/2004,,268,277,352,-33,864,-402.0,99.0,-501.0,0.0,0.0,0.0,-82.0,-52.0,0.0,1.0,-275.0,46.0,0.0,198.0,380.0,,
03/31/2005,,454,276,79,99,908,-323.0,96.0,-419.0,0.0,0.0,0.0,-62.0,-53.0,0.0,0.0,-102.0,95.0,0.0,-2.0,523.0,,
06/30/2005,,475,313,62,-126,724,-386.0,21.0,-454.0,0.0,0.0,47.0,-246.0,-54.0,0.0,1.0,-189.0,25.0,0.0,-29.0,92.0,,
