Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1999,604.200012,-549.5,54.700012,-882.5,-827.799988,-151.699997,0,27.299999,-952.199986,347.200012,-605,-20.6,0,-625.599976,-3.5,,-629.099976,,,-608.499973,-0.705,-0.705,-0.73,863.400024,-0.705,-0.705,-0.73,863.400024,
06/30/1999,736.0,-687.0,49.0,-757.0,-708.0,-170.0,0,4.0,-874.0,319.0,-555,0.0,0,-555.0,-3.0,,-558.0,,,-558.0,-0.605,-0.605,-0.605,920.0,-0.605,-0.605,-0.605,920.0,
09/30/1999,844.0,-579.0,265.0,-1055.0,-790.0,-176.0,0,9.0,-957.0,342.0,-615,0.0,0,-615.0,-4.0,,-619.0,,,-619.0,-0.65,-0.65,-0.65,946.599976,-0.65,-0.65,-0.65,946.599976,
12/31/1999,995.799988,-1528.5,-532.700012,-378.5,-911.200012,-200.300003,0,5.7,-1105.800015,379.799988,-726,-0.4,20,-706.400024,-4.5,,-710.900024,,,-710.500028,-0.745,-0.745,-0.74,951.599976,-0.745,-0.745,-0.74,951.599976,
03/31/2000,1220.0,-894.0,326.0,-928.0,-602.0,-220.0,0,26.0,-796.0,286.0,-510,-3.0,0,-513.0,-4.0,0.0,-517.0,,,-514.0,-0.54,-0.54,-0.54,956.299988,-0.54,-0.54,-0.54,956.299988,
06/30/2000,1476.0,-937.0,539.0,-984.0,-445.0,-224.0,0,-33.0,-702.0,246.0,-456,0.0,0,-456.0,-3.0,0.0,-459.0,24.0,,-435.0,-0.46,-0.48,-0.48,962.799988,-0.46,-0.48,-0.48,962.799988,
09/30/2000,1707.0,-982.0,725.0,-1092.0,-367.0,-229.0,0,-1.0,-597.0,207.0,-390,0.0,0,-390.0,-4.0,0.0,-394.0,,,-394.0,-0.41,-0.41,-0.41,971.299988,-0.41,-0.41,-0.41,971.299988,
12/31/2000,1938.0,-1129.0,809.0,-1299.0,-490.0,-260.0,0,-27.0,-777.0,265.0,-512,0.0,0,-512.0,-3.0,,-515.0,,,-515.0,-0.53,-0.53,-0.53,975.400024,-0.53,-0.53,-0.53,975.400024,
03/31/2001,2025.0,-1134.0,891.0,-1173.0,-282.0,-221.0,0,-84.0,-587.0,194.0,-393,2.0,0,-391.0,-4.0,0.0,-395.0,0.0,0.0,-397.0,-0.4,-0.4,-0.4,977.900024,-0.4,-0.4,-0.4,977.900024,
06/30/2001,2290.0,-1161.0,1129.0,-1186.0,-57.0,-227.0,0,-88.0,-372.0,125.0,-247,0.0,0,-247.0,-3.0,0.0,-250.0,0.0,0.0,-250.0,-0.26,-0.26,-0.26,980.0,-0.26,-0.26,-0.26,980.0,
09/30/2001,2651.0,-1516.0,1135.0,-1251.0,-116.0,-281.0,0,-35.0,-432.0,144.0,-288,0.0,0,-288.0,-3.0,0.0,-291.0,,,-291.0,-0.29,-0.29,-0.29,993.0,-0.29,-0.29,-0.29,993.0,
12/31/2001,2759.0,-1484.0,1275.0,-1457.0,-182.0,-273.0,0,-41.0,-496.0,175.0,-321,-7.0,0,-328.0,-4.0,0.0,-332.0,10.0,-3.0,-318.0,-0.32,-0.32,-0.33,1007.5,-0.32,-0.32,-0.33,1007.5,
