Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/28/2017,126248.0,71845.0,10898.0,60947.0,8954.0,4458.0,4496.0,1264.0,149.0,1.0,835.0,279.0,1329.0,109.0,4293.0,1320.0,83392.0,3422.0,12638.0,-9216.0,5495.0,831.0,4664.0,33939.0,28939.0,26822.0,2117.0,176.0,422.0,42856.0,,3536.0,957.0,57.0,,2522.0,4451.0,300.0,,,,4151.0,14721.0,6843.0,0.0,,4419.0,22708.0,30471.0,30471.0,,,,9251.0,,,,,2408.0,39722.0,62430.0,0.0,44585.0,5.007,44579.993,0.0,20027.0,-801.0,63811.0,7.0,63818.0,126248.0,
04/29/2017,125950.0,67974.0,8116.0,59858.0,9274.0,4635.0,4639.0,1366.0,209.0,0.0,847.0,310.0,1348.0,104.0,4351.0,1329.0,79962.0,3395.0,12704.0,-9309.0,5388.0,820.0,4568.0,37205.0,32220.0,29516.0,2704.0,130.0,400.0,45988.0,,4064.0,1219.0,20.0,,2825.0,4248.0,2000.0,,,,2248.0,14406.0,6978.0,0.0,,4039.0,22718.0,28222.0,28222.0,,,,9628.0,,,,,2650.0,37850.0,60568.0,0.0,45003.0,4.998,44998.002,0.0,20721.0,-342.0,65382.0,0.0,65382.0,125950.0,
07/29/2017,129818.0,70492.0,11708.0,58784.0,10002.0,5146.0,4856.0,1616.0,289.0,1.0,1003.0,323.0,1593.0,102.0,4239.0,1546.0,83703.0,3322.0,12819.0,-9497.0,5597.0,859.0,4738.0,37196.0,32305.0,29766.0,2539.0,124.0,426.0,46115.0,,4378.0,1385.0,98.0,,2895.0,7992.0,3245.0,0.0,0.0,,4747.0,15213.0,7673.0,0.0,271.0,4388.0,27583.0,25725.0,25725.0,0.0,0.0,,10373.0,0.0,0.0,0.0,0.0,2429.0,36098.0,63681.0,0.0,45253.0,4.983,45248.017,0.0,20838.0,46.0,66137.0,0.0,66137.0,129818.0,
10/28/2017,130522.0,71588.0,11043.0,60545.0,9244.0,4206.0,5038.0,1693.0,358.0,1.0,1007.0,327.0,1555.0,58.0,4006.0,1514.0,84080.0,3202.0,12531.0,-9329.0,5715.0,839.0,4876.0,37525.0,32910.0,30233.0,2677.0,108.0,443.0,46442.0,,3925.0,1155.0,86.0,,2684.0,10239.0,5491.0,,,,4748.0,15120.0,7645.0,2.0,,4184.0,29284.0,25684.0,25684.0,,,,10004.0,,,,,2357.0,35688.0,64972.0,0.0,44872.0,4.951,44867.049,0.0,20647.0,31.0,65550.0,0.0,65550.0,130522.0,
01/27/2018,131510.0,73683.0,17624.0,56059.0,8888.0,3963.0,4925.0,1896.0,385.0,0.0,1192.0,319.0,1583.0,18.0,3097.0,1511.0,86050.0,3113.0,12438.0,-9325.0,5774.0,861.0,4913.0,36573.0,32865.0,30391.0,2474.0,121.0,472.0,45460.0,,6000.0,1060.0,2204.0,,2736.0,13741.0,8992.0,,,,4749.0,15623.0,7686.0,26.0,,4471.0,35364.0,25625.0,25625.0,,,,18539.0,,,,,10827.0,44164.0,79528.0,0.0,44535.0,4.868,44530.132,0.0,7364.0,83.0,51982.0,0.0,51982.0,131510.0,
04/28/2018,114008.0,54431.0,6719.0,47712.0,9142.0,4274.0,4868.0,1900.0,459.0,0.0,1135.0,306.0,1668.0,0.0,3044.0,1655.0,67141.0,3082.0,12326.0,-9244.0,5766.0,851.0,4915.0,38019.0,34335.0,31654.0,2681.0,118.0,522.0,46867.0,,5480.0,1552.0,962.0,,2966.0,7736.0,0.0,,,,7736.0,15426.0,7652.0,54.0,,4087.0,28642.0,20336.0,20336.0,,,,18369.0,,,,,10663.0,38705.0,67347.0,0.0,43556.0,4.734,43551.266,0.0,3709.0,-604.0,46661.0,0.0,46661.0,114008.0,
07/28/2018,108784.0,46548.0,8934.0,37614.0,10503.0,5554.0,4949.0,1846.0,423.0,0.0,1132.0,291.0,2940.0,0.0,3219.0,2938.0,61837.0,3006.0,12243.0,-9237.0,5860.0,978.0,4882.0,38081.0,34258.0,31706.0,2552.0,118.0,486.0,46947.0,,5894.0,1904.0,1004.0,,2986.0,5238.0,0.0,0.0,0.0,,5238.0,15903.0,8195.0,62.0,141.0,4401.0,27035.0,20331.0,20331.0,0.0,0.0,,18214.0,0.0,0.0,0.0,0.0,9816.0,38545.0,65580.0,0.0,42820.0,4.614,42815.386,0.0,1233.0,-849.0,43204.0,0.0,43204.0,108784.0,
10/27/2018,105429.0,42593.0,8410.0,34183.0,9387.0,4536.0,4851.0,1572.0,421.0,0.0,874.0,277.0,2134.0,0.0,3960.0,2128.0,55686.0,2956.0,12294.0,-9338.0,5769.0,1125.0,4644.0,41018.0,36102.0,33386.0,2716.0,115.0,841.0,49743.0,,5511.0,1805.0,1084.0,,2622.0,7241.0,0.0,,,,7241.0,13662.0,7177.0,74.0,,4008.0,26414.0,18323.0,18323.0,,,,16844.0,,,,,9593.0,35167.0,61581.0,0.0,41897.0,4.517,41892.483,0.0,3169.0,-1218.0,43848.0,0.0,43848.0,105429.0,
01/26/2019,102462.0,40383.0,9835.0,30548.0,8802.0,3745.0,5057.0,1701.0,468.0,0.0,982.0,251.0,2231.0,12.0,4081.0,2220.0,53117.0,2931.0,12210.0,-9279.0,4565.0,,4565.0,41849.0,35563.0,33293.0,2270.0,115.0,2078.0,49345.0,,5364.0,1655.0,1110.0,,2599.0,9737.0,0.0,,,,9737.0,14378.0,7285.0,15.0,,4377.0,29479.0,15893.0,15893.0,,,,16301.0,,,,,9001.0,32194.0,61673.0,0.0,41361.0,4.424,41356.576,0.0,538.0,-1110.0,40789.0,0.0,40789.0,102462.0,
04/27/2019,97287.0,34643.0,10251.0,24392.0,8824.0,3795.0,5029.0,1513.0,398.0,12.0,864.0,239.0,2331.0,27.0,4023.0,2322.0,47311.0,2834.0,12115.0,-9281.0,4862.0,,4862.0,42280.0,35942.0,33544.0,2398.0,115.0,2173.0,49976.0,,5847.0,2022.0,953.0,,2872.0,7777.0,3283.0,,,,4494.0,14289.0,7339.0,4.0,,4156.0,27913.0,15921.0,15921.0,,,,16649.0,,,,,9306.0,32570.0,60483.0,0.0,40577.0,4.313,40572.687,0.0,-2877.0,-896.0,36804.0,0.0,36804.0,97287.0,
07/27/2019,97793.0,33413.0,11750.0,21663.0,10586.0,5491.0,5095.0,1383.0,374.0,10.0,752.0,247.0,2373.0,75.0,4065.0,2359.0,47755.0,2789.0,12039.0,-9250.0,6071.0,1113.0,4958.0,41178.0,35730.0,33529.0,2201.0,87.0,1221.0,50038.0,,6429.0,2059.0,1149.0,,3221.0,10191.0,4193.0,0.0,0.0,,5998.0,15092.0,7799.0,0.0,95.0,4409.0,31712.0,14475.0,14475.0,0.0,0.0,,18035.0,0.0,0.0,0.0,0.0,10141.0,32510.0,64222.0,0.0,40266.0,4.25,40261.75,0.0,-5903.0,-792.0,33571.0,0.0,33571.0,97793.0,
10/26/2019,92492.0,28035.0,8587.0,19448.0,9904.0,4878.0,5026.0,1344.0,424.0,9.0,663.0,248.0,2433.0,94.0,3963.0,2424.0,41716.0,3769.0,12911.0,-9142.0,5982.0,1151.0,4831.0,41025.0,35685.0,33578.0,2107.0,66.0,1217.0,50776.0,,5545.0,2016.0,794.0,,2735.0,4367.0,0.0,367.0,,367.0,4000.0,14685.0,7956.0,0.0,,4031.0,24597.0,15277.0,14497.0,780.0,,780.0,18195.0,,,,,10239.0,33472.0,58069.0,0.0,40321.0,4.241,40316.759,0.0,-5083.0,-815.0,34423.0,0.0,34423.0,92492.0,
01/25/2020,90426.0,27062.0,8475.0,18587.0,9157.0,4330.0,4827.0,1353.0,384.0,12.0,726.0,231.0,2481.0,89.0,3896.0,2467.0,40053.0,3621.0,12337.0,-8716.0,5912.0,1155.0,4757.0,40840.0,35518.0,33612.0,1906.0,61.0,1276.0,50373.0,,5444.0,1935.0,819.0,,2690.0,1879.0,0.0,380.0,,380.0,1499.0,14765.0,8048.0,8.0,,4120.0,22088.0,15214.0,14494.0,720.0,,720.0,17591.0,,,,,9535.0,32805.0,54893.0,0.0,40617.0,4.241,40612.759,0.0,-4384.0,-700.0,35533.0,0.0,35533.0,90426.0,
04/25/2020,91394.0,28574.0,10366.0,18208.0,9272.0,4569.0,4703.0,1212.0,446.0,20.0,549.0,197.0,2249.0,170.0,3909.0,2219.0,41307.0,3465.0,12067.0,-8602.0,5956.0,1186.0,4770.0,40666.0,35197.0,33453.0,1744.0,68.0,1322.0,50087.0,,6380.0,2393.0,1047.0,,2940.0,4850.0,0.0,344.0,,344.0,4506.0,14707.0,7938.0,0.0,,3975.0,25937.0,12232.0,11578.0,654.0,,654.0,17517.0,,,,,9579.0,29749.0,55686.0,0.0,40691.0,4.22,40686.78,0.0,-3874.0,-1109.0,35708.0,0.0,35708.0,91394.0,
07/25/2020,94853.0,29419.0,11809.0,17610.0,10523.0,5472.0,5051.0,1282.0,456.0,25.0,601.0,200.0,2349.0,170.0,3990.0,2328.0,43573.0,3374.0,11935.0,-8561.0,6921.0,1207.0,5714.0,40985.0,35382.0,33806.0,1576.0,71.0,1372.0,51280.0,,6179.0,2218.0,839.0,,3122.0,3346.0,0.0,341.0,0.0,341.0,3005.0,15806.0,9040.0,0.0,81.0,4390.0,25331.0,12239.0,11578.0,661.0,0.0,661.0,19363.0,0.0,0.0,0.0,0.0,10242.0,31602.0,56933.0,0.0,41202.0,4.237,41197.763,0.0,-2763.0,-519.0,37920.0,0.0,37920.0,94853.0,
