Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1997,104.141998,103.994003,103.994003,,8.644297,2.375714,1.777968,0.75,0.75,0.75,0.75,0.75,0.75,,0.793527,-0.04881,4.024572,21.209974,,51.090779,
06/30/1997,104.469002,103.994003,104.266998,,7.449548,1.85821,1.250022,0.33,0.33,0.33,0.33,0.33,0.33,,0.58729,-0.481955,0.457992,21.069542,,51.040508,
09/30/1997,104.602997,104.481003,104.481003,,7.696653,2.208823,1.568228,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,,0.778898,-0.194686,0.549057,19.784041,,51.842799,
12/31/1997,110.749001,106.519997,106.519997,,8.172963,1.934651,1.331065,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,,1.338613,-0.199456,0.655744,21.248453,21.248453,49.963213,
03/31/1998,111.265999,111.134003,110.973,,8.46606,2.22328,1.63857,0.78,0.78,0.78,0.78,0.78,0.78,0.581,1.876294,0.763537,0.683093,21.541342,,50.338288,
06/30/1998,111.5,111.528,111.372002,,7.461112,1.942059,1.316902,0.5,0.5,0.5,0.5,0.5,0.5,0.58,1.450149,0.252352,0.964852,21.524655,,50.874225,
09/30/1998,114.303001,111.606003,111.606003,,7.82112,2.084986,1.471005,0.82,0.82,0.82,0.82,0.82,0.82,0.579,1.272396,-0.040383,0.619643,21.314138,,50.401929,
12/31/1998,114.925003,113.626999,113.626999,,7.550239,2.064809,1.388974,0.96,0.96,0.96,0.95,0.95,0.95,0.58,1.388913,-0.306881,0.493078,22.752464,22.752464,51.181403,
03/31/1999,114.949997,114.742996,114.681,,7.975994,2.182742,1.545958,0.88,0.88,0.88,0.88,0.88,0.88,0.581,2.07397,1.057411,0.73786,23.113067,23.113067,51.580949,
06/30/1999,115.254997,115.102997,115.080002,,6.958933,1.764225,1.130692,0.43,0.43,0.43,0.43,0.43,0.43,0.58,0.767457,-0.713651,0.626064,22.944784,22.944784,52.359117,
09/30/1999,115.549004,115.399002,115.386002,,7.044936,2.303087,1.658598,0.85,0.85,0.85,0.85,0.85,0.85,0.58,0.452299,-1.186539,0.350613,23.360063,23.360063,53.21736,
12/31/1999,115.836998,115.689003,115.682999,,7.321854,1.876801,1.235246,0.85,0.85,0.85,0.85,0.85,0.85,0.58,2.497999,0.450058,0.723111,23.590822,23.590822,54.050278,
03/31/2000,116.484879,116.108002,116.108002,,8.084456,2.22666,1.574594,0.91,0.91,0.91,0.91,0.91,0.91,0.58,1.665312,0.833181,0.416217,23.909163,23.909163,53.962086,
06/30/2000,116.754997,116.649002,116.611,,7.519462,2.244025,1.582861,0.69,0.81,0.81,0.69,0.81,0.81,0.58,0.573016,-0.409421,0.309272,23.892322,23.892322,54.216856,
