Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1995,,61.200001,106.400002,16.6,-18.1,166.100006,,,-171.600006,,,,,,,,,,,,,,
06/30/1995,,73.599998,113.099998,52.900002,51.599998,291.200012,,,-195.100006,,,,,,,,,,,,,,
09/30/1995,,76.699997,114.0,-37.099998,-39.799999,113.800003,,,-168.800003,,,,,,,,,,,,,,
12/31/1995,,139.199997,125.099998,-80.5,74.5,258.299988,,,-150.899994,,,,,,,,,,,,,,
03/31/1996,,59.200001,123.699997,15.0,18.1,216.0,,,-138.300003,,,,,,,,,,,,,,
06/30/1996,,70.400002,127.5,12.3,-17.200001,193.0,,,-229.600006,,,,,,,,,,,,,,
09/30/1996,,76.900002,132.899994,59.400002,51.5,320.700012,,,-247.800003,,,,,,,,,,,,,,
12/31/1996,,114.300003,149.800003,9.9,-13.3,260.700012,-264.600006,,-264.600006,,,,,,,,,,,,-3.899994,,
03/31/1997,,117.199997,133.0,33.400002,138.600006,422.200012,-283.600006,1.3,-284.0,0.0,0.0,-0.9,-57.299999,-12.5,0.0,0.0,-99.599998,0.0,0.0,54.799999,81.300003,,
06/30/1997,,74.400002,134.800003,55.299999,-114.599998,149.899994,-361.0,3.6,-359.100006,0.0,0.0,-5.5,53.599998,-12.5,0.0,1.9,0.0,0.0,0.0,64.199997,-157.5,,
09/30/1997,,67.199997,136.5,52.5,-21.799999,234.399994,-529.200012,17.4,-367.200012,0.0,0.0,-179.399994,295.899994,-12.5,0.0,404.700012,0.0,0.0,0.0,-96.300003,1.1,,
12/31/1997,,74.199997,144.600006,109.599998,-172.399994,156.0,-323.799988,22.299999,-317.0,0.0,0.0,-29.1,195.600006,-12.5,0.0,252.600006,0.0,0.0,-49.900002,5.4,27.799999,,
03/31/1998,,31.200001,174.300003,51.599998,86.400002,343.5,-3147.600098,6.0,-448.100006,0.0,0.0,-2705.5,2777.699951,-12.4,0.0,2816.100098,0.0,0.0,-21.6,-4.4,-26.4,,
06/30/1998,,-17.299999,266.5,7.0,141.0,397.200012,-4.6,44.299999,-405.100006,0.0,0.0,356.200012,-332.700012,-12.4,0.0,0.0,-327.600006,0.0,0.0,7.3,59.900002,,
09/30/1998,,-17.299999,280.399994,63.5,-62.0,264.600006,-99.499985,211.800003,-311.299988,0.0,0.0,0.0,-226.299988,-12.4,0.0,327.600006,-492.899994,0.0,-0.5,-48.099998,-61.199974,,
12/31/1998,,-895.400024,223.300003,853.099976,-185.300003,-4.300027,-28.5,174.5,-76.5,0.0,0.0,-126.5,2.7,-12.4,0.0,0.0,-3.7,0.0,-4.6,23.4,-30.100027,,
03/31/1999,,175.5,183.199997,-147.600006,10.6,221.699997,1279.0,200.199997,-110.800003,0.0,0.0,1189.599976,-1338.199951,-12.4,0.0,0.0,-1472.900024,0.0,-0.1,147.199997,162.5,,
06/30/1999,,15.3,185.199997,-1.7,-71.699997,127.099998,-82.599998,22.4,-70.0,0.0,0.0,-35.0,-190.899994,-12.4,0.0,500.0,-596.799988,0.0,-9.4,-72.300003,-146.399994,,
09/30/1999,,20.700001,253.0,-16.700001,91.400002,348.399994,-86.800003,21.9,-110.800003,0.0,0.0,2.1,-149.199997,-12.5,0.0,0.0,-52.799999,0.0,-1.6,-82.300003,112.400002,,
12/31/1999,,14.3,206.300003,298.700012,-223.800003,295.5,-101.0,36.799999,-136.600006,0.0,0.0,-1.2,-208.100006,-12.4,0.0,0.0,-170.199997,3.3,-1.5,-27.299999,-13.6,,
03/31/2000,,95.599998,176.199997,48.099998,-5.4,314.5,-152.5,5.3,-155.199997,0.0,0.0,-2.6,-220.100006,-12.4,0.0,0.0,-190.199997,0.0,0.0,-17.5,-58.099998,,
