Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,92.171997,28.128,-4.39,50.568001,166.477997,,,,,,,,,,,,,,,,,
06/30/1990,,104.277,32.959,-8.877,132.985001,261.343994,,,,,,,,,,,,,,,,,
09/30/1990,,123.635002,34.783001,-28.048,-42.147999,88.222,,,,,,,,,,,,,,,,,
12/31/1990,,134.826004,39.435001,47.730999,-82.254997,139.737,,,,,,,,,,,,,,,,,
03/31/1991,,114.278,38.075001,-16.285,45.936001,182.003998,,,,,,,,,,,,,,,,,
06/30/1991,,20.285,42.314999,-12.8,23.496,73.295998,,,,,,,,,,,,,,,,,
09/30/1991,,-70.255997,43.119999,4.472,77.132004,54.467999,,,,,,,,,,,,,,,,,
12/31/1991,,66.561996,42.313999,3.815,-28.249001,84.442001,,,,,,,,,,,,,,,,,
03/31/1992,,45.326,40.07,42.296001,88.690002,216.382004,,,,,,,,,,,,,,,,,
06/30/1992,,28.996,41.716999,1.355,71.638,143.705994,,,,,,,,,,,,,,,,,
09/30/1992,,49.365002,40.035999,-78.999001,-208.110001,-197.707993,,,,,,,,,,,,,,,,,
12/31/1992,,89.464996,37.687,59.231998,-408.182007,-221.798004,,,,,,,,,,,,,,,,,
03/31/1993,,102.370003,38.706001,8.447,-203.848999,-54.326,,,,,,,,,,,,,,,,,
06/30/1993,,102.25,41.181,13.987,-36.581001,120.836998,,,,,,,,,,,,,,,,,
09/30/1993,,106.774002,38.828999,12.241,-137.423004,20.421,,,,,,,,,,,,,,,,,
12/31/1993,,150.606003,37.284,-22.674999,-12.147,153.067993,,,,,,,,,,,,,,,,,
03/31/1994,,213.0,37.0,27.0,-199.0,78.0,,,,,,,,,,,,,,,,,
06/30/1994,,210.0,41.0,28.0,-596.0,-317.0,,,,,,,,,,,,,,,,,
09/30/1994,,201.0,47.0,1.0,-629.0,-380.0,,,,,,,,,,,,,,,,,
12/31/1994,,243.0,44.0,-103.0,334.0,518.0,,,,,,,,,,,,,,,518.0,,
03/31/1995,,216.0,51.0,21.0,94.0,382.0,-84.0,,-84.0,,,,,,,,,,,,298.0,,
06/30/1995,,246.0,52.0,21.0,-24.0,295.0,-93.0,,-93.0,,,,,,,,,,,,202.0,,
09/30/1995,,245.0,57.0,-19.0,-38.0,245.0,-111.0,,-111.0,,,,,,,,,,,,134.0,,
12/31/1995,,82.0,54.0,339.0,-454.0,21.0,-103.0,,-103.0,,,,,,,,,,,,-82.0,,
03/31/1996,,242.0,64.0,5.0,88.0,399.0,-112.0,,-112.0,,,,,,,,,,,,287.0,,
06/30/1996,,224.0,67.0,51.0,610.0,952.0,-89.0,,-89.0,,,,,,,,,,,,863.0,,
09/30/1996,,365.0,219.0,53.0,748.0,1385.0,-184.0,,-184.0,,,,,,,,,,,,1201.0,,
12/31/1996,,487.0,133.0,-302.0,512.0,830.0,-99.0,,-99.0,,,,,,,,,,,,731.0,,
03/31/1997,,414.0,127.0,0.0,406.0,947.0,816.0,0.0,-140.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,-23.0,1763.0,,
06/30/1997,,257.0,83.0,153.0,503.0,996.0,-1102.0,0.0,-120.0,0.0,0.0,-982.0,-233.0,0.0,0.0,0.0,-293.0,43.0,0.0,17.0,-339.0,,
09/30/1997,,517.0,220.0,64.0,170.0,971.0,-448.0,0.0,-238.0,0.0,0.0,-210.0,64.0,0.0,0.0,90.0,-6.0,62.0,0.0,-82.0,587.0,,
12/31/1997,,667.0,159.0,245.0,-183.0,888.0,489.0,0.0,-267.0,0.0,0.0,756.0,204.0,0.0,0.0,0.0,0.0,70.0,0.0,134.0,1581.0,,
03/31/1998,,16.0,151.0,0.0,268.0,435.0,160.0,0.0,-157.0,0.0,0.0,317.0,94.0,-23.0,0.0,0.0,0.0,58.0,0.0,59.0,689.0,,
06/30/1998,,-3632.0,121.0,3627.0,-41.0,75.0,-1800.0,0.0,-100.0,0.0,0.0,-1700.0,-786.0,0.0,0.0,0.0,-788.0,36.0,-26.0,-8.0,-2511.0,,
09/30/1998,,115.0,285.0,0.0,-210.0,190.0,-282.0,0.0,-213.0,0.0,0.0,-69.0,-96.0,-48.0,0.0,0.0,0.0,166.0,-182.0,-32.0,-188.0,,
12/31/1998,,758.0,336.0,-107.0,-1043.0,-56.0,-545.0,0.0,-130.0,0.0,0.0,-415.0,284.0,-24.0,0.0,0.0,0.0,147.0,-176.0,337.0,-317.0,,
03/31/1999,,281.0,304.0,-130.0,-377.0,78.0,-402.0,0.0,-216.0,0.0,0.0,-186.0,-158.0,-34.0,0.0,0.0,0.0,99.0,-126.0,-97.0,-482.0,,
06/30/1999,,-184.0,424.0,-177.0,171.0,234.0,-735.0,70.0,-291.0,0.0,0.0,-514.0,-253.0,-34.0,0.0,0.0,0.0,25.0,-442.0,198.0,-754.0,,
09/30/1999,,140.0,359.0,30.0,-385.0,144.0,-1953.0,0.0,-360.0,0.0,0.0,-1593.0,1207.0,-34.0,1312.0,0.0,0.0,24.0,0.0,-95.0,-602.0,,
12/31/1999,,332.0,315.0,-16.0,74.0,705.0,621.0,,-388.0,0.0,0.0,1009.0,-913.0,-34.0,-859.0,0.0,0.0,168.0,-99.0,-89.0,413.0,,
03/31/2000,,296.0,320.0,-4.0,-1182.0,-570.0,-41.0,0.0,-252.0,0.0,0.0,211.0,1120.0,-42.0,1099.0,0.0,0.0,6.0,,57.0,509.0,,
06/30/2000,,388.0,368.0,109.0,-726.0,139.0,-390.0,0.0,-250.0,0.0,0.0,-140.0,-353.0,-43.0,-441.0,0.0,0.0,25.0,0.0,106.0,-604.0,,
09/30/2000,,557.0,374.0,154.0,-366.0,719.0,-298.0,0.0,-249.0,0.0,0.0,-49.0,-65.0,-43.0,-622.0,575.0,0.0,,-86.0,111.0,356.0,,
12/31/2000,,-672.0,345.0,1356.0,-752.0,277.0,-502.0,0.0,-382.0,0.0,0.0,-120.0,-133.0,-42.0,222.0,0.0,0.0,277.0,-587.0,-3.0,-358.0,,
03/31/2001,,-131.0,388.0,433.0,-191.0,499.0,-258.0,0.0,-370.0,0.0,0.0,112.0,-168.0,-42.0,-61.0,0.0,0.0,,-55.0,-10.0,73.0,,
06/30/2001,,-239.0,316.0,353.0,154.0,584.0,-199.0,0.0,-200.0,0.0,0.0,1.0,802.0,-42.0,559.0,300.0,0.0,138.0,-33.0,-120.0,1187.0,,
09/30/2001,,-507.0,335.0,172.0,256.0,256.0,-218.0,0.0,-172.0,0.0,0.0,-46.0,73.0,-42.0,17.0,0.0,0.0,,-8.0,106.0,111.0,,
12/31/2001,,92.0,338.0,137.0,-424.0,143.0,-280.0,0.0,-185.0,0.0,0.0,-95.0,71.0,-43.0,191.0,0.0,0.0,94.0,-9.0,-162.0,-66.0,,
03/31/2002,,44.0,320.0,107.0,-493.0,-22.0,-145.0,0.0,-153.0,0.0,0.0,8.0,-5.0,-43.0,-26.0,0.0,0.0,68.0,0.0,-4.0,-172.0,,
