Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1989,,,,,,,,,,,,,228.390737,,,,
03/31/1990,151.091253,-3.548,0.0,0.0,6.264,153.807253,30.812,20.329741,0.040726,,,,154.273248,156.989248,0.683953,,
06/30/1990,156.417505,-2.803,0.0,0.0,5.761,159.375505,30.83,18.686345,0.036147,,,,163.3595,166.3175,0.708462,,
09/30/1990,88.7315,-1.715,0.0,0.0,5.256,92.2725,27.753,18.938493,0.056962,0.528231,,,92.566501,96.107501,0.422462,,
12/31/1990,83.612375,-2.323,0.0,0.0,37.480001,118.769376,64.183,58.395527,0.31557,0.682183,4.444463,10.177325,83.612375,118.769376,0.543776,,
03/31/1991,100.035502,-2.288,0.0,0.0,29.223,126.970502,55.205999,52.934463,0.230156,0.702651,4.606723,9.312784,99.209,126.144,0.575131,,
06/30/1991,86.356252,-4.232,0.0,0.0,30.007,112.131253,45.206,66.378356,0.267606,0.639376,5.406261,14.451766,86.237502,112.012502,0.507216,,
09/30/1991,,-2.475,0.0,0.0,25.257,,42.433001,59.522069,,,,,100.557499,123.339499,,,
12/31/1991,164.040375,-2.711,0.0,0.0,20.01,181.339375,42.609998,46.96081,0.110346,1.062172,27.17509,,167.632488,184.931488,0.803183,,
03/31/1992,198.827996,-3.375,0.0,0.0,13.01,208.462996,38.921,33.426686,0.062409,1.17999,23.988837,,199.584005,209.219006,0.884637,,
06/30/1992,218.181997,-2.211,0.0,0.0,7.01,222.980998,36.295,19.313956,0.031438,1.209717,15.855863,39.825146,227.459743,232.258743,0.942152,,
09/30/1992,240.955872,-4.708,0.0,0.0,0.0,236.247872,31.93,0.0,0.0,1.232769,14.616586,29.946491,250.001995,245.293995,0.988121,,
12/31/1992,387.71775,-7.569,0.0,0.0,0.0,380.14875,40.791,0.0,0.0,1.879868,13.255762,18.652115,402.6785,395.1095,1.577957,,
03/31/1993,345.900998,-8.261,0.0,0.0,0.0,337.639998,43.620998,0.0,0.0,1.589081,10.954158,14.951732,396.539857,388.278857,1.45655,,
06/30/1993,388.79999,-6.857,0.0,0.0,0.0,381.94299,34.674,0.0,0.0,1.679934,11.412867,15.19385,432.944996,426.087996,1.657739,,
