Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,547,431.0,164,-10,1132,,,,,,,,,,,,,,,,,
06/30/1990,,436,415.0,-590,-242,19,,,,,,,,,,,,,,,,,
09/30/1990,,462,416.0,-196,137,819,,,,,,,,,,,,,,,,,
12/31/1990,,611,461.0,294,173,1539,,,,,,,,,,,,,,,,,
03/31/1991,,351,461.0,32,-91,753,,,,,,,,,,,,,,,,,
06/30/1991,,246,443.0,-7,-190,492,,,,,,,,,,,,,,,,,
09/30/1991,,-156,434.0,372,101,751,,,,,,,,,,,,,,,,,
12/31/1991,,268,469.0,41,210,988,,,,,,,,,,,,,,,,,
03/31/1992,,-212,461.0,516,-86,679,,,,,,,,,,,,,,,,,
06/30/1992,,309,413.0,132,-128,726,,,,,,,,,,,,,,,,,
09/30/1992,,429,1283.0,703,-253,2162,,,,,,,,,,,,,,,,,
12/31/1992,,372,,-1274,414,-488,,,,,,,,,,,,,,,-488.0,,
03/31/1993,,260,399.0,94,38,791,,,,,,,,,,,,,,,,,
06/30/1993,,271,387.0,34,-283,409,,,,,,,,,,,,,,,,,
09/30/1993,,68,402.0,153,213,836,,,,,,,,,,,,,,,,,
12/31/1993,,-330,530.0,243,288,731,,,,,,,,,,,,,,,,,
03/31/1994,,149,421.0,-3,-292,275,,,,,,,,,,,,,,,,,
06/30/1994,,24,414.0,182,-97,523,,,,,,,,,,,,,,,,,
09/30/1994,,435,405.0,-124,-115,601,,,,,,,,,,,,,,,,,
12/31/1994,,311,431.0,-92,48,698,,,,,,,,,,,,,,,,,
03/31/1995,,322,412.0,-280,-73,381,,,-353.0,,,,,,,,,,,,,,
06/30/1995,,391,407.0,54,-178,674,,,-399.0,,,,,,,,,,,,,,
09/30/1995,,315,386.0,102,11,814,,,-481.0,,,,,,,,,,,,,,
12/31/1995,,348,436.0,230,36,1050,,,,,,,,,,,,,,,,,
03/31/1996,,370,404.0,65,1,840,,,-352.0,,,,,,,,,,,,,,
06/30/1996,,434,399.0,-45,44,832,,,-521.0,,,,,,,,,,,,,,
09/30/1996,,479,399.0,11,-27,862,,,-744.0,,,,,,,,,,,,,,
12/31/1996,,380,431.0,-43,103,871,-524.0,,-524.0,,,,,,,,,,,,347.0,,
03/31/1997,,483,454.0,-2,-47,888,-502.0,9.0,-488.0,-4.0,0.0,-19.0,-397.0,-223.0,17.0,233.0,-393.0,0.0,-17.0,-14.0,-11.0,,
06/30/1997,,390,233.0,60,-241,442,-320.0,7.0,-430.0,0.0,0.0,103.0,-458.0,-229.0,25.0,0.0,-148.0,0.0,-138.0,32.0,-336.0,,
09/30/1997,,516,491.0,-244,151,914,-641.0,44.0,-824.0,-94.0,0.0,233.0,-704.0,-228.0,653.0,0.0,-970.0,0.0,-50.0,-109.0,-431.0,,
12/31/1997,,382,503.0,-94,320,1111,-875.0,122.0,-913.0,-104.0,0.0,20.0,-350.0,-228.0,-174.0,21.0,-47.0,0.0,-51.0,129.0,-114.0,,
