Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/2018,,,,,,,,,,,,,80108.2893,,,,
06/30/2018,,,,,,,,,,,,,87797.13065,,,,
09/30/2018,88626.683051,-9038.0,0.0,5558.0,16420.0,101566.683051,74399.0,22.070189,0.161667,,,,89229.42023,102169.42023,184.197495,,
12/31/2018,85391.583945,-4466.0,0.0,5500.0,17371.0,103796.583945,74467.0,23.327111,0.167356,3.695933,,40.529709,86625.76204,105030.76204,189.67231,,
03/31/2019,97115.622812,-5791.0,0.0,5472.0,15212.0,112008.622812,71859.0,21.169234,0.135811,3.987917,,44.792076,96611.43171,111504.43171,202.909444,,
06/30/2019,108703.844245,-2686.0,0.0,2330.0,14921.0,123268.844245,67815.0,22.002507,0.121044,4.384763,,50.287518,109734.7904,124299.7904,227.704771,,
09/30/2019,104193.66792,-2120.0,0.0,2355.0,14156.0,118584.66792,65464.0,21.624099,0.119375,4.224154,,41.978955,105309.29152,119700.29152,220.47618,,
12/31/2019,113620.036407,-2700.0,0.0,2561.0,14932.0,128413.036407,66567.0,22.431535,0.116281,4.549137,16.108008,43.356216,115161.6551,129954.6551,240.618964,,
03/31/2020,90854.015387,-4014.0,0.0,2467.0,16875.0,106182.015387,64118.0,26.318662,0.158925,3.789102,13.388225,34.734058,92547.388,107875.388,202.186866,,
06/30/2020,111434.116388,-4941.0,0.0,2400.0,17480.0,126373.116388,65417.0,26.720883,0.138321,4.646754,16.424892,42.421321,112217.64394,127156.64394,240.545738,,
09/12/2020,131473.52274342,-4941.0,0.0,2400.0,17480.0,146412.52274342,65417.0,26.7208829509149,0.119388694849776,5.38360504277909,19.0294414795191,49.1482117299161,132353.438211273,147292.438211273,240.545737570535,,
09/30/2020,,,,,,,,,,5.27639637466965,16.7758904096405,25.5841561547471,,,,,
12/31/2020,,,,,,,,,,5.18135024713422,16.2985418171565,24.757120740063,,,,,
