Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,20.4,27.4,4.1,-3.0,-8.1,,,,,,,,,,,,,,,,20.4,
06/30/1990,38.0,36.799999,3.7,26.6,-29.1,,,,,,,,,,,,,,,,38.0,
09/30/1990,58.099998,18.1,3.6,26.4,10.0,,,,,,,,,,,,,,,,58.099998,
12/31/1990,22.799999,11.1,6.5,27.1,-21.9,,,,,,,,,,,,,,,,,
03/31/1991,49.0,25.700001,6.2,13.1,4.0,,,,,,,,,,,,,,,,,
06/30/1991,41.0,9.7,6.0,51.0,-25.700001,,,,,,,,,,,,,,,,,
09/30/1991,47.5,11.2,8.5,36.299999,-8.5,,,,,,,,,,,,,,,,,
12/31/1991,53.099998,-13.7,7.7,16.799999,42.299999,,,,,,,,,,,,,,,,,
03/31/1992,32.799999,36.099998,7.2,-1.2,-9.3,,,,,,,,,,,,,,,,32.799999,
06/30/1992,60.599998,40.099998,6.4,-23.1,37.200001,,,,,,,,,,,,,,,,,
09/30/1992,13.4,44.700001,5.8,-14.6,-22.5,,,,,,,,,,,,,,,,,
12/31/1992,43.799999,32.900002,4.9,10.0,-4.0,,,,,,,,,,,,,,,,43.799999,
03/31/1993,72.5,51.599998,4.4,39.299999,-22.799999,,,,,,,,,,,,,,,,72.5,
06/30/1993,78.300003,79.5,4.3,20.799999,-26.299999,,,,,,,,,,,,,,,,78.300003,
09/30/1993,118.5,82.599998,3.6,30.1,2.2,,,,,,,,,,,,,,,,,
12/31/1993,54.200001,53.599998,3.8,35.400002,-38.599998,,,,,,,,,,,,,,,,54.200001,
03/31/1994,142.0,48.099998,4.0,126.800003,-36.900002,,,,,,,,,,,,,,,,,
06/30/1994,120.400002,60.5,4.3,97.0,-41.400002,,,,,,,,,,,,,,,,,
09/30/1994,130.899994,64.800003,5.9,78.300003,-18.1,,,,,,,,,,,,,,,,,
12/31/1994,58.0,100.900002,5.1,1.3,-49.299999,,,,,,,,,,,,,,,,58.0,
03/31/1995,109.699997,60.700001,4.8,96.699997,-52.5,,,-11.6,,,,,,,,,,,,,,
06/30/1995,136.199997,60.799999,5.2,114.199997,-44.0,,,-9.4,,,,,,,,,,,,,,
09/30/1995,189.600006,62.599998,5.1,68.400002,53.5,,,-7.6,,,,,,,,,,,,,,
12/31/1995,95.099998,66.400002,5.3,29.799999,-6.4,-9.7,,-9.7,,,,,,,,,,,,,85.399998,
03/31/1996,142.199997,63.299999,5.2,16.9,-37.900002,,,-11.1,,,,,,,,,,,,,,
06/30/1996,265.299988,78.400002,7.6,207.699997,-28.4,,,-7.0,,,,,,,,,,,,,,
09/30/1996,227.899994,80.300003,5.1,143.199997,-0.7,,,-7.6,,,,,,,,,,,,,,
12/31/1996,16.799999,91.699997,5.9,39.599998,-25.700001,-10.1,,-10.1,,,,,,,,,,,,,6.699999,
03/31/1997,218.100006,76.5,6.6,231.0,-96.0,,,-19.5,,,,,,,,,,,,,,
06/30/1997,196.800003,102.099998,8.5,177.399994,-91.199997,,,-17.5,,,,,,,,,,,,,,
09/30/1997,223.100006,116.199997,9.8,99.800003,-2.7,,,-40.700001,,,,,,,,,,,,,,
12/31/1997,96.699997,105.199997,11.7,-11.8,-8.4,,,-44.200001,,,,,,,,,,,,,,
03/31/1998,193.600006,120.099998,12.9,60.599998,,,,-38.900002,,,,,,,,,,,,,,
06/30/1998,182.899994,123.0,14.3,45.599998,,,,-44.299999,,,,,,,,,,,,,,
09/30/1998,218.5,135.100006,13.8,69.599998,,,,-53.0,,,,,,,,,,,,,,
12/31/1998,23.0,78.5,15.1,-70.599998,,,,-38.0,,,,,,,,,,,,,,
03/31/1999,247.300003,105.300003,15.0,127.0,129.5,-503.5,,0.0,-2164.100098,1644.699951,15.9,305.799988,-4.7,,293.700012,,6.4,-0.3,,10.7,49.599998,
06/30/1999,232.699997,112.099998,15.5,105.099998,312.700012,-676.200012,12.1,0.0,-4790.5,4054.800049,47.400002,276.799988,-9.4,,293.700012,-30.0,8.7,-0.3,,14.1,-166.699997,
