Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1995,1826.282959,,,,,,,,,,,,,38.248001,,38.248001,,,,,0.42,0.07,509.993011,0.42,0.42,0.07,509.993011,
03/31/1996,1740.137939,-503.11499,1237.022949,-929.455017,307.567993,-19.162001,0.0,-214.037994,74.367998,-24.5,49.868,0.0,0.0,49.868,-3.139,46.729,279.0,,325.728998,0.44,0.09,0.09,512.799988,0.44,0.09,0.09,512.799988,
06/30/1996,1775.287964,-495.061005,1280.226959,-1023.422974,256.803986,-22.671,0.0,-111.085999,123.046988,-40.599998,82.446999,0.0,0.0,82.446999,-3.175,79.271999,193.0,,272.271989,0.51,0.16,0.16,513.700012,0.51,0.16,0.16,513.700012,
09/30/1996,1720.689941,-533.268005,1187.421936,-869.856995,317.565002,-9.482,0.0,-3.886,304.197002,-100.400002,203.796997,0.0,0.0,203.796997,-3.157,200.639997,53.0,,253.640001,0.44,0.39,0.39,513.200012,0.44,0.39,0.39,513.200012,
12/31/1996,1939.884033,-584.55603,1355.328003,-1085.265015,270.062988,-4.685,0.0,71.010002,336.38799,-110.5,225.888,0.0,0.0,225.888,-3.529,222.359,60.0,,282.35899,0.51,0.43,0.43,522.703003,0.51,0.43,0.43,523.0,
03/31/1997,1635.0,-503.0,1132.0,-885.0,247.0,-7.0,0.0,54.0,294.0,-100.0,194.0,0.0,0.0,194.0,-3.0,191.0,,,191.0,0.38,0.38,0.38,502.631012,0.37,0.37,0.37,512.0,
06/30/1997,1703.0,-550.0,1153.0,-933.0,220.0,-11.0,0.0,61.0,270.0,-92.0,178.0,0.0,0.0,178.0,-3.0,175.0,,,175.0,0.34,0.34,0.34,508.0,0.34,0.34,0.34,521.0,
09/30/1997,1551.0,-476.0,1075.0,-853.0,222.0,-6.0,0.0,-96.0,120.0,-41.0,79.0,0.0,0.0,79.0,-3.0,76.0,156.0,,232.0,0.35,0.15,0.15,510.5,0.35,0.15,0.15,510.5,
12/31/1997,1697.0,-520.0,1177.0,-1211.0,-34.0,-9.0,0.0,-173.0,-216.0,88.0,-128.0,0.0,0.0,-128.0,-4.0,-132.0,233.0,,101.0,0.35,-0.26,-0.26,520.0,0.35,-0.25,-0.26,520.0,
03/31/1998,1586.0,-485.0,1101.0,-875.0,226.0,-9.0,0.0,60.0,277.0,-88.0,189.0,0.0,0.0,189.0,-3.0,186.0,,,186.0,0.37,0.37,0.37,507.0,0.36,0.36,0.36,521.0,
06/30/1998,1654.0,-493.0,1161.0,-1009.0,152.0,-5.0,0.0,69.0,216.0,-70.0,146.0,0.0,0.0,146.0,-3.0,143.0,61.0,-20.0,184.0,0.36,0.28,0.28,508.0,0.36,0.28,0.28,522.0,
09/30/1998,1669.0,-516.0,1153.0,-878.0,275.0,,0.0,37.0,312.0,-108.0,204.0,0.0,0.0,204.0,-3.0,201.0,,,201.0,0.39,0.39,0.39,518.0,0.38,0.38,0.38,535.0,
12/31/1998,1849.0,-538.0,1311.0,-1057.0,254.0,-5.0,0.0,-48.0,201.0,-64.0,137.0,0.0,0.0,137.0,-4.0,133.0,83.0,,216.0,0.45,0.26,0.26,509.0,0.45,0.26,0.26,524.0,
03/31/1999,1774.0,-493.0,1281.0,-995.0,286.0,,0.0,30.0,316.0,-95.0,221.0,0.0,0.0,221.0,-3.0,218.0,,,218.0,0.43,0.43,0.43,507.0,0.42,0.42,0.42,524.0,
06/30/1999,1760.0,-447.0,1313.0,-1001.0,312.0,,0.0,-4.0,308.0,-92.0,216.0,0.0,0.0,216.0,-3.0,213.0,,,213.0,0.42,0.42,0.42,507.0,0.41,0.41,0.41,523.0,
09/30/1999,1776.0,-481.0,1295.0,-1040.0,255.0,,0.0,12.0,267.0,-82.0,185.0,0.0,0.0,185.0,-3.0,182.0,32.0,-9.824,204.176,0.48,0.35,0.35,518.0,0.47,0.34,0.34,534.0,
12/31/1999,1943.0,-472.0,1471.0,-1198.0,273.0,,0.0,46.0,319.0,-75.0,181.0,0.0,0.0,181.0,-4.0,177.0,38.0,-11.176,266.824,0.5,0.4,0.4,518.0,0.5,0.4,0.4,535.0,
