Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,14.895,4.715,-0.054,12.927,32.483002,,,,,,,,,,,,,,,,,
06/30/1990,,15.09,5.201,0.282,-23.018999,-2.446,,,,,,,,,,,,,,,,,
09/30/1990,,13.216,5.417,1.125,1.462,21.219999,,,,,,,,,,,,,,,,,
12/31/1990,,13.966,5.444,-0.696,3.631999,22.346001,,,,,,,,,,,,,,,22.346001,,
03/31/1991,,13.27,5.385,2.539,-3.586,17.608,,,,,,,,,,,,,,,,,
06/30/1991,,15.38,5.674,0.241,-7.096,14.199,,,,,,,,,,,,,,,,,
09/30/1991,,13.803,5.755,0.778,-10.91,9.426,,,,,,,,,,,,,,,,,
12/31/1991,,4.982,5.87,9.066,-0.396001,19.521999,,,,,,,,,,,,,,,19.521999,,
03/31/1992,,14.869,6.657,0.687,17.868999,40.082001,,,,,,,,,,,,,,,,,
06/30/1992,,14.53,8.227,-1.333,6.591,28.014999,,,,,,,,,,,,,,,,,
09/30/1992,,13.671,7.824,0.378,4.609,26.482,,,,,,,,,,,,,,,,,
12/31/1992,,13.568,6.954,-3.338,-33.376999,-16.193001,,,,,,,,,,,,,,,-16.193001,,
03/31/1993,,13.119,8.626,0.141,16.290001,38.175999,,,,,,,,,,,,,,,,,
06/30/1993,,14.127,8.695,0.802,-6.009,17.615,,,,,,,,,,,,,,,,,
09/30/1993,,13.318,8.837,-0.262,1.525,23.417999,,,,,,,,,,,,,,,,,
12/31/1993,,11.958,8.944001,-1.071,-8.369001,11.462,,,,,,,,,,,,,,,11.462,,
03/31/1994,,12.986,9.213,-2.514,18.948,38.632999,,,,,,,,,,,,,,,,,
06/30/1994,,12.841,10.443,-0.052,-7.157,16.075001,,,,,,,,,,,,,,,,,
09/30/1994,,13.133,10.695,1.905,5.691,31.424,,,,,,,,,,,,,,,,,
12/31/1994,,12.28,11.188,2.467,-3.619999,22.315001,,,,,,,,,,,,,,,22.315001,,
03/31/1995,,12.763,11.096,0.52,7.424,31.802999,,,-6.494,,,,,,,,,,,,,,
06/30/1995,,12.468,11.47,0.342,-24.962999,-0.683,-7.195,,-7.195,,,,,,,,,,,,-7.878,,
09/30/1995,,10.958,12.136,-4.637,1.075,19.532,,,-9.629,,,,,,,,,,,,,,
12/31/1995,,9.827998,13.615,6.076,-1.463001,28.056,-10.073,,-10.073,,,,,,,,,,,,17.983,,
03/31/1996,,8.446,12.924,0.44,6.628,28.438,,,-5.343,,,,,,,,,,,,,,
06/30/1996,,-51.063,8.48,59.617001,4.409,21.443001,,,-10.283,,,,,,,,,,,,,,
09/30/1996,,14.038,11.345,0.955,-12.56,13.778,,,-7.885,,,,,,,,,,,,,,
12/31/1996,,14.725,9.965001,1.214001,8.701,34.605,-5.409,,-5.409,,,,,,,,,,,,29.196,,
03/31/1997,,5.023,9.991,2.612,3.444,21.07,-12.829,0.398,-8.144,,,-5.083,-20.275,-2.321,-15.548,,-4.0,1.725,0.0,-0.131,-12.034,,
06/30/1997,,6.593,9.706,5.39,-9.078,12.611,1.751,12.673,-8.045,,,-2.877,-16.461,-2.318,-12.499,,0.0,1.042,-1.979,-0.707,-2.1,,
09/30/1997,,4.828,9.482,2.279,1.225,17.813999,-0.482,11.375,-11.474,,,-0.383,-16.407,-2.323,-15.042,,-0.685,0.924,0.0,0.719,0.926,,
12/31/1997,,0.852,10.095,-11.509,15.421,14.859,-12.967,3.04,-17.731001,,,1.724,-1.522001,-2.325,0.0,,-0.032,1.08,-0.242,-0.003,0.37,,
04/03/1998,,6.071,11.357,-2.534,-0.042,14.852,-7.923,5.082,-7.992,-5.013,0.0,0.0,-3.98,-2.329,0.0,0.0,-2.316,0.66,0.0,0.005,2.949,,
07/03/1998,,4.081,10.061,4.966,-5.886,13.222,-20.559999,1.137,-9.829,-11.868,0.0,0.0,-1.802,-2.334,0.0,0.015,0.0,0.619,0.0,-0.102,-9.14,,
10/02/1998,,4.008,10.532,7.102,5.183,26.825001,-6.972,0.234,-8.212,0.0,1.006,0.0,-3.845,-2.336,0.0,0.011,0.0,0.594,-2.885,0.771,16.007999,,
12/31/1998,,-34.806999,10.465,41.169998,9.646,26.474001,-5.181,4.174,-7.453,0.0,0.0,-1.902,-1.573,-2.329,0.0,0.003,0.0,0.634,-0.114,0.233,19.719999,,
04/02/1999,,10.017,9.242,0.353,-4.152,15.46,-4.576,0.125,-4.403,0.0,0.0,-0.298,-2.197,-2.333,0.0,0.0,-0.485,0.618,0.0,0.003,8.687,,
07/02/1999,,9.929,9.919,0.46,0.456,20.764,-5.839,1.085,-6.177,0.0,0.0,-0.747,-5.073,-2.325,0.0,0.002,0.0,0.42,-3.205,0.035,9.852,,
