Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,866.609924,,,,,,,,,,,,,14.762999,,14.762999,,,,,0.41,0.41,0.0,,,,,
03/31/1990,853.895996,-788.690979,65.205017,-26.927,38.278,-25.806999,0.0,12.2,24.671,-8.2,16.471001,0.0,0.0,16.471001,-1.051,15.420001,,,15.420001,,0.47,0.47,32.964001,,,,,
06/30/1990,1034.604004,-956.343018,78.260986,-24.628,53.632999,-25.464001,0.0,12.369,40.537999,-13.8,26.738001,0.0,0.0,26.738001,-0.906,25.832001,,,25.831999,,0.78,0.78,32.959,,,,,
09/30/1990,996.44397,-922.140015,74.303955,-24.125,50.179001,-24.344999,0.0,11.01,36.844002,-11.2,25.643999,0.0,0.0,25.643999,-0.906,24.737999,,,24.738002,,0.75,0.75,32.950001,,,,,
12/31/1990,1105.44104,-1035.845947,69.595093,-35.842999,33.751999,-23.174999,0.0,15.342,25.919,-9.2,16.719,0.0,0.0,16.719,-0.905,15.814,0.0,0.0,15.814,0.48,0.48,0.48,32.866001,0.48,0.48,0.48,32.866001,
03/31/1991,873.007019,-796.853027,76.153992,-28.184999,47.969002,-22.399,0.0,-37.943001,-12.372999,34.900002,22.527,0.0,0.0,22.527,-0.906,21.621,,,21.621002,,0.65,0.65,33.087002,,,,,
06/30/1991,985.924988,-911.989014,73.935974,-29.452,44.484001,-22.808001,0.0,23.186001,44.862001,-15.3,29.562,0.0,0.0,29.562,-0.906,28.656,,,28.656001,,0.86,0.86,33.301998,,,,,
09/30/1991,993.752991,-918.794006,74.958984,-33.745998,41.213001,-20.617001,0.0,12.836,33.432001,-10.7,22.732,0.0,0.0,22.732,-0.906,21.826,,,21.826001,,0.66,0.66,33.389999,,,,,
12/31/1991,1110.807007,-1050.94104,59.865967,-32.772999,27.093,-19.412001,0.0,29.834999,37.515998,-13.0,24.516001,0.0,0.0,24.516001,-0.905,23.611001,0.0,0.0,23.610998,0.71,0.71,0.71,33.277,0.71,0.71,0.71,33.277,
03/31/1992,948.130981,-862.453003,85.677979,-28.73,56.948002,-15.651,0.0,2.336,43.633002,-14.4,29.233,-196.751007,0.0,-167.518005,-0.906,-168.424005,,,28.327002,,0.88,-4.99,33.506001,,,,,
06/30/1992,851.307983,-776.771973,74.536011,-29.065001,45.471001,-13.913,0.0,2.537,34.095001,-10.3,23.795,-3.142,0.0,20.653,-0.915,19.738,,,22.88,,0.86,0.77,33.665001,,,,,
09/30/1992,765.414978,-703.796021,61.618958,-20.632999,40.986,-13.102,0.0,3.458,31.342,-7.9,23.441999,-3.091,0.0,20.351,-0.694,19.657,,,22.748,,0.67,0.58,33.75,,,,,
12/31/1992,927.221008,-846.013977,81.207031,-34.861,46.346001,-12.399,0.0,3.544,37.491001,5.9,43.390999,-40.050999,0.0,3.34,0.0,3.34,0.0,0.0,43.391001,0.11,0.11,0.11,31.169086,0.11,0.11,0.11,31.169086,
03/31/1993,864.577026,-781.528015,83.049011,-27.775999,55.272999,-11.147,0.0,7.194,51.319998,-17.1,34.220001,-6.7,0.0,27.52,0.0,27.52,,,34.219998,,1.01,0.81,33.754478,,,,,
06/30/1993,739.177002,-664.947021,74.22998,-32.833,41.396999,-7.178,0.0,7.013,41.231999,-14.4,26.832001,0.0,0.0,26.832001,0.0,26.832001,,,26.832,,0.79,0.79,33.847519,,,,,
09/30/1993,786.44397,-719.0,67.44397,-26.974001,40.470001,-7.002,0.0,4.973,38.441001,-8.5,29.941,0.0,0.0,29.941,0.0,29.941,,,29.941001,,0.85,0.85,35.220001,,,,,
12/31/1993,834.336975,-764.512024,69.824951,-28.344999,41.48,-6.375,0.0,-79.591003,-44.486004,19.0,-25.486,0.0,0.0,-25.486,0.0,-25.486,,,-25.486004,,-0.74,-0.74,34.273998,,,,,
03/31/1994,637.994019,-564.348022,73.645996,-27.212999,46.432999,-7.056,0.0,-53.839001,-14.462002,5.1,-9.362,0.0,0.0,-9.362,0.0,-9.362,,,-9.362002,,-0.27,-0.27,34.308998,,,,,
