Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
03/28/2015,79.28,,69.0,85.6275,63.02,11817.39752,148.468719,148.4687,
06/27/2015,80.41,1.425328,80.22,88.35,65.442,12015.74671,149.433823,149.4338,
10/03/2015,44.96,-44.086556,78.75,82.25,42.24,6338.28096,149.530869,148.9729,
01/02/2016,50.9,13.211744,45.35,60.0,42.67,6975.8959,141.341125,140.7831,
04/02/2016,50.82,-0.157171,49.68,51.95,33.3,6473.75652,137.104675,136.5467,
07/02/2016,54.5,7.241244,50.93,58.3,43.79,6966.0265,127.808434,127.3381,
10/01/2016,55.74,2.275229,53.75,64.8,50.45,7078.7013,127.89637,127.1745,
12/31/2016,52.73,-5.400072,55.4,59.12,48.28,6661.43363,127.727699,126.9349,
04/01/2017,68.56,30.020861,53.18,69.71,52.12,8670.37184,126.452576,125.6408,
07/01/2017,63.32,-7.64294,68.56,79.339,63.03,8055.887,127.183374,126.414978,
09/30/2017,70.68,11.6235,63.49,76.47,62.68,8986.04316,127.267751,126.496925,
12/30/2017,66.6,-5.772496,70.84,81.2,64.53,8423.1018,127.148094,126.421104,
03/31/2018,70.45,5.780781,67.06,86.84,65.56,8899.3849,126.493599,125.785614,
06/30/2018,80.17,13.797019,70.07,86.5,66.3,10069.19166,125.58178,124.852417,
09/29/2018,76.89,-4.091306,79.75,86.496,71.5369,9614.78694,125.643281,124.89238,
12/29/2018,60.79,-20.939004,77.19,78.885,56.33,7477.23079,124.905033,124.183716,
03/30/2019,71.73,17.996381,61.34,74.62,54.735,8540.38899,122.788565,122.164078,
06/29/2019,66.61,-7.137878,72.62,78.98,58.52,7856.18323,118.052952,117.386147,
09/28/2019,73.23,9.938448,71.93,78.685,67.73,8516.20962,117.784657,117.085869,
12/28/2019,116.84,59.552096,73.81,118.49,70.7,13522.82792,116.174131,115.501282,
03/28/2020,80.69,-30.939747,116.82,122.3652,67.54,9249.09125,115.684626,115.016037,
06/27/2020,107.37,33.064816,81.29,118.94,72.93,12278.18898,114.423931,113.76088,
09/12/2020,122.96,,123.59,124.41,120.73,14046.51524456,114.2365,113.5907,
