Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
09/30/2010,32.9,27.4,26.8,3.4,3.7,5.2,-5.5,-24.7,16.6,-43.8,-12.8,15.3,0.0,-11.5,-11.5,0.2,0.2,0,-11.7,-11.7,0,0,0,0,0.0,0.0,0.0,0,0.0,-14.3,0.0,-19.0,0.4,0.0,-19.4,0.0,0.0,0.0,4.7,-0.3,6.8,
12/31/2010,82.8,11.2,30.6,14.1,2.3,11.4,0.4,26.9,1.7,30.1,17.2,-22.1,0.0,-28.4,-28.4,1.7,1.7,0,-30.1,-30.1,0,0,0,0,0.0,0.0,0.0,0,0.0,-52.3,0.0,-58.1,0.3,0.0,-58.4,0.0,0.0,0.0,5.8,1.0,3.1,
03/31/2011,-67.9,-10.5,24.8,-4.6,2.7,0.6,-7.9,-77.6,25.8,-6.5,-16.8,-80.1,0.0,-9.9,-9.9,0.1,0.1,0,-10.0,-10.0,0,0,0,0,0.0,0.0,0.0,0,0.0,84.9,0.0,80.4,0.3,80.1,0.0,0.0,0.0,0.0,4.5,0.1,7.2,
06/30/2011,58.2,43.7,25.0,-10.3,2.7,-7.1,-5.9,-0.2,-71.9,-11.7,44.7,38.7,0.0,-14.5,-14.5,3.1,3.1,0,-17.6,-17.6,0,0,0,0,0.0,0.0,0.0,0,0.0,-39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.1,5.2,
09/30/2011,32.7,2.2,26.2,-0.2,5.5,9.9,-15.6,4.5,28.2,-16.9,-23.4,16.6,0.0,-19.6,-13.6,0.2,0.2,0,-13.8,-13.8,0,0,0,0,-6.0,0.0,-6.0,0,0.0,43.6,0.0,39.5,0.1,39.4,0.0,0.0,0.0,0.0,4.1,-2.2,54.5,
12/31/2011,152.4,-71.0,35.5,102.2,4.8,-65.8,163.2,85.7,44.8,30.5,2.2,8.2,0.0,-27.0,-27.0,0.1,0.1,0,-27.1,-27.1,0,0,0,0,0.0,0.0,0.0,0,0.0,-132.4,-548.9,407.5,0.7,435.6,-28.8,11.9,11.9,0.0,-2.9,0.2,-6.8,
03/31/2012,-43.9,12.5,24.5,25.0,6.0,8.1,10.9,-105.9,-31.8,-12.3,-6.7,-55.1,0.0,-13.4,-9.8,1.4,1.4,0,-11.2,-11.2,0,0,0,0,0.0,0.0,0.0,0,-3.6,56.7,0.0,20.3,0.3,70.0,-50.0,43.5,43.5,0.0,-7.1,0.4,-0.2,
06/30/2012,96.4,47.8,23.0,5.8,7.4,1.5,-3.1,19.8,-28.5,-36.5,34.2,50.6,0.0,-16.6,-16.6,0.4,0.4,0,-17.0,-17.0,0,0,0,0,0.0,0.0,0.0,0,0.0,-53.8,0.0,-69.2,0.8,0.0,-70.0,15.4,15.4,0.0,0.0,0.6,26.6,
09/30/2012,66.9,40.0,31.5,10.9,7.0,-4.0,7.9,-15.5,1.5,-4.8,-35.6,23.4,0.0,-8.4,-7.0,10.8,10.8,0,-17.8,-17.8,0,0,0,0,0.0,0.0,0.0,0,-1.4,8.3,0.0,-17.1,0.4,0.0,-17.5,25.4,27.6,-2.2,0.0,2.1,68.9,
12/31/2012,163.4,18.4,22.3,46.5,6.5,-9.6,49.6,76.2,25.3,34.9,30.2,-14.2,0.0,-48.3,-28.1,0.9,0.9,0,-29.0,-29.0,0,0,0,0,-19.5,0.0,-19.5,0,-0.7,4.5,0.0,-18.9,0.4,0.0,-19.3,17.1,23.7,-6.6,6.3,0.3,119.9,
