Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,328,407,75,-714,96,,,,,,,,,,,,,,,,,
06/30/1990,,353,404,26,-108,675,,,,,,,,,,,,,,,,,
09/30/1990,,381,409,233,7,1030,,,,,,,,,,,,,,,,,
12/31/1990,,388,438,470,-579,717,,,,,,,,,,,,,,,,,
03/31/1991,,415,383,20,-320,498,,,,,,,,,,,,,,,,,
06/30/1991,,269,377,206,59,911,,,,,,,,,,,,,,,,,
09/30/1991,,286,390,5,-111,570,,,,,,,,,,,,,,,,,
12/31/1991,,324,410,146,107,987,,,,,,,,,,,,,,,,,
03/31/1992,,-68,404,269,-151,454,,,,,,,,,,,,,,,,,
06/30/1992,,151,406,217,66,840,,,,,,,,,,,,,,,,,
09/30/1992,,316,384,43,-67,676,,,,,,,,,,,,,,,,,
12/31/1992,,313,433,-175,134,705,,,,,,,,,,,,,,,,,
03/31/1993,,278,395,111,-221,563,,,,,,,,,,,,,,,,,
06/30/1993,,309,407,-16,-31,669,,,,,,,,,,,,,,,,,
09/30/1993,,142,424,2,108,676,,,,,,,,,,,,,,,,,
12/31/1993,,339,405,138,-428,454,,,,,,,,,,,,,,,454.0,,
03/31/1994,,202,408,-2,-145,463,,,,,,,,,,,,,,,,,
06/30/1994,,28,431,154,25,638,,,,,,,,,,,,,,,,,
09/30/1994,,281,445,61,-110,677,,,,,,,,,,,,,,,,,
12/31/1994,,399,451,110,121,1081,,,,,,,,,,,,,,,,,
03/31/1995,,297,397,-89,-244,361,,,-440.0,,,,,,,,,,,,,,
06/30/1995,,271,348,130,-129,620,,,-580.0,,,,,,,,,,,,,,
09/30/1995,,290,346,21,-78,579,,,-646.0,,,,,,,,,,,,,,
12/31/1995,,-251,1294,23,-504,562,,,-720.0,,,,,,,,,,,,,,
03/31/1996,,386,350,-44,196,888,,,-613.0,,,,,,,,,,,,,,
06/30/1996,,689,354,313,-143,1213,,,-618.0,,,,,,,,,,,,,,
09/30/1996,,434,364,169,-17,950,,,-770.0,,,,,,,,,,,,,,
12/31/1996,,509,387,214,-399,711,-896.0,,-896.0,,,,,,,,,,,,-185.0,,
03/31/1997,,980,385,-588,257,1034,-555.0,140.0,-678.0,0.0,0.0,-17.0,-371.0,-225.0,-174.0,150.0,-75.0,0.0,-31.0,-16.0,108.0,,
06/30/1997,,571,372,-181,-346,416,-247.0,602.0,-773.0,0.0,0.0,-76.0,-224.0,-244.0,89.0,71.0,-105.0,0.0,-5.0,-30.0,-55.0,,
09/30/1997,,490,388,614,104,1596,-1505.0,14.0,-1055.0,0.0,0.0,-464.0,-204.0,-239.0,-71.0,206.0,-36.0,0.0,-38.0,-26.0,-113.0,,
12/31/1997,,623,488,31,-273,869,-851.0,280.0,-1122.0,0.0,0.0,-9.0,-158.0,-265.0,784.0,80.0,-421.0,0.0,-308.0,-28.0,-140.0,,
03/31/1998,,234,388,277,-242,657,-751.0,42.0,-784.0,0.0,0.0,-9.0,118.0,-244.0,363.0,396.0,-277.0,0.0,-105.0,-15.0,24.0,,
06/30/1998,,342,375,-177,-74,466,-98.0,71.0,-719.0,0.0,0.0,550.0,-358.0,-263.0,82.0,604.0,-454.0,0.0,-299.0,-28.0,10.0,,
09/30/1998,,215,409,179,152,955,-613.0,17.0,-723.0,0.0,0.0,93.0,-437.0,-240.0,-35.0,61.0,-39.0,0.0,-175.0,-9.0,-95.0,,
12/31/1998,,-213,353,277,49,466,-549.0,177.0,-875.0,0.0,0.0,149.0,82.0,-258.0,327.0,272.0,-248.0,0.0,0.0,-11.0,-1.0,,
03/31/1999,,199,361,-21,-377,162,-56.0,46.0,-529.0,0.0,0.0,427.0,-92.0,-240.0,-419.0,837.0,-243.0,0.0,0.0,-27.0,14.0,,
06/30/1999,,273,365,143,110,891,-410.0,173.0,-580.0,0.0,0.0,-3.0,-421.0,-257.0,-1103.0,1006.0,-55.0,0.0,0.0,-12.0,60.0,,
09/30/1999,,387,356,114,-23,834,-600.0,87.0,-620.0,0.0,0.0,-67.0,-364.0,-248.0,127.0,243.0,-465.0,0.0,0.0,-21.0,-130.0,,
12/31/1999,,318,461,366,137,1282,-1146.0,15.0,-1228.0,0.0,0.0,67.0,90.0,-247.0,412.0,267.0,-317.0,0.0,0.0,-25.0,226.0,,
03/31/2000,,574,484,30,-35,1053,-376.0,271.0,-630.0,0.0,0.0,-17.0,-502.0,-250.0,-42.0,555.0,-731.0,0.0,-1.0,-33.0,175.0,,
06/30/2000,,625,391,226,-302,940,-607.0,219.0,-839.0,0.0,0.0,13.0,-666.0,-247.0,574.0,207.0,-1105.0,0.0,-70.0,-25.0,-333.0,,
09/30/2000,,798,356,17,-285,886,-805.0,81.0,-871.0,0.0,0.0,-15.0,-130.0,-249.0,483.0,2.0,-235.0,0.0,-96.0,-35.0,-49.0,,
12/31/2000,,545,686,-121,-125,985,-563.0,113.0,-634.0,0.0,0.0,-42.0,-427.0,-245.0,-100.0,44.0,-96.0,0.0,-2.0,-28.0,-5.0,,
03/31/2001,,833,319,132,52,1336,-618.0,30.0,-636.0,0.0,0.0,-12.0,-592.0,-245.0,392.0,54.0,-732.0,0.0,0.0,-61.0,126.0,,
06/30/2001,,784,320,-150,-172,782,-883.0,90.0,-841.0,0.0,0.0,-132.0,-66.0,-249.0,594.0,0.0,-84.0,0.0,-300.0,-27.0,-167.0,,
