Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,165.518005,-28.895,136.623005,-105.026001,31.597,,0.0,0.059,31.656,-8.864,22.792,0,0,22.792,0,22.792,22.792,,0.53,0.53,42.285,,,,,
06/30/1990,175.238007,-31.212999,144.025007,-111.223999,32.800999,,0.0,-0.214,32.586999,-9.124,23.462999,0,0,23.462999,0,23.462999,23.462999,,0.54,0.54,43.755001,,,,,
09/29/1990,157.363998,-28.396999,128.966999,-118.601997,10.365,,0.0,1.541,11.906,-3.334,8.572,0,0,8.572,0,8.572,8.572,,0.2,0.2,42.986,,,,,
01/02/1991,194.121994,-53.508999,140.612995,-166.865005,-26.252001,,0.0,2.929,-23.323001,-8.25,-31.573,0,0,-31.573,0,-31.573,-31.573001,-0.73,-0.73,-0.73,42.355,-0.73,-0.73,-0.73,42.355,
03/30/1991,174.408997,-36.797001,137.611996,-125.598999,12.013,-0.36,0.0,-1.979,9.674,-3.096,6.578,0,0,6.578,0,6.578,6.578,,0.15,0.15,42.827,,,,,
06/29/1991,186.404999,-39.136002,147.268997,-131.75,15.519,-0.88,0.0,-1.096,13.543,-4.334,9.209,0,0,9.209,0,9.209,9.209,,0.21,0.21,44.428001,,,,,
09/28/1991,218.845993,-44.518002,174.327991,-141.354996,32.973,-0.565,0.0,-0.795,31.613,-10.116,21.497,0,0,21.497,0,21.497,21.496999,,0.48,0.48,45.217999,,,,,
12/31/1991,249.235001,-53.757999,195.477002,-158.472,37.005001,-14.933,0.0,-9.216,12.856001,-7.024,5.832,0,0,5.832,0,5.832,5.832001,0.14,0.14,0.14,43.002499,0.14,0.14,0.14,43.002499,
03/28/1992,227.063004,-50.044998,177.018005,-143.641006,33.376999,-0.996,0.0,-1.375,31.005999,-10.232,20.774,0,0,20.774,0,20.774,20.773999,,0.47,0.47,44.199001,,,,,
06/27/1992,220.319,-48.543999,171.775002,-149.153,22.622,-0.816,0.0,0.493,22.299,-7.359,14.94,0,0,14.94,0,14.94,14.94,,0.34,0.34,44.449001,,,,,
09/26/1992,206.742004,-47.389,159.353004,-148.048996,11.304,-0.963,0.0,34.596001,44.937001,-14.829,30.108,0,0,30.108,0,30.108,30.108,,0.72,0.72,41.775002,,,,,
12/31/1992,246.024994,-54.125,191.899994,-170.380997,21.518999,-10.772,0.0,11.016,21.762999,-7.182,14.581,0,0,14.581,0,14.581,14.580999,0.34,0.34,0.34,41.713001,0.34,0.34,0.34,41.713001,
04/03/1993,227.003998,-50.379002,176.624996,-155.901993,20.723,-2.831,0.167,2.732,20.791,-8.524,12.267,0,0,12.267,0,12.267,12.266999,,0.29,0.29,42.598,,,,,
07/03/1993,235.785004,-51.034,184.751003,-159.416,25.334999,-2.238,0.087,-17.235001,5.948999,-10.598,-4.649,0,0,-4.649,0,-4.649,-4.649001,,-0.11,-0.11,42.550999,,,,,
10/02/1993,240.104004,-46.808998,193.295006,-165.199997,28.094999,-1.853,0.0,2.358,28.599999,-10.296,18.304001,0,0,18.304001,0,18.304001,18.304,,0.41,0.41,45.143002,,,,,
12/31/1993,278.307007,-54.221001,224.086006,-179.080994,45.005001,-1.603,-0.254,3.313,46.461001,-16.816,29.645,0,0,29.645,0,29.645,29.645001,0.65,0.65,0.65,46.431999,0.65,0.65,0.65,46.431999,
04/02/1994,246.992004,-46.408001,200.584003,-168.552002,32.032001,-1.762,0.0,3.076,33.346002,-12.005,21.341,0,0,21.341,0,21.341,21.341001,,0.45,0.45,47.707001,,,,,
07/02/1994,224.009003,-38.868,185.141003,-171.709,13.432,-1.631,0.0,3.385,15.186,-5.467,9.719,0,0,9.719,0,9.719,9.719,,0.2,0.2,49.257,,,,,
10/01/1994,235.246002,-42.73,192.516003,-183.906006,8.61,-0.717,0.0,-73.397003,-65.504004,-0.881,-66.385002,0,0,-66.385002,0,-66.385002,-66.385004,,-1.39,-1.39,47.637001,,,,,
12/31/1994,264.476013,-44.319,220.157013,-200.417999,19.739,-1.185,0.0,4.017,22.571001,-8.125,14.446,0,0,14.446,0,14.446,14.446001,,0.3,0.3,48.912998,,,,,
04/01/1995,202.615005,-39.146,163.469006,-193.270004,-29.801001,-0.854,0.0,3.303,-27.352001,9.847,-17.504999,0,0,-17.504999,0,-17.504999,-17.505,,-0.36,-0.36,48.077,,,,,
