Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,194,181.0,47.0,-475.0,-53,,,,,,,,,,,,,,,,,
06/30/1990,,247,179.0,-24.0,10.0,412,,,,,,,,,,,,,,,,,
09/30/1990,,74,181.0,-16.0,229.0,468,,,,,,,,,,,,,,,,,
12/31/1990,,31,198.0,-120.0,168.0,277,,,,,,,,,,,,,,,277.0,,
03/31/1991,,166,187.0,76.0,-490.0,-61,,,,,,,,,,,,,,,,,
06/30/1991,,-52,187.0,323.0,-93.0,365,,,,,,,,,,,,,,,,,
10/01/1991,,116,154.0,-230.0,403.0,443,,,,,,,,,,,,,,,,,
01/01/1992,,66,223.0,256.0,-112.0,433,,,,,,,,,,,,,,,433.0,,
03/31/1992,,146,184.0,80.0,-355.0,55,,,,,,,,,,,,,,,,,
06/30/1992,,95,179.0,-5.0,34.0,303,,,,,,,,,,,,,,,,,
09/30/1992,,46,189.0,21.0,133.0,389,,,,,,,,,,,,,,,,,
12/31/1992,,141,213.0,418.0,-53.0,165,,,,,,,,,,,,,,,165.0,,
03/31/1993,,141,140.0,-322.0,-451.0,-492,,,,,,,,,,,,,,,,,
06/30/1993,,200,141.0,13.0,49.0,403,,,,,,,,,,,,,,,,,
09/30/1993,,95,140.0,10.0,174.0,419,,,,,,,,,,,,,,,,,
12/31/1993,,58,151.0,101.0,91.0,401,,,,,,,,,,,,,,,401.0,,
03/31/1994,,194,137.0,80.0,-594.0,-183,,,,,,,,,,,,,,,,,
06/30/1994,,258,134.0,72.0,-106.0,358,,,,,,,,,,,,,,,,,
