Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1990,29.597,,29.624001,,2.882561,-0.049622,-0.234438,-0.28,-0.28,,,,,0,0.589218,,1.205933,5.054431,
06/30/1990,29.597,,29.6,,2.974594,0.047399,-0.132264,-0.22,-0.22,,,,,0,-0.202027,,0.971078,4.898368,
09/30/1990,29.718,,29.603001,,3.237679,0.325136,0.151674,-0.04,-0.04,,,,,0,0.056785,,0.900464,4.888855,
12/31/1990,29.719,29.7185,29.7185,,3.43584,0.479533,0.295506,0.04,0.04,0.04,0.04,0.04,0.04,0,0.463449,,1.11427,4.949056,
03/31/1991,29.718,29.995001,29.995001,,2.825438,-0.013302,-0.194966,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,0,0.638806,,1.069789,4.729894,
06/30/1991,29.723,30.091999,30.091999,,3.069155,0.162834,-0.011232,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0,-0.229662,,0.707869,4.642365,
09/30/1991,29.731001,30.164,30.164,,3.228252,0.40061,0.239391,0.11,0.11,0.11,0.11,0.11,0.11,0,0.278875,,0.9182,4.797316,
12/31/1991,29.820999,29.775999,29.775999,,3.725853,0.765952,0.598704,0.3,0.3,0.3,0.3,0.3,0.3,0,0.746339,,0.779652,5.124174,
03/31/1992,29.264,30.355,30.355,,2.876594,0.066414,-0.103443,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,0,0.751837,,1.501777,5.090486,
06/30/1992,29.971001,30.357,30.357,,3.011529,0.215733,0.041934,0.01,0.01,0.01,0.01,0.01,0.01,0,0.22298,,1.625938,5.047479,
09/30/1992,29.997999,30.278999,30.278999,,3.113875,0.028832,0.21216,0.12,0.12,0.12,0.12,0.12,0.12,0,-0.8029,,1.678479,5.110107,
12/31/1992,29.968,29.983,29.983,,3.402461,0.44165,0.122936,-0.02,0.1,0.1,-0.02,0.1,0.1,0,1.339526,,1.98425,5.048118,
03/31/1993,29.913,30.208,30.208,,2.748775,-0.103019,-0.217591,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,0,0.341962,,2.243272,4.893458,
06/30/1993,29.523001,30.072001,30.072001,,1.851556,-0.041367,-0.014765,-0.12,-0.03,-0.03,-0.12,-0.03,-0.03,0,-0.035149,,1.435965,4.71114,
09/30/1993,29.398001,29.628,29.628,,1.863271,-0.113204,-0.07611,-0.13,0.43,0.43,-0.13,0.43,0.43,0,-0.717531,,1.704402,4.544255,
12/31/1993,29.403999,29.587,29.587,,1.022476,0.402035,0.205056,0.07,0.1,0.1,0.07,0.1,0.1,0,0.686247,,1.865256,4.612672,
03/31/1994,29.497999,29.660999,29.660999,,1.667914,-0.428543,-0.473956,-0.45,-0.38,-0.38,-0.45,-0.38,-0.38,0,-0.035198,,1.606753,4.169368,
06/30/1994,29.563999,29.625999,29.625999,,1.969115,-0.072234,-0.118916,-1.72,-0.12,-0.12,-1.72,-0.12,-0.12,0,-0.073618,,1.472974,2.439081,
09/30/1994,29.570999,29.658001,29.658001,,2.135646,-0.045047,-0.094646,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,0,-0.004552,,1.192114,2.288053,
12/31/1994,29.577999,29.636999,29.636999,,2.377636,0.32149,0.212403,0.15,0.15,0.15,0.15,0.15,0.15,0,0.065155,,0.951045,2.468592,
03/31/1995,29.577,29.632,29.632,,1.888465,-0.094425,-0.159793,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,0,-0.04539,-0.11248,0.929743,2.238564,
06/30/1995,29.884001,30.111,30.111,,2.067816,-0.134868,-0.142905,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,0,-0.085318,-0.128724,0.853266,-0.592223,
09/30/1995,35.122002,31.775999,31.775999,,2.266774,0.286537,0.250126,0.18,0.18,0.18,0.18,0.18,0.18,0,-0.044373,,0.697198,0.133762,
12/31/1995,35.123001,36.027,36.027,,1.897077,0.328393,0.2444,0.02,0.02,0.02,0.02,0.02,0.02,0,0.184806,,0.679555,0.212994,
03/31/1996,35.242001,36.264999,36.264999,,1.637088,0.115869,0.071998,0.02,0.02,0.02,0.02,0.02,0.02,0,-0.098856,-0.151661,0.594177,0.258697,
06/30/1996,35.528,36.745998,36.745998,,1.812007,0.169733,0.162712,0.06,0.06,0.17,0.06,0.06,0.17,0,-0.008763,-0.072933,0.376013,0.385527,
09/30/1996,35.541,36.832001,36.832001,,2.234416,0.398051,0.340492,0.25,0.25,0.25,0.25,0.25,0.25,0,0.269222,0.198713,0.452154,0.658141,
12/31/1996,35.639999,,36.821999,,2.187551,0.45538,0.337651,0.25,0.25,0.25,,,,0,-0.041497,-0.139998,0.536728,0.95449,
03/31/1997,35.707001,,36.814999,,1.692761,0.174521,0.104468,0.04,0.04,0.04,,,,0,-0.202255,-0.286731,0.547204,0.993055,
