Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,8.283,6.18,2.332,-12.478,4.317,,,,,,,,,,,,,,,,,
06/30/1990,,10.774,6.404,5.847,-9.978,13.047,,,,,,,,,,,,,,,,,
09/30/1990,,12.369,6.257,7.931,-2.934,23.622999,,,,,,,,,,,,,,,,,
12/31/1990,,14.619,6.883,-2.344,0.751,19.909,,,,,,,,,,,,,,,19.909,,
03/31/1991,,16.167,10.196,7.96,-32.708,1.615,,,,,,,,,,,,,,,,,
06/30/1991,,21.238001,8.885,-2.516,-17.226,10.381,,,,,,,,,,,,,,,,,
09/30/1991,,25.155001,10.15,2.944,-29.329,8.92,,,,,,,,,,,,,,,,,
12/31/1991,,28.625,11.098,-9.965,-21.768,7.99,,,,,,,,,,,,,,,7.99,,
03/31/1992,,29.732,12.785,3.458,-37.519001,8.456,,,,,,,,,,,,,,,,,
06/30/1992,,34.787998,13.408,-3.448,-17.502001,27.246,,,,,,,,,,,,,,,,,
09/30/1992,,36.501999,15.58,38.216999,-27.805,62.493999,,,,,,,,,,,,,,,,,
01/01/1993,,37.877998,17.627001,18.173,-24.073999,49.604,,,,,,,,,,,,,,,49.604,,
03/31/1993,,36.0,17.0,13.0,-27.799999,38.200001,,,,,,,,,,,,,,,,,
06/30/1993,,-22.0,20.299999,15.0,9.6,22.9,,,,,,,,,,,,,,,,,
09/30/1993,,-14.3,20.200001,0.5,54.099998,60.5,,,,,,,,,,,,,,,,,
12/31/1993,,-138.399994,25.700001,108.300003,13.8,9.4,,,,,,,,,,,,,,,9.4,,
03/31/1994,,-7.9,20.9,21.4,-5.6,28.799999,,,,,,,,,,,,,,,,,
06/30/1994,,8.0,22.200001,27.1,-7.9,49.400002,,,,,,,,,,,,,,,,,
09/30/1994,,13.2,23.799999,-1.1,-21.1,14.8,,,,,,,,,,,,,,,,,
12/31/1994,,5.9,22.5,9.4,-6.7,31.1,,,,,,,,,,,,,,,31.1,,
03/31/1995,,14.4,22.799999,3.4,2.4,43.0,,,-9.4,,,,,,,,,,,,,,
06/30/1995,,19.1,23.0,9.2,-7.9,43.400002,,,-7.7,,,,,,,,,,,,,,
09/30/1995,,25.9,23.200001,32.299999,-44.400002,37.0,,,-7.7,,,,,,,,,,,,,,
12/31/1995,,19.799999,22.700001,8.4,13.8,64.699997,-8.8,,-8.8,,,,,,,,,,,,55.899997,,
03/31/1996,,20.9,21.700001,6.7,-36.099998,13.2,,,-12.7,,,,,,,,,,,,,,
06/30/1996,,27.200001,21.799999,20.5,-34.5,35.0,,,-9.8,,,,,,,,,,,,,,
09/30/1996,,29.200001,21.200001,-10.3,18.0,58.099998,,,-9.8,,,,,,,,,,,,,,
12/31/1996,,31.799999,22.0,62.700001,-68.599998,47.900002,-10.0,,-10.0,,,,,,,,,,,,37.900002,,
03/31/1997,,29.700001,22.200001,5.7,-37.099998,20.5,-44.400002,0.0,-15.1,0.0,0.0,-29.299999,26.1,-7.4,0.0,44.099998,-28.200001,22.1,-4.1,-0.4,2.2,,
06/30/1997,,17.9,21.9,12.0,-8.2,43.599998,-17.5,0.0,-11.7,0.0,0.0,-5.8,-4.6,-2.9,0.0,22.6,-27.299999,3.7,0.0,-0.7,21.5,,
09/30/1997,,31.5,21.5,4.3,-35.5,21.799999,-105.599998,0.0,-14.3,0.0,0.0,-91.300003,-5.2,-2.8,0.0,26.5,-31.0,3.2,0.0,-1.1,-89.0,,
12/31/1997,,15.0,28.200001,2.1,16.9,62.200001,-86.099998,0.0,-14.5,0.0,0.0,-71.599998,0.8,-3.2,0.0,16.9,-18.200001,3.2,0.0,2.1,-23.1,,
03/31/1998,,25.0,27.5,13.8,-53.099998,13.2,-472.600006,0.0,-15.3,0.0,0.0,-457.299988,453.0,-3.1,0.0,2086.300049,-1633.0,12.1,0.0,-9.3,-6.4,,
06/30/1998,,29.1,30.6,-10.6,-18.5,30.6,-22.0,0.0,-15.0,0.0,0.0,-7.0,-0.1,-3.0,0.0,946.799988,-956.900024,12.2,0.0,0.8,8.5,,
